users,topic,text,times,quote
 Захария ,Travel,"не...в вашем случае диван предпочтительнее.. эффект тот же, экономия на лицо"," 06 мая 2022, 10:57 ",
 Гость ,Travel,"вот тот самый диван, на котором я жирным пятном лежу?"," 06 мая 2022, 11:02 ","не...в вашем случае диван предпочтительнее.. эффект тот же, экономия на лицо"
 Гость ,Travel,"Мне не помогало никогда, я полноценно отдыхаю и восстанавливаюсь только в средней полосе.Годовые накопления я бы потратила только на то, что будет приносить мне комфорт и удовольствие ежедневно: ремонт, мебель, бытовая техника, гаджеты, одежда, обувь."," 06 мая 2022, 11:03 ",
 Гость ,Travel,"в средней полосе я после отдыха ощущаю некую фрустрацию...отпуск провожу в Мск, играя в комп, а также посещая ночные бассэйны и ночные парки"," 06 мая 2022, 11:04 ","Мне не помогало никогда, я полноценно отдыхаю и восстанавливаюсь только в средней полосе.Годовые накопления я бы потратила только на то, что будет приносить мне комфорт и удовольствие ежедневно: ремонт, мебель, бытовая техника, гаджеты, одежда, обувь."
 Гость ,Travel,"Так Вы ж не спите ночью, логично, что потом у Вас странные мысли и настроения: для человека физиологично ночью спать."," 06 мая 2022, 11:21 ","в средней полосе я после отдыха ощущаю некую фрустрацию...отпуск провожу в Мск, играя в комп, а также посещая ночные бассэйны и ночные парки"
 Автор ,Travel,Поехала к турку в Измир. Боюсь попасть в секс рабство.Какие признаки того что иностранец может отправить в рабство? #турция #рабство," 05 мая 2022, 19:31 ",
 Гость ,Travel,"Какие признаки? Надел наручники, отвез в другую квартиру, привёл клиента."," 06 мая 2022, 09:56 ",
 Гость ,Travel,"Первый признак, если он скрывает о себе всю информацию-где живёт, с кем, где работает, не хочет появляться с вами на людях, и вообще, старается, чтобы никто о нем ничего не знал. Поэтому сначала познакомьте его со своими(родители, друзья, семья и т д). Второй признак, если он не публикуется в соцсетях, там нет или мало его фотографий, где он с семьёй, дома, с друзьями и т д. Особенно странно будет, если общение с вами через соцсети не ведётся вообще или сведено к минимуму. Это значит, не хочет оставлять ""следы"". Постарайтесь встречаться с ним только в прилюдных и приличных общественных местах, ни на какие квартиры с ним не ходите. Если предложит сходить к нему домой, типа с семьёй познакомить, узнайте, где этот дом и кто в нем живёт. А ещё лучше пусть встреча произойдёт на вашей территории или в ресторане. Ведь там тоже можно познакомиться с его семьёй. И лучше всего себя обезопасить это всегда быть на связи с родными и близким дать им свою геолокацию и договориться, что будете созваниваться в определённое время. И если в этот час не позвоните, то родные сразу примут меры, чтобы вас найти. Для этого сообщите родным куда вы с ним пошли. Сразу узнайте, где находится ближайший полицейский участок и консульство, запишите себе везде, не только в телефоне номера местной полиции. И вообще, гуляйте с ним в местах, где есть видеокамеры. Если начнёт нервничать, значит, дело не чисто и доверять ему нельзя."," 06 мая 2022, 12:00 ",
 .. ,Travel,"Да как узнать... До поездки можно все узнать... У меня подруга ездила к турку, они пол года общались в интернете, потом он ей купил билеты туда-обратно, она все думала ещё, нарыла в интернете кучу его страниц, место работы везде указано, преподаватель физики, репетитор, как он ей и говорил, фото его семейные, с сестрой, родителями, все открыто... Зачем такому человеку совершать преступление?  Провели время они хорошо, он ей предложение делал, она отказалась, сказала, что не выйдет за него, из+за того, что он турок, он очень на это обиделся, говорил, что турчанок не воспринимает и ищет именно жену из России. Но она и до поездки ему говорила сразу, что серьезных отношений у них не будет никогда."," 06 мая 2022, 16:19 ",
 .. ,Travel,"А, он ей ещё паспорт свой присылал, фото.  Да и вообще, постоянно они были на видеозвонке, она знала всю его жизнь. От и до."," 06 мая 2022, 16:20 ","Да как узнать... До поездки можно все узнать... У меня подруга ездила к турку, они пол года общались в интернете, потом он ей купил билеты туда-обратно, она все думала ещё, нарыла в интернете кучу его страниц, место работы везде указано, преподаватель физики, репетитор, как он ей и говорил, фото его семейные, с сестрой, родителями, все открыто... Зачем такому человеку совершать преступление?  Провели время они хорошо, он ей предложение делал, она отказалась, сказала, что не выйдет за него, из+за того, что он турок, он очень на это обиделся, говорил, что турчанок не воспринимает и ищет именно жену из России. Но она и до поездки ему говорила сразу, что серьезных отношений у них не будет никогда."
 Гость ,Travel,"Преступники тоже не дураки, тоже читают в интернете какие есть признаки... и старательно прячут их.Ты узнаешь о чем-то заранее, только если преступник совсем глуп. Единственный надежный способ себя обезопасить в сложившейся ситуации - не ехать к человеку в страну, языка которой ты не знаешь."," 07 мая 2022, 13:11 ",
 Автор ,Travel,Стоит ли в путешествие собирать аптечку? Вы сами возите с собой? Если по России. #аптечка #путешествияв2022 #отдыхвроссии," 06 мая 2022, 07:27 ",
 Гость ,Travel,зачем она вам," 06 мая 2022, 07:49 ",
 Roshen ,Travel,"За границу не брала ничего никогда, а тут Россия ! 🤣🤣🤣"," 06 мая 2022, 07:52 ",
 Гость ,Travel,"в путешествие куда? Если в крупный город, то нет. Если в лес или горы, то конечно же да."," 06 мая 2022, 07:53 ",
 Гость ,Travel,"Обязательно. Если голова вдруг заболит, или обоcpaка не да"," 06 мая 2022, 08:08 ",
 Гость ,Travel,не дай Бог)," 06 мая 2022, 08:09 ","Обязательно. Если голова вдруг заболит, или обоcpaка не да"
 Автор ,Travel,"Кто-то собирается в Турцию в конце мая-начале июня? Хочется, конечно... Но ситуация в мире напряженная. У кого какие мысли? Вы бы рискнули? #путешествияв2022"," 05 мая 2022, 23:11 ",
 Гость ,Travel,"Так нельзя ведь самолётом в Турцию, небо то закрыто."," 05 мая 2022, 23:21 ",
 .. ,Travel,"Можно, самолёты в Турцию летают."," 05 мая 2022, 23:25 ","Так нельзя ведь самолётом в Турцию, небо то закрыто."
 Соня ,Travel,Билеты на самолет подорожали.," 05 мая 2022, 23:29 ",
 .. ,Travel,"Это правда. Очень подорожали....  Сама думаю в Турцию лететь , но цена билетов пугает."," 05 мая 2022, 23:39 ",Билеты на самолет подорожали.
 СОЛИСТ ,Travel,"Риск большой!В мире нестабильная обстановка,в любой момент турки могут закрыть воздушный коридор!"," 05 мая 2022, 23:41 ",
 RK (лего) ,Travel,"Куда поехать с семьёй отдыхать? (Муж, сын, дочь). Какое интересное место можно посетить? #маршрутыдляпутешествия"," 05 мая 2022, 15:26 ",
 Гость ,Travel,Для начала посѣти свою ​вагину​. Можетъ клиторъ найдешь.," 05 мая 2022, 15:34 ",
 Гость ,Travel,"Автор, ну как можно задавать такие вопросы? Интересных мест море! Какие у вас финансовые возможности? Какой возраст у детей? Чем вы интересуетесь? В какое время года хотите ехать?... Без этого советов никто не даст (нормальных)"," 05 мая 2022, 15:38 ",
 Гость ,Travel,"Байкал, Камчатка. Пока самолеты еще летают, можно успеть. Потом на поезде уже будет сложнее."," 05 мая 2022, 16:42 ",
 Сима ,Travel,"Поезжайте на Каспий, если никогда там не были! Мы отдыхали через турагента Каспиан Тревел в пятидневной туре, очень понравилось!"," 17 мая 2022, 09:07 ",
 Автор ,Travel,"Здравствуйте, я уезжаю в другой город учится и работать, живу в Тюмени уеду в Казань там родственники моего парня который сейчас в армии мы решили что поживём там, но я сейчас думаю о том что как я уеду из родного дома что я хочу остаться в Тюмени , боюсь сильной скуки по дому, но и понимаю что все равно когда то придётся уйти из дома строить свою семью, не знаю что делать #путишествиепоРоссии #переезд"," 04 мая 2022, 14:08 ",
 Вика ,Travel,"уезд? Нет такого слова в русском языке. Это называется ""отъезд""."," 04 мая 2022, 14:13 ",
 Вечный Суньвынь ,Travel,"Это называется взрослая жизнь, начинай учиться принимать решения и нести ответственность, хотя бы за себя."," 04 мая 2022, 14:24 ",
 Cвета ,Travel,"Так вы едете к совсем чужим людям, к родственникам парня?Поезжайте, конечно, они вас оооооочень ждут и будут вам ооооочень рады, кхе-кхе..."," 04 мая 2022, 14:24 ",
 Кукуся ,Travel,"Я за 4 года брака переезжала 4 раза. 3 из них вообще в разные страны. Тосковать - будете однозначно. Но не всё так страшно. У вас будет больше новых друзей и знакомых и с родителями можете хоть каждый день созваниваться, жизнь наоборот будет более насыщенной."," 04 мая 2022, 14:26 ",
 EvArt ,Travel,"Никогда не тосковала по дому. Даже была рада, что вырвалась, у меня тут своя работа, своя жизнь без родительского надзора. Возможно, потому что меня всё детство протаскали из страны в страну у меня и нет понятия ""родной край"". Придерживаюсь правила ""где я, там и мой дом""А вообще тоска по дому частое явление, большинству с ним трудно справится, но если сидеть на попе ровно и отсидеть себе всё можно, а потом ""надо было тогда ехать, а не боятся"" и ""просидела у родителей на шее всю молодость"""," 04 мая 2022, 14:28 ",
 Автор ,Travel,"Берётся ли поездка заграницу за месяц,например в Испанию? #маршрутыдляпутешествия #путешествияпоиспании"," 03 мая 2022, 18:34 ",
 Гость ,Travel,И за год берется .Обстоятельства разные .," 03 мая 2022, 19:01 ",
 Автор ,Travel,Что вам больше нравится? #путешествиевпитер #чтопосетитьвмоскве #отдыхвроссии #путешествияв2022," 03 мая 2022, 00:18 ",
 Янита ,Travel,лично мне пофиг то и то консерватория тоже," 03 мая 2022, 01:26 ",
 Гость ,Travel,Я больше огурцы люблю. Сравнили горячее с мягким. Два совершенно разнонаправленных музея.," 03 мая 2022, 04:01 ",
 Захария ,Travel,"Хэштег ""что посетить в Москве"" не оставляет выбора"," 03 мая 2022, 06:24 ",
 Захария ,Travel,"как и ""путешествие в Питер """," 03 мая 2022, 06:25 ","Хэштег ""что посетить в Москве"" не оставляет выбора"
 Непсихолог ,Travel,"Эрмик канефно!))))))))\а Третьякову имеет смысл сравнивать в Русским музеем... в Питере масса мест которые можно посетить... тут можно не вылезать из музеев. Только лет 10 назад их официально было порядка 70 музеев, а сегодня еще больше. Это не считая альтернативных экскурсий и тд"," 03 мая 2022, 16:02 ",
 Автор ,Travel,"Мне нужно было жильё на пару дней и хозяева не разрешают заселиться сразу после самолёта, мол ждите до 4 часов дня. А там реально нечего делать, да и район небезопасный. Что бы вы сделали? #путешествияв2022"," 02 мая 2022, 23:05 ",
 Гость ,Travel,"Это обычная практика- заселение в 3- 4 часа дня, но во многих отелях можно ставить на хранение чемоданы и с утра, тогда можно хоть гулять налегке."," 02 мая 2022, 23:33 ",
 Гость ,Travel,"Я уже из спросила чтобы пораньше. Они мне: мы понимаем, но только хранение чемоданов на данный момент. Извините.Что бы на такое ответили?"," 02 мая 2022, 23:52 ","Это обычная практика- заселение в 3- 4 часа дня, но во многих отелях можно ставить на хранение чемоданы и с утра, тогда можно хоть гулять налегке."
 Гость ,Travel,"Ну, так я и написала, что это обычная практика и ничего на это не ответишь. Есть такая услуга ""раннее заселение"", но она платная, и возможно не во всех отелях есть.Я недавно ехала в Таллинн из Питера на автобусе, прибытие было в 5 утра, заселение с 15 часов. Я не хотела все это время где-то слоняться, не помывшись после автобуса и не отдохнув, так заказала номер с предыдущего дня и по телефону объяснила ситуацию, что приеду ранним утром следующего дня."," 03 мая 2022, 00:10 ",
 Гость ,Travel,"Ну в вашем случае то понятно. Вы в ночь приезжаете. У меня там пара часов, и то район не безопасный"," 03 мая 2022, 00:18 ","Ну, так я и написала, что это обычная практика и ничего на это не ответишь. Есть такая услуга ""раннее заселение"", но она платная, и возможно не во всех отелях есть.Я недавно ехала в Таллинн из Питера на автобусе, прибытие было в 5 утра, заселение с 15 часов. Я не хотела все это время где-то слоняться, не помывшись после автобуса и не отдохнув, так заказала номер с предыдущего дня и по телефону объяснила ситуацию, что приеду ранним утром следующего дня."
 Ната ,Travel,"Я бы не заселялась в небезопасный район, где нечего делать."," 03 мая 2022, 00:22 ",
 Автор ,Travel,"Впервые в жизни удалось пожить в таких местах. Сначала номер на двоих, в котором первые 3 дня никого не было. Второй раз номер на троих, но зато с общей кухней и туалетом, а так же общим душем человек на 10-12. А какие у вас впечатления о проживании в хостелах ? #путешествияв2022"," 02 мая 2022, 21:45 ",
 Гость ,Travel,Жизнь в больших городах делится на 2 направления: прилично и гетто," 02 мая 2022, 21:57 ",
 Гость ,Travel,"Причем прилично всегда дороже гетто в 1,5+ раз"," 02 мая 2022, 21:59 ",
 Гость ,Travel,Номально в хостелах.," 02 мая 2022, 22:10 ",
 Гость ,Travel,Нормально в хостелах.," 02 мая 2022, 22:12 ",
 Гость ,Travel,"В дорогих может и нормально или если один, или с другом. А так ад адющий"," 02 мая 2022, 22:30 ",Нормально в хостелах.
 Просто девчонка ,Travel,"Я люблю путешествовать босиком. Я с детства старалась не упускать возможность побыть босой. Дома, в гостях, на пляже, на секциях, даже на улице, везде старалась босиком. Но родители были недовольны моими увлечениями и решили меня проучить. Мы должны были ехать на море, и родители решили, что отдых мне придётся провести без обуви. Не знаю, на что они рассчитывали, но я очень обрадовалась этому, ведь до этого я не жила без обуви, а просто периодически разувалась, а тут мне представилась возможность испытать такой клёвый опыт. Когда мы приехали домой, я сделала вид, что навсегда усвоила урок. И чтобы не разозлить родителей, пришлось чаще ходить обутой. Настолько, что босиком я была только дома. И так было, пока я не достигла совершеннолетия. И как только я съехала от родителей и устроилась на работу(я работаю официанткой), я продала всю обувь и решила вести полностью босоногий образ жизни. Но ведь жизнь, это не только наматывание кругов вокруг дома. Она ещё и полна разных ощущений, которые мне хотелось испытать. Меня очень тянуло за границу. И первой страной для путешествия я выбрала Индию. Ну, естественно. Куда ещё поедет любительница погонять босиком? А много куда. После Индии я побывала в Таиланде. Потом в Японии. Затем в Непале. В Испании, Греции, Бразилии, Хорватии и новой Зеландии . Ощущения супер. Я думаю, такого кайфа вы нигде не получите. В каждой стране разное отношение к босым девушкам. Где-то это в порядке вещей, а где-то нечто новое. Ты получаешь весь набор эмоций от простого путешествия, а отсутствие обуви увеличивает его раз в пять. А вы любите ходить босиком? Может полностью отказались от обуви? Путешествуете босыми? #маршрутыдляпутешествия"," 02 мая 2022, 17:16 ",
 Хан ,Travel,Нет," 02 мая 2022, 18:04 ",
 Гость ,Travel,Вы больны? У нас в областном центре все тротуары в харчках со слизью и бэчиках от сигарет. Частенько встречается и собачье ***. Уже не говоря о классической пыли и грязи.," 02 мая 2022, 18:33 ",
 Евгения ,Travel,Путешествовала неоднократно!)) Тоже веду босоногую жизнь))," 04 мая 2022, 21:45 ",
 Денис ,Travel,"Люблю ходить босиком) стараюсь делать это по максимуму круглый год. Снега у нас мало, и, если честно, я не очень люблю по снегу. Какая-то скучная поверхность. Больше люблю когда и тающий снег, и сухой асфальт, и холодные лужи талой воды)) Путешествовать босиком вот прям от порога дома пока не приходилось. Но отпуск в Крыму (пару недель) провожу практически без обуви уже не первый раз.Вы в каком регионе живете-босячите?))"," 05 мая 2022, 15:48 ",
 Гость ,Travel,Расскажите где это делали?," 07 мая 2022, 01:17 ",Путешествовала неоднократно!)) Тоже веду босоногую жизнь))
 Автор ,Travel,Оценка города_+в-узбеки и подобные не редкость+/-город затягивает не выпускает сразуУезжаю_Тут хорошо конечно при определенных вложенияхБез этого делать вроде нечегоИз мероприятий_ удалось только покататься на 3 аттракционах из них 1 спокойный и 2 диких аж сердце забилось и трясло около часа - вниз головой на 30 метрах повиснуть пришлось на 5-10 секунд - и второй тоже самое только закручивает во все стороны и также вниз головой видишь но не высоко метров 12 #путешествияв2022 #отдыхвроссии," 01 мая 2022, 20:43 ",
 Гость ,Travel,Экономичным людям тут не понравится. Надо хоть не на всю катушку жить но не экономя тогда всё окей. А цены здесь средние," 01 мая 2022, 20:53 ",
 Гость ,Travel,Затягивает нормальным кислородом и новостройками некоторым развитием. В остальном ощущение что город маленький. Как будто тут не 830 тыс населения а отсилу 500. Честно нерусские из снг азербайджан и подобное сильно мешают они тут лишние. Сельских жителей немало процентов 35," 01 мая 2022, 21:04 ",
 Гость ,Travel,Пробки надоедают. Частые и долгие светофоры. Центр не очень большой. М здесь наверное сложнее будет. Город больше для Ж," 01 мая 2022, 21:06 ",
 Гость ,Travel,В жизни больше сюда не приеду. Честно тут малолетки в основном да приезжие из районов. А так богатым тут будет шикарно жить," 01 мая 2022, 21:08 ",
 Гость ,Travel,Сейчас желание в более бедный город переехать. Бедные конечно это плохо зато цены ниже и комфортней себя ощущаешь с любым мат.положением," 01 мая 2022, 21:12 ",
 Автор ,Travel,"На прошлой неделе буквально в пятницу очень подняли цены на люкс купе.Раньше стоили по 30 тыс в одну сторону и это было выгоднее, чем выкупать все купе, и все раскупалось в первый час открытия продаж за 90 дней, а теперь они стоят по 75 тыс и их вообще никто не берет, а купе и св разлетаются меньше чем за полчаса.Но ведь не поедешь с ребенком на верхней полке купе, да и вообще с чужим человеком в купе, и в плацкарте тем более.А ведь гостиница предоплачена задолго до этого всего, еще в октябре, когда цены нормальные, сейчас те же даты стоят ровно в два раза дороже…Как бы вы поехали на юг с ребенком в таком случае? #жд #билеты"," 01 мая 2022, 13:24 ",
 Гость ,Travel,"Купить билет в один конец.Интересно, как там с работой..."," 01 мая 2022, 13:46 ",
 Гость ,Travel,"""Надо жить у моря, мама"""," 01 мая 2022, 13:50 ","Купить билет в один конец.Интересно, как там с работой..."
 Гость ,Travel,"А вы куда едете? Я в Крыму, хотела с сыном в Москву летом погулять. Так сейчас место в СВ стоит от 21 тыс ,это на одного в один конец. Ничего себе поездочки по стране"," 01 мая 2022, 13:53 ",
 Гость ,Travel,"Я лечу в Адлер самолетом. цена приемлемая, далее в Крым на такси за 3-4 тыс. Привет РЖД."," 01 мая 2022, 14:14 ",
 Янита ,Travel,"если боитесь ехать с чужими людьми, то вам придется путешествовать отдельно ото всех. наверное - в собственных мечтах только"," 01 мая 2022, 14:19 ",
 Автор ,Travel,"Деньги то можно достать с кредитом, но с помощью родственников, а надеятся на них нет желания, ведь если они не смогут то предоплата 30-50 тыс сгорит и время драгоценное потеряется с нервами и силами. Без весомых кредитов хватает только на недорогие города: Калуга, СаранскВыбор из них потому что они экологичные в меру, и не жаркиеНо есть ли смысл туда ехать ? Но опять же выбора у меня нет, жилье нужно, обратно в маленький город (65 тыс людей) возвращаться не логично совсем. Надеяться на чьи то кредиты ради (более ценных городов) опасно, время может потеряться и нервыКонечно в Нижний Новгород хотелось бы, но там вариантов по низкой цене мало, пока доедешь их продадут и цены поднимут, тогда и вовсе не купить #путишесвияпоРоссии"," 01 мая 2022, 11:12 ",
 млечный пу ,Travel,лучше бы ты оплатила переквалификацию и перешла на новую ступень карьерной лестницы," 01 мая 2022, 11:25 ",
 Гость ,Travel,Посмотри черняховск калининградской обл," 01 мая 2022, 11:31 ",
 Гость ,Travel,"Купи комнату, дешевле будет, потом встретишь пару и совместно купите квартиру."," 01 мая 2022, 11:31 ",
 Гость ,Travel,Нижний ещё то удовольствие.," 01 мая 2022, 11:40 ",
 Гость ,Travel,"Пока будете телиться, раздумывать, цены поднимутся и в маленьком городке, уже не хватит денег на квартиру."," 01 мая 2022, 11:40 ",
 Алина ,Travel,"Прошу совета! С мужем и двумя детьми (9 и 15 лет) собираемся в конце мая отдохнуть в Крыму (Ялта, квартиру уже забронировали). Вот только самолеты не летают и могут не летать до лета, машина не вариант (долго, тяжело, там парковок мало, вино вместе не попить). Думаем - брать плацкарт нового поезда (по фото милый), чтобы муж и старшая дочка на верхних, а мы с маленьким на нижних? Или потратиться на купе, но меньше денег останется на отдых, экскурсии, развлечения?Раньше ездила на поездах времен позднего СССР, это был ад. А не будет ли сейчас там быдла, потных носок, доширака и тупых соседей? У кого какой опыт? #плацкарт #купе"," 30 апреля 2022, 23:16 ",
 Мышка Малышка ,Travel,"Вот это у тебя повод для темы конечно, да уж ) конечно купеКак раз никого чужого не будет, сели и спокойно всем семейством доехали Не думаю что разница в цене колоссальная"," 30 апреля 2022, 23:59 ",
 Не автор ,Travel,А ехать то сколько?," 01 мая 2022, 00:35 ",
 Вау🍷 ,Travel,"Берите плацкарету, сейчас все чисто и норм)"," 01 мая 2022, 01:20 ",
 г0сть что в г0рле к0сть ,Travel,"Прилетаете в Адлер вчетвером, оттуда мотаются маршрутки частные в Симферополь (смотрите сайт ""Едем.РФ""). Тыщи три с человека попросят. Поезд идёт долго и неудобно, сначала в Джанкой, потом аж в Симу."," 01 мая 2022, 03:52 ",
 г0сть что в г0рле к0сть ,Travel,"Ещё 0бещали катер из Сочей в Йалту пустить, но подробности не знаю."," 01 мая 2022, 03:54 ",
 Roshen ,Travel,"Куда полететь отдыхать в июле?Чтоб минимум проблем с перелета и, ПЦР и визами...Рассматриваю Вьетнам или Иорданию..В Турцию и Египет не хочется уже, и так в пандемию только там были.В Армении была в этом месяце, там круто, но моря нет. #маршрутыдляпутешествия #туризмвегипте #туризмвтурции"," 30 апреля 2022, 15:48 ",
 Гость ,Travel,Мальдивы🏖🏝," 30 апреля 2022, 16:01 ",
 Roshen ,Travel,"А более бюджетное что-то?)))Мы ремонт только сделали, о мальдивах даже не думаю 🤣🤣🤣"," 30 апреля 2022, 16:05 ",Мальдивы🏖🏝
 Гость ,Travel,Да я и сама там не была))) но хочется же😊😊😊желаю вам мальдиффф!😘😘😘," 30 апреля 2022, 16:11 ","А более бюджетное что-то?)))Мы ремонт только сделали, о мальдивах даже не думаю 🤣🤣🤣"
 Vika - Vika ,Travel,Тогда в Эквадор...там у мужчин достоинство очень достойное!," 30 апреля 2022, 16:22 ",
 Гость ,Travel,Море Лаптевых," 30 апреля 2022, 16:26 ",
 Автор ,Travel,"Мне 18 лет,думаю поехать отдыхать куда-нибудь,но почему-то побаиваюсь ехать на автобусе,а потом находиться в другом городе одной,снять комнату,но вот не знаю,есть же люди которые обманут и украдут деньги пока я буду спать к примеру,с родителями не хочу ехать,жить в палатке в духоте,не знаю,что мне делать"," 29 апреля 2022, 23:14 ",
 Янита ,Travel,я бы поехала сама. не надо бояться," 29 апреля 2022, 23:22 ",
 Гость ,Travel,"Ну одной скучно и опасно,да и обокрасть могут"," 29 апреля 2022, 23:24 ",я бы поехала сама. не надо бояться
 Янита ,Travel,тогда в чем вопросне не уезжай никуда. это же только твой личный выбор )," 29 апреля 2022, 23:34 ","Ну одной скучно и опасно,да и обокрасть могут"
 Гость ,Travel,"А в какой город едете? И как собрались отдыхать , если скучно ?"," 29 апреля 2022, 23:40 ",
 Янита ,Travel,ехать надо автостопом! клевое путешествие может получиться," 29 апреля 2022, 23:43 ",
 Автор ,Travel,"Мне 19 лет,думаю поехать на попутках до санатория в другой город чтобы сэкономить деньги,не опасно ли?"," 29 апреля 2022, 19:39 ",
 Atlanta ,Travel,"Ну, доподлинно известно, что ещё ни одна девственница не добралась из Москвы в Питер автостопом...Выводы делайте сами"," 29 апреля 2022, 19:42 ",
 Тоже Тролль ,Travel,"С чего бы это ""опасно""?Всем известно, что такой способ - самый безопасный)"," 29 апреля 2022, 19:44 ",
 Женщина ,Travel,"Не доедешь. Изнасилуют точно, но могут и убить, закопают в лесочке, никто не найдёт.Так что не ищи приключение на свою ж"," 29 апреля 2022, 19:47 ",
 Себастьян Перейро ,Travel,"Главное резины набрать побольше и по прибытию анализы сдать,а то мало ли.👍"," 29 апреля 2022, 20:16 ","С чего бы это ""опасно""?Всем известно, что такой способ - самый безопасный)"
 Тоже Тролль ,Travel,"- Красная шапочка, как тебе не страшно по лесу гулять?- А, что такого? Дорогу - знаю, секс - люблю..."," 29 апреля 2022, 20:23 ","Главное резины набрать побольше и по прибытию анализы сдать,а то мало ли.👍"
 Птица перелетная ,Travel,"Уже 6 лет мы с мужем думаем об эмиграции и наконец решились, что пора. Хотим переехать в Канаду или США, либо Германию. Но беспокоюсь, что не дадут визу, поскольку муж айтишник, а я домохозяйка и до замужества училась на факультете психологии, бросила на 4 курсе. Но главное, мой отец военный на пенсии. Как думаете, есть ли возможность эмигрировать?"," 29 апреля 2022, 19:38 ",
 Гость ,Travel,роиссянам везде путь заказан," 29 апреля 2022, 19:41 ",
 Гость ,Travel,Сейчас-Никак .," 29 апреля 2022, 19:42 ",
 Гость ,Travel,это самые геноцидящие русских страны. хочешь почувствовать себя как евреи в 1941 году?," 29 апреля 2022, 19:43 ",
 Гость ,Travel,"Нет ни сейчас, ни позже."," 29 апреля 2022, 19:58 ",
 Гость ,Travel,"значение слова ""геноцид"" хоть проверь...что ты знаешь про 1941, про евреев и про чувства?"," 29 апреля 2022, 23:36 ",это самые геноцидящие русских страны. хочешь почувствовать себя как евреи в 1941 году?
 savina ,Travel,"Искала, думала себе чемодан новый взять. Смотрю сейчас все больше пластиковые чемоданы в ходу. Не могу понять их плюсы, кроме того, что они просто легче по весу. Но ведь это пластик, материал не слишком практичный. Или я ошибаюсь ? #путешествияв2022 #чемодан"," 29 апреля 2022, 07:09 ",
 Гость ,Travel,Пластик тоже разный .Есть супер -прочные .," 29 апреля 2022, 07:32 ",
 Захария ,Travel,"не знаюУ меня любимый матерчатый, но в какой то ""лайт"" версии, именно по весуМне просто тактильно и зрительно не нравится пластикНо как и текстиль текстилю, так и пластик пластику рознь по качеству, прочности"," 29 апреля 2022, 07:44 ",
 Гость ,Travel,бери," 29 апреля 2022, 07:50 ",
 Гость ,Travel,"научись по-бабски изъясняться, от тя мужиком воняет"," 29 апреля 2022, 07:51 ",
 Гость ,Travel,"Автор, зависит от того, куда вы едите и какими авиалиниями пользуетесь. Например, если чемодан очень большой, а авиалиния разрешает взять только 20 кг багажа, то есть вероятность,что багаж будет трудно уложить плотно в большом чемодане и он будем болтаться. Вес чемодана тоже важен по причине выше. Если вы планируете брать только ручную кладь, т.к за багаж нужно отдельно платить, то лучше ознакомиться со стандартными размерами ручной клади для салона. Так же стоит помнить, что вам придется этот чемодан катать по тротуару, в аэропорту, в транзите и он должен уместиться в стандартный багажник такси"," 29 апреля 2022, 08:14 ",
 Автор ,Travel,"Оказывается, там довольно интересная история:Когда-то она была частью Эфиопии. Она граничит с Суданом на западе, Эфиопией на юге и Джибути на востоке. Имеет площадь в 117 600 км².Эритрея является многонациональной страной с населением примерно в шесть миллионов человек, состоящим из девяти признанных этнических групп. Туризм очень даже развитый. Для отдыха существует пляжный отдых, экскурсионные маршруты, сафари-туры. Затонувшие корабли, пещеры, кораллы, рифы и разнообразные обитатели Красного моря открывают прекрасные возможности для дайвинга, и тд, и тд. Да, там даже работают дайвинг-центры. А долететь до Эритреи можно с пересадкой в Каире, Амстердаме, Франкфурте на Майне, Бейруте, Сане, Дохе, Дубае, Милане или Риме.#маршрутыдляпутешествия#путешествиеводиночку#поискпопутчикавпутешествие #едавпутешествиях"," 27 апреля 2022, 19:57 ",
