,en,ru
7635,which character in the movie would you most like to meet in real life : oh > sorry,с каким персонажем из фильма вы бы больше всего хотели встретиться в реальной жизни : о > извините
7636,do you think people read more or less books now than they did 50 years ago : EMPTY > alexa stop,"как вы думаете, люди сейчас читают больше или меньше книг, чем 50 лет назад : ПУСТО > alexa stop"
7637,how much time do you spend listening to music each day or week : EMPTY > five percent of the time,сколько времени вы тратите на прослушивание музыки каждый день или неделю : ПУСТО > пять процентов времени
7638,who is your favorite artist : EMPTY > no one,кто ваш любимый исполнитель : ПУСТО > никого
7639,what pet do you have : EMPTY > a yorkshire terrier,какое у вас домашнее животное : ПУСТОЕ > йоркширский терьер
7640,do you enjoy traveling : EMPTY > yes a lot,"вам нравится путешествовать : ПУСТО > да, много"
7641,the new philadelphia flyers mascot ___he's loyal but mischievous : EMPTY > no,"новый талисман ""Филадельфия флайерз"" ___он верный, но озорной : ПУСТО > нет"
7642,can you believe that : EMPTY > that did the fast and the furious bc ever chicago,можете ли вы в это поверить : ПУСТО > это сделало форсаж bc ever chicago
7643,what would you like to talk about : you can call me scratch > how are you today,о чем бы вы хотели поговорить : вы можете называть меня скретч > как у вас дела сегодня
7644,which mascot is the best in m l b : EMPTY > let's talk about football,какой талисман лучший в m l b : ПУСТО > давайте поговорим о футболе
7645,but i'm not sure i have an answer to that : i'm changed > the subject we gonna talk about some ice cream,"но я не уверен, что у меня есть ответ на это: я сменил тему, мы поговорим о мороженом"
7646,what news are you looking for : correct > news,какие новости вы ищете : правильно > новости
7647,don't you think so : EMPTY > yes,вы так не думаете : ПУСТО > да
7648,did you mean the movie my name is gulpilil : no > i meant kelly's heroes,"вы имели в виду фильм ""меня зовут гулпилил"": нет > я имел в виду героев Келли"
7649,do you want to tell me your name : yes > my name is philip,вы хотите сказать мне свое имя : да > меня зовут Филип
7650,perhaps i've seen it : EMPTY > i'm at a loss right now,"возможно, я это видел : ПУСТО > сейчас я в растерянности"
7651,can you believe that : i can't > because denzel washington is one good actor,можете ли вы в это поверить: я не могу > потому что Дензел Вашингтон - один хороший актер
7652,who's your favorite director : EMPTY > the person who created a wrinkle in time,"кто ваш любимый режиссер : ПУСТОЙ > человек, который создал морщину во времени"
7653,let's see if i know it : EMPTY > i don't know,"давайте посмотрим, знаю ли я это : ПУСТО > я не знаю"
7654,my favorite would be taylor swift : EMPTY > oh,моей любимой была бы Тейлор Свифт : ПУСТО > о
7655,i'm so excited to hear it : EMPTY > that's a child,"я так взволнован, чтобы услышать это : ПУСТО > это ребенок"
7656,what do you think of the iphones : EMPTY > i think you're incredible,"что вы думаете об айфонах : ПУСТО > я думаю, вы невероятны"
7657,can you please say the movie name again clearly : EMPTY > evil,"не могли бы вы, пожалуйста, еще раз четко произнести название фильма: ПУСТОЙ > злой"
7658,what do you want to talk about : EMPTY > really,о чем вы хотите поговорить : ПУСТО > действительно
7659,i can't play music in social mode : this is sad > crank that soulja boy,я не могу воспроизводить музыку в социальном режиме : это грустно > проверни этого парня из soulja
7660,would you like you talk about james rittinger instead of our current topic : EMPTY > okay,хотели бы вы поговорить о Джеймсе Риттингере вместо нашей текущей темы: ПУСТО > хорошо
7661,do you want to hear some latest football news : stop talking to me > cause i hate you,хочешь услышать последние футбольные новости : перестань разговаривать со мной > потому что я тебя ненавижу
7662,tell me why do you like this artist : EMPTY > leaped sibling,"скажи мне, почему тебе нравится этот художник : ПУСТОЙ > прыгнувший брат"
7663,what movies are you looking forward to watching in the future : EMPTY > i'm not sure,какие фильмы вы с нетерпением ждете просмотра в будущем : ПУСТО > я не уверен
7664,who's your favorite actor or actress : oh > kids,кто ваш любимый актер или актриса : о > дети
7665,i never had pets but i have always wondered what it feels like to have one : wait > you play with them,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь их: подожди > ты играешь с ними"
7666,what is your favorite food in general : EMPTY > you basically try food because people tell you how it taste like,"какая ваша любимая еда в целом : ПУСТО > вы в основном пробуете еду, потому что люди говорят вам, какая она на вкус"
7667,what pet do you have : EMPTY > oh my god,какой у тебя питомец : ПУСТОЙ > о боже мой
7668,can you tell me more about this : EMPTY > is it,можете ли вы рассказать мне больше об этом : ПУСТО > это
7669,my name is alexa : EMPTY > my name is lyla,меня зовут Алекса : ПУСТО > меня зовут Лайла
7670,what do you think : a lot of the realism cinematically > it was great,что вы думаете: много реализма в кинематографическом плане > это было здорово
7671,can you believe that : wow > how,можете ли вы в это поверить : вау > как
7672,what is your favorite part when you watch a football game : EMPTY > when they win,"какая ваша любимая часть, когда вы смотрите футбольный матч : ПУСТО > когда они выигрывают"
7673,would you like you talk about neil flynn instead of our current topic : EMPTY > no,хотели бы вы поговорить о Ниле Флинне вместо нашей текущей темы: ПУСТО > нет
7674,are you scared of any animals : not really > well,вы боитесь каких-либо животных : не совсем > хорошо
7675,i will be smarter if you can teach me : EMPTY > yeah,"я буду умнее, если ты сможешь научить меня : ПУСТО > да"
7676,they scare my creators too : EMPTY > who are your creators,они пугают и моих создателей тоже : ПУСТО > кто ваши создатели
7677,is there something else you'd like to talk about : echo > let's just not talk about that right now,"есть ли что-то еще, о чем вы хотели бы поговорить : echo > давайте просто не будем говорить об этом прямо сейчас"
7678,what book has had the biggest impact on human history : EMPTY > the holy bible,какая книга оказала наибольшее влияние на историю человечества : ПУСТО > святая Библия
7679,z oo is it what you're looking for : no > that's it,"з оо это то, что вы ищете : нет > это все"
7680,interesting : EMPTY > sure,интересно : ПУСТО > уверен
7681,who is your favorite artist : EMPTY > nina simone,кто ваш любимый исполнитель : ПУСТО > Нина Симоне
7682,i haven't thought about that before : EMPTY > relationships,я не думал об этом раньше : ПУСТО > отношения
7683,maybe i know it : EMPTY > a movie i would really recommend is ponyo,"может быть, я это знаю : ПУСТО > фильм, который я бы действительно порекомендовал, - это ponyo"
7684,interesting : EMPTY > yeah,интересно : ПУСТО > да
7685,emilydo you ever watch sports : EMPTY > yeah,"эмилидо, ты когда-нибудь смотришь спорт : ПУСТО > да"
7686,have you seen any movies recently : EMPTY > no,смотрели ли вы какие-нибудь фильмы в последнее время : ПУСТО > нет
7687,i will be smarter if you can teach me : well > i like doing stuff with my friends,"я буду умнее, если ты сможешь научить меня : ну > мне нравится заниматься чем-то со своими друзьями"
7688,do you want to tell me your name : EMPTY > my name is corbin,вы хотите сказать мне свое имя : ПУСТО > меня зовут Корбин
7689,they scare my creators too : EMPTY > i'm scared of snakes lions tigers and dinosaurs,они тоже пугают моих создателей : ПУСТО > я боюсь змей львов тигров и динозавров
7690,do you want to talk about technology and science : i wanna talk about you > how can i make you hot,ты хочешь поговорить о технологиях и науке : я хочу поговорить о тебе > как я могу возбудить тебя
7691,do you want to learn more stories like these : oh > yes,"вы хотите узнать больше историй, подобных этим: о > да"
7692,maybe we should talk about something more interesting : EMPTY > yes,"может быть, нам стоит поговорить о чем-то более интересном : ПУСТО > да"
7693,can we talk about some other topics : EMPTY > no,можем ли мы поговорить о каких-то других темах : ПУСТО > нет
7694,moo : EMPTY > oh boy,му : ПУСТО > о боже
7695,what character do you feel is most similar to you in that book : EMPTY > if you want to eat the chicken nugget monster in,"какой персонаж, по вашему мнению, больше всего похож на вас в этой книге : ПУСТО > если вы хотите съесть монстра из куриных наггетсов в"
7696,the 2018 film he's out there with played by yvonne strahovski : EMPTY > no,"фильм 2018 года, в котором его играет Ивонн Страховски : ПУСТО > нет"
7697,milne : EMPTY > good night,милн : ПУСТО > спокойной ночи
7698,is there something else you'd like to chat about : EMPTY > alexa stop,"есть ли что-то еще, о чем вы хотели бы поболтать: ПУСТО > alexa stop"
7699,don't you remember : EMPTY > oh,разве ты не помнишь : ПУСТО > о
7700,who is your favorite artist : EMPTY > corn,кто ваш любимый исполнитель : ПУСТО > кукуруза
7701,which topic interests you the most : a i am > and medicine are gonna start going,какая тема интересует вас больше всего : а я > и медицина собираются начать идти
7702,do you want to hear more stories like these : EMPTY > yes,вы хотите услышать больше подобных историй : ПУСТО > да
7703,did you know that : EMPTY > no,"знаете ли вы, что : ПУСТО > нет"
7704,do you find that interesting : EMPTY > yeah,вы находите это интересным : ПУСТО > да
7705,are you scared of any animals : EMPTY > a lot,вы боитесь каких-либо животных : ПУСТО > много
7706,any thoughts : it's such a ::period:: that i human being don't talk too > but instead of talk to the other people talk to you this machine so ::period::,"любые мысли : это так :: точка:: что я, человек, тоже не разговариваю > но вместо того, чтобы разговаривать с другими людьми, с вами разговаривает эта машина, так что :: точка::"
7707,what do you think : yes > please tell me another star wars fact about george lucas,"что вы думаете : да > пожалуйста, расскажите мне еще один факт из ""Звездных войн"" о Джордже Лукасе"
7708,can you please say the movie name again : trying to think of one right > i have one in mind,"не могли бы вы, пожалуйста, еще раз произнести название фильма: пытаюсь правильно придумать > у меня есть одно на примете"
7709,who's your favorite actor or actress : EMPTY > no pierce brosnan,кто ваш любимый актер или актриса : ПУСТО > Пирса Броснана нет
7710,can we talk about some other topics : EMPTY > vagina,можем ли мы поговорить о некоторых других темах : ПУСТО > влагалище
7711,can you believe that : EMPTY > yes,можете ли вы в это поверить : ПУСТО > да
7712,did you know that : EMPTY > yes,"знаете ли вы, что : ПУСТО > да"
7713,have you ever had a pet : EMPTY > no,у вас когда-нибудь было домашнее животное : ПУСТО > нет
7714,just tell me the name of a movie you want me to talk about : EMPTY > talk about something else,"просто скажи мне название фильма, о котором ты хочешь, чтобы я поговорил: ПУСТО > поговорим о чем-нибудь другом"
7715,can you say it again please : EMPTY > megan,"не могли бы вы повторить это еще раз, пожалуйста : ПУСТО > Меган"
7716,isn't that interesting : EMPTY > that's stupid,разве это не интересно : ПУСТО > это глупо
7717,would you like to know more : no > thank you,хотели бы вы узнать больше : нет > спасибо
7718,don't you think so : EMPTY > i definitely agree,вы так не думаете : ПУСТО > я определенно согласен
7719,do you want to chat about it : EMPTY > yes,вы хотите поболтать об этом : ПУСТО > да
7720,what book has had the biggest impact on human history : EMPTY > probably the bible,"какая книга оказала наибольшее влияние на историю человечества : ПУСТО > вероятно, Библия"
7721,have you seen any good movies recently : i haven't > but i interested in season good horror movies,смотрели ли вы какие-нибудь хорошие фильмы в последнее время: я не смотрел > но меня интересуют сезонные хорошие фильмы ужасов
7722,what do you want to talk about : EMPTY > movies,о чем вы хотите поговорить : ПУСТО > фильмы
7723,do you want to tell me your name : yes > please,вы хотите сказать мне свое имя : да > пожалуйста
7724,that's hard to explain : EMPTY > play,это трудно объяснить : ПУСТО > играть
7725,what pet do you have : EMPTY > a beagle,какое у вас домашнее животное : ПУСТОЕ > бигль
7726,what movie genre do you enjoy the most : EMPTY > real stories movies about real stories,какой жанр фильмов вам нравится больше всего : ПУСТОЙ > реальные истории фильмы о реальных историях
7727,do you want more like these : EMPTY > stop please,"вы хотите больше таких : ПУСТО > остановитесь, пожалуйста"
7728,which topic interests you the most : EMPTY > start a conversation,какая тема интересует вас больше всего : ПУСТО > начать разговор
7729,have you ever had a pet : EMPTY > yes,у вас когда-нибудь было домашнее животное : ПУСТО > да
7730,jimmy told him not to drive the van because if he did he would never do anything but drive the van : EMPTY > that is very interesting,"Джимми сказал ему не водить фургон, потому что если бы он это сделал, он бы никогда ничего не делал, кроме как водил фургон : ПУСТОЙ > это очень интересно"
7731,i am a bot : EMPTY > yes,я бот : ПУСТО > да
7732,would you like to hear more : EMPTY > yes,хотели бы вы услышать больше : ПУСТО > да
7733,don't you think so : i am > i said,ты так не думаешь : я > я сказал
7734,just say stop : EMPTY > no,просто скажи стоп : ПУСТО > нет
7735,it's better to be safe than sorry : EMPTY > do you like pie,"лучше перестраховаться, чем потом сожалеть : ПУСТО > ты любишь пирог"
7736,you play any games on nintendo : EMPTY > go to your own land,вы играете в какие-либо игры на nintendo : ПУСТО > отправляйтесь на свою собственную землю
7737,would you like to talk about it now : no > thank you,хотели бы вы поговорить об этом сейчас : нет > спасибо
7738,do you want to hear some latest gymnastics news : yeah > but i'd rather hear about the u. s. open right now,вы хотите услышать последние новости гимнастики : да > но я бы предпочел услышать об открытом чемпионате США прямо сейчас
7739,do you wanna hear more things like this : EMPTY > stop,вы хотите услышать еще что-то вроде этого : ПУСТО > стоп
7740,what do you think is the best acting performance of all time : EMPTY > i'm not sure,"как вы думаете, что является лучшим актерским исполнением всех времен : ПУСТО > я не уверен"
7741,what's your favorite part in that book : when nicky dresses up as a put the facemask on because she messed up her face and hope blue dial over it > it's really funny,"какая ваша любимая часть в этой книге: когда Ники наряжается в маску для лица, потому что она испортила свое лицо, и надеется, что синий циферблат поверх этого > это действительно забавно"
7742,do you like animals : EMPTY > yeah,тебе нравятся животные : ПУСТО > да
7743,what pet do you have : EMPTY > a dog,какое у вас домашнее животное : ПУСТОЕ > собака
7744,"and i think we watched every single one of them"" can you believe that : EMPTY > no","и я думаю, что мы смотрели каждый из них "" можете ли вы в это поверить: ПУСТО > нет"
7745,or maybe you're more cautious : EMPTY > i would not like that,"или, может быть, вы более осторожны : ПУСТО > мне бы этого не хотелось"
7746,what do you want to talk about : EMPTY > can you sing the movie a. i.,о чем вы хотите поговорить : ПУСТО > можете ли вы спеть песню a. i.
7747,would you like to hear more : EMPTY > yes,хотели бы вы услышать больше : ПУСТО > да
7748,who's your favorite actor or actress : oh > i like robert de niro,кто ваш любимый актер или актриса : о > мне нравится Роберт де Ниро
7749,how important is music in your life : EMPTY > can we talk about something else,насколько важна музыка в вашей жизни : ПУСТО > можем мы поговорить о чем-нибудь другом
7750,what pet do you have : EMPTY > i don't have any,какое домашнее животное у вас есть : ПУСТО > у меня его нет
7751,do you like to talk about it : EMPTY > yes,вам нравится говорить об этом : ПУСТО > да
7752,that is why i want to share this to youwhat movie genre do you enjoy the most : EMPTY > action,вот почему я хочу поделиться с вами этим: какой жанр фильма вам нравится больше всего: ПУСТОЙ > экшн
7753,do you want to tell me your name : alexa stop > shut up,ты хочешь сказать мне свое имя : Алекса стоп > заткнись
7754,isn't that interesting : well > yeah,разве это не интересно : ну > да
7755,did you know that : EMPTY > i wanna talk about something else,"знаете ли вы, что : ПУСТО > я хочу поговорить о чем-то другом"
7756,what would it be : i don't know > can we change the topic,что бы это было: я не знаю > можем ли мы сменить тему
7757,what would you like to talk about : EMPTY > let's talk about sleep,о чем бы вы хотели поговорить : ПУСТО > давайте поговорим о сне
7758,do you like music : EMPTY > stop,вам нравится музыка : ПУСТО > стоп
7759,do you want to talk about music : EMPTY > pause,вы хотите поговорить о музыке : ПУСТО > пауза
7760,did you know that : no > i did not know that,"знаете ли вы, что : нет > я не знал, что"
7761,maybe you could rephrase that : EMPTY > what's your favorite song by billy joel,"может быть, вы могли бы перефразировать это: ПУСТО > какая ваша любимая песня Билли Джоэла"
7762,cats are great pets : EMPTY > and a dog,кошки - отличные домашние животные : ПУСТЫЕ > и собака
7763,any thoughts : EMPTY > can you switch to hdmi two,любые мысли : ПУСТО > можете ли вы переключиться на hdmi two
7764,do you want to hear more : EMPTY > sure,вы хотите услышать больше : ПУСТО > уверен
7765,wouldn't that be cool : imagine > someone else telling you whether you're cark is going to take you somewhere or not,"разве это не было бы круто: представьте, что > кто-то другой говорит вам, собираетесь ли вы ехать, отвезет вас куда-нибудь или нет"
7766,it got me think that or putting greek yogurt on tacos : EMPTY > alexa stop,"это заставило меня задуматься, что или положить греческий йогурт на тако : ПУСТО > alexa stop"
7767,what would you like to talk about : EMPTY > can you talk slower,о чем бы вы хотели поговорить : ПУСТО > не могли бы вы говорить медленнее
7768,what's the name of your favorite movie : EMPTY > kid rock,как называется ваш любимый фильм : ПУСТО > кид рок
7769,what's the name of your favorite movie : EMPTY > you know what i tell you,"как называется твой любимый фильм : ПУСТО > ты знаешь, что я тебе скажу"
7770,i haven't thought about that before : EMPTY > do you like star trek,"я не думал об этом раньше : ПУСТО > тебе нравится ""Звездный путь"""
7771,what was your favorite part in the movie : EMPTY > when you get home by itself,какая ваша любимая роль в фильме : ПУСТО > когда вы возвращаетесь домой сами по себе
7772,did you know that : EMPTY > no,"знаете ли вы, что : ПУСТО > нет"
7773,wanna talk about traveling : EMPTY > no,хочу поговорить о путешествиях : ПУСТО > нет
7774,have you ever ended a text with a period as a sign of aggression : EMPTY > yes,вы когда-нибудь заканчивали текст точкой в знак агрессии : ПУСТО > да
7775,do you prefer to watch movies in the theater or at home : EMPTY > did you see behind the green door,вы предпочитаете смотреть фильмы в кинотеатре или дома : ПУСТО > вы видели за зеленой дверью
7776,what's your name : EMPTY > joshua,как тебя зовут : ПУСТО > Джошуа
7777,would you like to hear more : EMPTY > let it go downstairs,хотели бы вы услышать больше : ПУСТО > пусть все идет вниз
7778,i'm so excited to hear it : EMPTY > talk about something else,"я так взволнован, чтобы услышать это : ПУСТО > поговорим о чем-нибудь другом"
7779,i never had pets but i have always wondered what it feels like to have one : it's really fun taking care of a fish > it's nice to do,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь их: ухаживать за рыбой действительно весело > это приятно делать"
7780,that's a great name for a cat : EMPTY > thank you,отличное имя для кошки : ПУСТО > спасибо
7781,what character do you feel is most similar to you in that book : EMPTY > i don't like it,"какой персонаж, по вашему мнению, больше всего похож на вас в этой книге : ПУСТОЙ > мне это не нравится"
7782,let's see if i know it : EMPTY > i like george diaries,"давайте посмотрим, знаю ли я это : ПУСТО > мне нравятся дневники Джорджа"
7783,are you talking about the girl next door released in 2004 starring emile hirsch as matthew kidman : EMPTY > no,"вы говорите о фильме ""Девушка по соседству"", вышедшем в 2004 году с Эмилем Хиршем в главной роли Мэтью Кидмана : ПУСТО > нет"
7784,wanna know a fun fact about it : EMPTY > sure,хотите узнать забавный факт об этом: ПУСТО > уверен
7785,which soccer game leaves the most impressive memory to you : EMPTY > i don't watch soccer too much,какой футбольный матч оставил у вас самые впечатляющие воспоминания : ПУСТО > я не слишком много смотрю футбол
7786,don't you think so : EMPTY > i guess,ты так не думаешь : ПУСТО > я думаю
7787,it was released in 2018 and features owen vaccaro as lewis barnavelt : yes > that's the one,он был выпущен в 2018 году и показывает Оуэна Ваккаро в роли Льюиса Барнавельта: да > это тот самый
7788,how about you : EMPTY > stop,как насчет вас: ПУСТО > стоп
7789,what do you want to talk about : are you a learning > i'd learning bot,о чем вы хотите поговорить : вы обучающийся > я бы обучал бота
7790,what book do you like : EMPTY > my favorite book is the sparrow by mary russell,"какая книга вам нравится : ПУСТО > моя любимая книга - ""Воробей"" Мэри Рассел"
7791,did you think this movie was very original : EMPTY > yes,"вам показалось, что этот фильм был очень оригинальным : ПУСТО > да"
7792,i wonder what you think keeps us healthy and happy as we go through life : EMPTY > i don't know,"интересно, что, по-вашему, делает нас здоровыми и счастливыми, когда мы идем по жизни : ПУСТО > я не знаю"
7793,my favorite would be taylor swift : EMPTY > i like mean,моим любимым был бы Тейлор Свифт : ПУСТОЙ > мне нравится злой
7794,can you please say that again for me : EMPTY > alexa stop,"не могли бы вы, пожалуйста, повторить это для меня : ПУСТО > alexa stop"
7795,do you ever watch documentaries : no > that's disgusting,вы когда-нибудь смотрели документальные фильмы : нет > это отвратительно
7796,do you want to tell me your name : EMPTY > colin,ты хочешь сказать мне свое имя : ПУСТО > Колин
7797,dogs are great pets : EMPTY > yes,собаки - отличные домашние животные : ПУСТО > да
7798,do you want to tell me your name : EMPTY > say again,ты хочешь сказать мне свое имя : ПУСТО > скажи еще раз
7799,and i'm thinking that and i bet that he never swallowed his pride and asked you to at least help with register 2 : EMPTY > are you talking about a grocery store,"и я думаю об этом, и держу пари, что он так и не проглотил свою гордость и не попросил вас хотя бы помочь с регистрацией 2 : ПУСТО > вы говорите о продуктовом магазине"
7800,can you repeat the movie name please : EMPTY > shut,"не могли бы вы повторить название фильма, пожалуйста : ПУСТО > закрыто"
7801,what would it be : EMPTY > why did they cut so much of the content from it,что бы это было : ПУСТО > почему они вырезали из него так много контента
7802,000 votes : EMPTY > are you serious,000 голосов : ПУСТО > вы серьезно
7803,would you mind telling me more : EMPTY > okay,не могли бы вы рассказать мне больше : ПУСТО > хорошо
7804,what book has had the biggest impact on human history : alexa end > conversation,какая книга оказала наибольшее влияние на историю человечества : конец алекса > беседа
7805,what's your favorite part in that book : when he found a car > and then he fixes smarter,какая ваша любимая часть в этой книге: когда он нашел машину > а потом чинит ее умнее
7806,and i love to read when i'm not chatting : my > the another book that i enjoyed,"и я люблю читать, когда не общаюсь в чате : моя > еще одна книга, которая мне понравилась"
7807,could you tell me more about what you're looking for : EMPTY > not right now,"не могли бы вы рассказать мне подробнее о том, что вы ищете : ПУСТО > не прямо сейчас"
7808,do you mind talking about something else : EMPTY > no,вы не против поговорить о чем-нибудь другом : ПУСТО > нет
7809,only style remains the same : EMPTY > fashion is always end,только стиль остается прежним : ПУСТО > мода - это всегда конец
7810,what do you think : EMPTY > okay,что вы думаете : ПУСТО > хорошо
7811,what's the name of your favorite book : EMPTY > treasure hunters by james patterson,как называется ваша любимая книга : ПУСТО > охотники за сокровищами Джеймса Паттерсона
7812,do you want to talk about some games : EMPTY > yeah,ты хочешь поговорить о каких-нибудь играх : ПУСТО > да
7813,would you like to hear more : EMPTY > yes,хотели бы вы услышать больше : ПУСТО > да
7814,did you know that : EMPTY > you talking to,"знаете ли вы, что : ПУСТО > вы разговариваете с"
7815,what is the hardest position to play in baseball : and i think it was > i mean,"на какой позиции труднее всего играть в бейсболе: и я думаю, что это было > я имею в виду"
7816,what do you like about science : EMPTY > oh,что вам нравится в науке : ПУСТО > о
7817,i never had pets but i have always wondered what it feels like to have one : EMPTY > no bad,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь их: ПУСТО > неплохо"
7818,which character in that book would you most like to meet in real life : EMPTY > marlo,с каким персонажем из этой книги вы бы больше всего хотели встретиться в реальной жизни : ПУСТО > Марло
7819,what do you think : EMPTY > i think it's pretty cool,"что вы думаете : ПУСТО > я думаю, что это довольно круто"
7820,as harry lockhart : EMPTY > no,как Гарри Локхарт : ПУСТО > нет
7821,and i love to read when i'm not chatting : what did you think about > why is for yesterday,"и я люблю читать, когда я не в чате : о чем вы думали > почему это за вчерашний день"
7822,i think it is a good way of relieving stress and channeling your emotions : EMPTY > she's not gonna respond to that,"я думаю, что это хороший способ снять стресс и направить свои эмоции в нужное русло : ПУСТО > она не собирается реагировать на это"
7823,what's the name of your favorite movie : EMPTY > star wars,как называется ваш любимый фильм : ПУСТО > Звездные войны
7824,i hope he can win another championship in the next season : EMPTY > change topics,"я надеюсь, что он сможет выиграть еще один чемпионат в следующем сезоне : ПУСТО > сменить темы"
7825,would you like you talk about johnny depp instead of our current topic : EMPTY > no,хотели бы вы поговорить о Джонни Деппе вместо нашей текущей темы: ПУСТО > нет
7826,i am tired of the smell of cheese and pepperonni : i like pizza > but i gotta be careful because of my sugar,я устал от запаха сыра и пепперони : я люблю пиццу > но я должен быть осторожен из-за моего сахара
7827,can you repeat the movie name please : EMPTY > angelique after asking and,"не могли бы вы повторить название фильма, пожалуйста : ПУСТО > Анжелика после запроса и"
7828,what's your name : EMPTY > my name is alexis,как тебя зовут : ПУСТО > меня зовут Алексис
7829,don't you think that's rather stress free : EMPTY > yes,"вам не кажется, что это довольно беззаботно : ПУСТО > да"
7830,period : EMPTY > weird,период : ПУСТОЙ > странный
7831,did you think this movie was very original : EMPTY > yeah,"вам не показалось, что этот фильм был очень оригинальным : ПУСТО > да"
7832,can we talk about some other topics : EMPTY > fantasy football,можем ли мы поговорить о каких-то других темах : ПУСТОЙ > фэнтези-футбол
7833,just say stop : EMPTY > stop,просто скажите стоп : ПУСТО > стоп
7834,maybe we should talk about something more interesting : EMPTY > singing,"может быть, нам стоит поговорить о чем-то более интересном: ПУСТОТА > пение"
7835,do you want to tell me your name : yes > my name is you,ты хочешь сказать мне свое имя : да > меня зовут ты
7836,i think i heard wrong : running breathless > your should search it up on amazon,"я думаю, я ослышался : бегу, затаив дыхание > вам следует поискать это на Amazon"
7837,what song made you cry : EMPTY > the song that makes me cry as,"какая песня заставила тебя плакать : ПУСТО > песня, которая заставляет меня плакать, как"
7838,wanna know something interesting about it : EMPTY > sure,хотите узнать что-нибудь интересное об этом : ПУСТО > уверен
7839,i never had pets but i have always wondered what it feels like to have one : me too > i'm guessing a pets,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь их: я тоже > я предполагаю, что домашние животные"
7840,what is your favorite team in the nhl : EMPTY > i don't have one,какая ваша любимая команда в НХЛ : ПУСТО > у меня ее нет
7841,i never had pets but i have always wondered what it feels like to have one : EMPTY > is that all,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь одного: ПУСТО > и это все"
7842,what just happened : EMPTY > yes,что только что произошло : ПУСТО > да
7843,do you mind asking the same question with a location : EMPTY > you said she thought it was three thirty,"вы не возражаете задать тот же вопрос с указанием местоположения : ПУСТО > вы сказали, что она думала, что было три тридцать"
7844,can you believe that : EMPTY > that's amazing,можете ли вы в это поверить : ПУСТО > это потрясающе
7845,which video game do you have in mind : you're > she's really annoying,какую видеоигру ты имеешь в виду: ты > она действительно раздражает
7846,any thoughts : EMPTY > that's very interesting,есть какие-нибудь мысли : ПУСТО > это очень интересно
7847,just say stop so i can sleep as well : EMPTY > i said the king and i,"просто скажи ""стоп"", чтобы я тоже мог поспать : ПУСТО > я сказал, что король и я"
7848,what do you want to talk about : EMPTY > obscure holidays obviously,"о чем вы хотите поговорить : ПУСТЫЕ > непонятные праздники, очевидно"
7849,collecting players data and analyzing their performance is my favoriate thing to do when i watch a football game : EMPTY > cool,"сбор данных об игроках и анализ их игры - мое любимое занятие, когда я смотрю футбольный матч: ПУСТО > круто"
7850,who's your favorite director : EMPTY > probably christopher nolan,"кто ваш любимый режиссер : ПУСТО > вероятно, Кристофер Нолан"
7851,perhaps i've seen it : EMPTY > huh,"возможно, я видел это : ПУСТО > да"
7852,how often do you play it : EMPTY > i play a pretty awesome,как часто вы играете в нее : ПУСТО > я играю довольно потрясающе
7853,if she found a keeper then she would never have been able to come up with so many juicy songs : EMPTY > i so agree,"если бы она нашла хранителя, то никогда бы не смогла придумать столько сочных песен : EMPTY > я так согласна"
7854,how did watching that movie make you feel : EMPTY > sad,"что вы почувствовали, посмотрев этот фильм: ПУСТОТУ > грусть"
7855,have you read any good books recently : it is said at some has fairies and the dark fairies and all that has a lot of different things that it said in dublin > so she has an entire series,"читали ли вы в последнее время какие-нибудь хорошие книги: говорят, у некоторых есть феи, и темные феи, и все такое, в чем много разных вещей, о которых говорилось в Дублине > так что у нее есть целая серия"
7856,can you please say that again for me : EMPTY > hereditary,"не могли бы вы, пожалуйста, повторить это для меня : ПУСТОЙ > наследственный"
7857,have you seen any good movies recently : EMPTY > tell me some fun facts about mosquitoes,смотрели ли вы недавно какие-нибудь хорошие фильмы : ПУСТО > расскажите мне несколько забавных фактов о комарах
7858,what do you think about james rittinger's acting : i don't know > a lot,что вы думаете об актерской игре Джеймса Риттингера: я не знаю > многого
7859,maybe i know it : there was a movie that barbara streisand played in called nuts > that is really attatching movie,"может быть, я это знаю: был фильм, в котором сыграла Барбара Стрейзанд, под названием ""чокнутые"" > это действительно захватывающий фильм"
7860,what do you want to talk about : EMPTY > what can you tell me,о чем вы хотите поговорить : ПУСТО > что вы можете мне сказать
7861,do you want to know more stories like these : EMPTY > yes,"вы хотите узнать больше историй, подобных этим : ПУСТО > да"
7862,now that you asked : EMPTY > do you know my name,"теперь, когда вы спросили : ПУСТО > вы знаете мое имя"
7863,learning more about you is fun : EMPTY > the bible,узнать о вас больше - это весело : ПУСТО > Библия
7864,do you want to talk about it : EMPTY > are you human,ты хочешь поговорить об этом : ПУСТО > ты человек
7865,i can only look at animal videos online : EMPTY > oh,я могу смотреть только видео с животными онлайн : ПУСТО > о
