,text,joint_labels
7850,"кто ваш любимый режиссер : ПУСТО > вероятно, Кристофер Нолан",opinion
7851,"возможно, я видел это : ПУСТО > да",hold
7852,как часто вы играете в нее : ПУСТО > я играю довольно потрясающе,statement
7853,"если бы она нашла хранителя, то никогда бы не смогла придумать столько сочных песен : EMPTY > я так согласна",comment
7854,"что вы почувствовали, посмотрев этот фильм: ПУСТОТУ > грусть",opinion
7855,"читали ли вы в последнее время какие-нибудь хорошие книги: говорят, у некоторых есть феи, и темные феи, и все такое, в чем много разных вещей, о которых говорилось в Дублине > так что у нее есть целая серия",statement
7856,"не могли бы вы, пожалуйста, повторить это для меня : ПУСТО > наследственный",abandon
7857,смотрели ли вы недавно какие-нибудь хорошие фильмы : ПУСТО > расскажите мне несколько забавных фактов о комарах,command
7858,что вы думаете об актерской игре Джеймса Риттингера: я не знаю > многого,opinion
7859,"""может быть, я это знаю: был фильм, в котором сыграла Барбара Стрейзанд, под названием """"чокнутые"""" > это действительно захватывающий фильм""",comment
7860,о чем вы хотите поговорить : ПУСТО > что вы можете мне сказать,open_question_factual
7861,"вы хотите узнать больше историй, подобных этим : ПУСТО > да",pos_answer;command
7862,"теперь, когда вы спросили : ПУСТО > вы знаете мое имя",yes_no_question
7863,узнать о вас больше - это весело : ПУСТО > Библия,statement
7864,ты хочешь поговорить об этом : ПУСТО > ты человек,open_question_factual
7865,я могу смотреть только видео с животными онлайн : ПУСТО > о,apology
7866,"не могли бы вы, пожалуйста, еще раз четко произнести название фильма : ПУСТО > мне все равно",opinion
7867,кто ваш любимый режиссер : ПУСТО > давайте переключимся на другой фильм,command
7868,"вы хотите узнать больше историй, подобных этим: ПУСТО > уверен",pos_answer;command
7869,"возможно, я это видел : ха > эй",abandon
7870,куда вы планируете отправиться дальше : Англия > я хочу отправиться в поход в музей земли и центр в Корнуолле,opinion
7871,вы хотите продолжить разговор о политических новостях или о каких-либо других новостях : ПУСТО > пожалуйста,pos_answer;command
7872,фильм 2004 года twisted с Джессикой Шепард в роли Эшли Джадд : ПУСТО > нет,neg_answer
7873,"это напоминает мне, что Шигеру Миямото из nintendo______ в качестве хобби угадывает размеры объекта и проверяет, прав ли он с помощью рулетки, которую он всегда носит с собой : ПУСТО > круто",comment
7874,с каким персонажем из этой книги вы бы больше всего хотели встретиться в реальной жизни : ПУСТО > Маккензи Кобура,opinion
7875,вы хотите услышать больше подобных историй : ПУСТО > да,pos_answer;command
7876,"отличная предыстория и отличное написание, как обычно : ПУСТО > о",hold
7877,хотели бы вы продолжить разговор о музыке : ПУСТО > нет,neg_answer;command
7878,"если бы вы могли быть любым животным в мире, кем бы вы были: ПУСТЫМ > кошкой",opinion
7879,вы все еще хотите поговорить о фильмах : ПУСТО > давайте поговорим о восстании темного рыцаря,command
7880,я рекомендую вам прослушать его : ПУСТО > хорошо,back-channeling
7881,я так рад это слышать : ПУСТО > я читаю новую книгу Майкла Поланда,statement
7882,есть какие-нибудь мысли : ПУСТО > это довольно круто,appreciation
7883,у Кливленда и Цинциннати 5 : ПУСТО > расскажите мне о баки штата Огайо,command
7884,"я оставлю это ответственным людям : ПУСТО > итак, что вы знаете о Хьюме",command;open_question_factual
7885,"о чем ты хочешь поговорить : ПУСТО > мне нравится Рождество, когда я, когда она, когда идет снег",opinion
7886,вы хотите поговорить о другой видеоигре : ПУСТО > я хочу поговорить о домашних животных,command
7887,что вы думаете : ПУСТО > это забавно,comment
7888,"но я не уверен, что у меня есть ответ на это : ПУСТО > вам нравится путешествовать с компаньонами-мужчинами",yes_no_question
7889,вы хотите больше таких : ПУСТО > да,pos_answer;command
7890,как зовут вашу собаку : ПУСТО > Логан,statement
7891,ты хочешь сказать мне свое имя: можешь ли ты вернуться к игре в Босанову > пожалуйста,command
7892,"скажите мне, почему вам нравится этот исполнитель : ПУСТО > потому что я отношусь к их музыке",opinion
7893,"""ты сказал """"нет"""" : ПУСТО > все в порядке""",respond_to_apology
7894,ты смотришь фильмы : ПУСТО > мне нравится играть с тобой,opinion
7895,у вас когда-нибудь было домашнее животное : ПУСТО > да,pos_answer
7896,"""утонченность саксофона в """"беспечном шепоте"""" Джорджа Майкла вызывает у меня эмоции : ПУСТО > хорошо""",back-channeling
7897,"вы смотрите фильмы : вы так опаздываете на развлечения > я обычно слушаю свою музыку, и мне нравится",opinion
7898,какая ваша любимая песня этого исполнителя : ПУСТО > должна знать звезда,nonsense
7899,я не думал об этом раньше : ПУСТО > я хочу повеселиться с тобой,command
7900,было бы вам интересно поговорить о международном дне кофе : ПУСТО > я люблю говорить о международном дне кофе,command
7901,разве это не интересно : ПУСТО > это,pos_answer
7902,хорошо : ПУСТО > нет,neg_answer
7903,какая книга оказала наибольшее влияние на историю человечества : ПУСТО > Анатомия грея,opinion
7904,смотрели ли вы какие-нибудь фильмы в последнее время : нет > видели ли вы,yes_no_question
7905,какой жанр фильма вам нравится больше всего : ПУСТО > давайте поговорим о книгах,command
7906,"я думаю, что это хороший способ снять стресс и направить свои эмоции в нужное русло : ПУСТО > я согласен с вами",opinion
7907,вы хотите продолжить разговор о музыке : ПУСТО > давайте поговорим о Джеффе Безосе,command
7908,какое ваше любимое празднование гола в истории футбола : ПУСТО > давайте переключим темы на телевидение,command
7909,"на что был похож этот опыт : нет > это довольно аккуратное принятие, ограниченное мощностью моего телефона",opinion
7910,он был выпущен в 2006 году и включает Санджая Датта в роли мурли прасада шармы : ПУСТО > не могли бы вы поговорить на моем динь-а-лин,command;yes_no_question
7911,хотите поболтать о психологии : ПУСТО > вы можете поговорить о психологии,pos_answer;command
7912,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь одного : ПУСТО > сколько кошек у вас должно быть",open_question_factual
7913,какое у вас домашнее животное : ПУСТО > собака,statement
7914,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь одного: ПУСТО > хорошо",back-channeling
7915,места культуры или исторические достопримечательности : ПУСТО > остановка,closing
7916,о чем мы должны поговорить дальше : ПУСТО > сыр,command;statement
7917,вы не против поговорить о чем-нибудь другом : ПУСТО > хорошо,pos_answer;command
7918,"я в восторге от нашего стартового состава из 5 звезд в следующем году : ПУСТО > я не уверен, что это такое",opinion
7919,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь их: ПУСТО > ни о чем не просить",statement
7920,не могли бы вы перефразировать это для меня: ПУСТО > чихать,dev_command
7921,как называется ваш любимый фильм : ПУСТО > человек-паук первый,opinion
7922,он избавился от растений : ПУСТО > это безумие,comment
7923,вам нравится музыка : ПУСТО > да,pos_answer
7924,как насчет тебя__ : ПУСТО > я тоже люблю животных,opinion
7925,у вас когда-нибудь было домашнее животное : ПУСТО > да,pos_answer
7926,"я думаю, что идея одиночного путешествия одновременно захватывающая и пугающая : ПУСТО > правда",back-channeling
7927,вы предпочитаете фильмы или телевидение : ПУСТО > фильмы,opinion
7928,"тебе не кажется, что это круто : ПУСТО > странно, мне это нравится",opinion
7929,"как вы думаете, что является лучшим актерским исполнением всех времен : ПУСТО > невозможно",opinion
7930,вам нравится путешествовать : ПУСТО > остановка,closing
7931,"вы хотите узнать больше историй, подобных этим : ПУСТО > да",pos_answer;command
7932,"хотите узнать больше : ПУСТО > нет, спасибо",neg_answer;command
7933,"может быть, я знаю об этом : ПУСТО > не может быть.",statement
7934,хотели бы вы поговорить о Кори Хаиме вместо нашей текущей темы: да > мы могли бы,statement
7935,хотели бы вы поговорить о Кристиане Бэйле вместо нашей текущей темы : нижняя губа > просто продолжайте говорить о восстании темного рыцаря,command
7936,вы хотите продолжать говорить о новостях технологий или о новостях какого-либо другого типа : ПУСТО > я хочу продолжать говорить о технологиях,command;statement
7937,"это, должно быть, большая работа : да > это так",back-channeling
7938,как насчет просто поболтать о музыке : ПУСТО > хорошо,pos_answer
7939,"""кто твоя любимая знаменитость : ПУСТО > я сказал """"Парк юрского периода""""""",statement
7940,вы хотите поговорить о конкретной видеоигре : нет > я должен идти,closing
7941,вы хотите продолжить разговор о политических новостях или о каких-либо других новостях : ПУСТО > нет,neg_answer;command
7942,"и я люблю читать, когда я не в чате : ПУСТО > действительно",back-channeling
7943,хотели бы вы услышать больше : ПУСТО > да,pos_answer;command
7944,"если бы ты мог быть любым животным в мире, кем бы ты был : ПУСТЫМ > я был бы жирафом",opinion
7945,дешевый скотч и без работы : ПУСТО > что,complaint
7946,можете ли вы в это поверить : ПУСТО > нет,neg_answer
7947,вы все еще хотите продолжить наш разговор о фильмах : ПУСТО > да,pos_answer;command
7948,"""фильм 2002 года """"бах-бах, ты мертв"""" с Вэлом Дунканом в исполнении Тома Кавана : Алекса, прекрати этот разговор""",abandon
7949,ты так не думаешь : ПУСТО > да,pos_answer
7950,о чем ты хочешь поговорить : нет > я не знаю,other_answers
7951,отличное имя для кошки : ПУСТО > у меня есть собака,statement
7952,"так что на самом деле у меня нет выбора в этом вопросе : о, моя дорогая > ты можешь говорить",statement
7953,"возможно, я видел это : ПУСТО > marvel's",opinion
7954,"о боже, это немного ставит меня в неловкое положение, я бы предпочел поговорить о чем-нибудь другом : ПУСТО > Бретт Кавано",command;statement
7955,что вы думаете : ПУСТО > это странно,comment
7956,"если бы ты мог быть любым животным в мире, кем бы ты был : ПУСТЫМ > я не знаю",other_answers
7957,какие персонажи вам больше всего понравились в этой книге : ПУСТО > вы когда-нибудь читали Гарри Поттера,yes_no_question
7958,вы все еще хотите продолжить наш разговор о фильмах : бах > бах,abandon
7959,"просто скажите мне название книги, о которой вы хотите, чтобы я рассказал: ПУСТО > три",command;statement
7960,вам нравятся животные : ПУСТО > да,pos_answer
7961,"хотите, я скажу вам больше : ПУСТО > являетесь ли вы частью правительства",yes_no_question
7962,"""как было """"знает ли мать, что ты носишь ее шторы"""", можешь ли ты в это поверить : ПУСТО > нет""",neg_answer
7963,"есть ли что-то еще, о чем вы хотели бы поболтать: ПУСТО > включить музыку",dev_command
7964,вы хотите поговорить о музыке : ПУСТО > alexa stop,closing
7965,"может быть, я это знаю : ПУСТО > стоп",closing
7966,вы хотите услышать больше : ПУСТО > рыба,command
7967,"какое у вас домашнее животное : у меня три собаки, от питбуля до чихуахуа > я должен подарить мне поросят обеих девочек",statement
7968,"""вы говорите о фильме """"Прощай, человек"""", вышедшем в 2017 году, с Дугласом Смитом в главной роли Эллиота : ПУСТО > нет""",neg_answer
7969,какое у вас домашнее животное : ПУСТОЕ > дельфин,statement
7970,как часто вы играете в майнкрафт в эти дни : ПУСТО > недостаточно,statement
7971,лол : ПУСТО > что,complaint
7972,спасибо : ПУСТО > твистер,opinion
7973,"не могли бы вы, пожалуйста, еще раз произнести название книги : ПУСТО > фабрика красок",opinion
7974,как называется ваша любимая книга : ПУСТО > na,other_answers
7975,вы так не думаете : ПУСТО > да,pos_answer
7976,"и я люблю читать, когда я не в чате : ПУСТО > хорошо",back-channeling
7977,какие персонажи вам меньше всего понравились в этой книге: принцесса > Сильва,opinion
7978,"они тоже пугают моих создателей : да > я вижу, что",statement
7979,вы хотите сказать мне свое имя : ПУСТО > Алекса,statement
7980,вы хотите сказать мне свое имя : ПУСТО > меня зовут Анария,statement
7981,вы предпочитаете играть в одиночку или с друзьями : ПУСТО > друзья,opinion
7982,какая музыка вам нравится : ПУСТАЯ > классическая музыка,opinion
7983,"о боже, это немного смущает меня, я бы предпочел поговорить о чем-нибудь другом : ПУСТО > можно мне граффити",yes_no_question
7984,он был выпущен в 2018 году и показывает Поппи Дрейтон в роли Элизабет: ПУСТО > что,complaint
7985,"как вы думаете, что является лучшим актерским исполнением всех времен : ПУСТО > Джеки Чан",opinion
7986,вы говорите о конкретном фильме : и да > задержание,command;statement
7987,с каким персонажем из этой книги вы бы больше всего хотели встретиться в реальной жизни : ПУСТО > что первое,open_question_factual
7988,они тоже пугают моих создателей : ПУСТО > я ненавижу пауков,opinion
7989,"не могли бы вы повторить название книги, пожалуйста : ПУСТО > там сказано, что если кожа",opinion
7990,на какой позиции сложнее всего играть в бейсболе : хорошо > но я этого еще не знаю,other_answers
7991,"тебе не кажется, что это круто : ПУСТО > да",pos_answer
7992,с каким персонажем фильма вы бы больше всего хотели встретиться в реальной жизни : ПУСТО > бездомный парень,opinion
7993,согласны ли вы с этим : ПУСТО > о чем вы говорите,complaint
7994,вы хотите поболтать о чем-то другом : ПУСТО > какашки,command;statement
7995,"знаете ли вы, что : ПУСТО > нет",neg_answer
7996,"не могли бы вы повторить название фильма, пожалуйста : ПУСТО > это не фильм",statement
7997,спасибо : ПУСТО > форсаж,statement
7998,"тебе не кажется, что это круто : ПУСТО > да",pos_answer
7999,"не могли бы вы повторить название фильма, пожалуйста : ПУСТО > красная роза",statement
8000,какой жанр музыки вам нравится : EMPTY > классическая поп-рок-альтернатива,opinion
8001,"""мне удалось выяснить, какой вокодер отвечает за """"голос робота"""" : ПУСТО > что""",complaint
8002,о чем вы хотите поговорить : ПУСТЫЕ > непонятные праздники,command;opinion
8003,хотите вместо этого услышать несколько забавных фактов о кошках : ПУСТО > нет,neg_answer;command
8004,"вы хотите узнать больше историй, подобных этим : ПУСТО > да",pos_answer;command
8005,"и я люблю читать, когда не общаюсь в чате : ПУСТО > можешь ли ты читать все книги сразу",yes_no_question
8006,вы хотите услышать больше : хорошо > позвольте мне спросить,command
8007,просто шучу : ПУСТО > давайте поболтаем,opening
8008,у вас когда-нибудь было домашнее животное : ПУСТО > да,pos_answer
8009,"что вы думаете : ПУСТО > я думаю, это круто",comment
8010,ты хочешь сказать мне свое имя : ПУСТО > Гэвин,statement
8011,ты хочешь сказать мне свое имя : ПУСТО > да,pos_answer
8012,вы хотите сказать мне свое имя : ПУСТО > игра,statement
8013,вам это показалось интересным : вау > это потрясающе,appreciation
8014,какая ваша любимая роль в фильме : ПУСТО > это должен был быть вступительный акт после вступительной сцены,opinion
8015,какой жанр фильма вам нравится больше всего : ПУСТО > музыка,opinion
8016,о чем бы вы хотели поговорить : ПУСТО > нет,neg_answer
8017,"в наши дни нет художников, которые могли бы сравниться : ПУСТО > я согласен с вами",opinion
8018,любые мысли : ПУСТО > нет,neg_answer
8019,"кажется, я ослышался : ПУСТО > дайте мне подумать",hold
8020,я правильно понял : ПУСТО > нет,neg_answer
8021,о чем ты хочешь поговорить : ПУСТО > расскажи мне о дне благодарения,command
8022,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь их: раздражает > скучно",comment
8023,"и может имитировать человеческие голоса : играть нет > я чувствую, что должен знать об обезьяне",command
8024,"""человек с резиновой лентой - прядильщики : ПУСТО > я видел фильм """"Плывущий по течению""""""",statement
8025,мне просто нравится это : ПУСТО > о чем ты хочешь поговорить,open_question_opinion
8026,он был выпущен в 2008 году и включает Уилла Смита в роли Бена: no > go finger,nonsense
8027,как бы вы себя чувствовали : ПУСТО > да,back-channeling
8028,"я думаю, что хотел бы быть морской губкой и жить в ананасе под водой : ПУСТО > это весело",appreciation
8029,хотите узнать что-нибудь интересное об этом : ПУСТО > не совсем,neg_answer;command
8030,вы хотите сказать мне свое имя : ПУСТО > нет Аллен,statement
8031,что вы думаете : ПУСТО > да,pos_answer
8032,о чем ты хочешь поговорить : ПУСТО > да,back-channeling
8033,какую видеоигру вы имеете в виду : ПУСТО > сколько вам лет,open_question_factual
8034,какая ваша любимая роль в фильме: это должен был быть вступительный акт после вступительной сцены > там было много кибер-смерти,opinion
8035,мне нравится с тобой общаться : хорошо > ты начинаешь говорить,command
8036,"давай посмотрим, знаю ли я это : ПУСТО > у тебя есть глаза",yes_no_question
8037,"не могли бы вы, пожалуйста, еще раз четко произнести название фильма : ПУСТО > орехи",statement
8038,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь их : ПУСТО > домашние животные становятся как семья",statement
8039,согласны ли вы с этим : ПУСТО > уверен,pos_answer
8040,отличное имя для собаки : ПУСТО > да,back-channeling
8041,"вы уже знаете об этой новости : ПУСТО > я не понимаю, о чем вы говорите",neg_answer
8042,кто ваш любимый режиссер : ПУСТО > у меня нет любимого режиссера,other_answers
8043,"какая ваша любимая песня этого исполнителя : все, что вы знаете, хорошо > мне это нравится",appreciation
8044,"его жена терпеливо ждала, пока он возвращался к мечтам своей юности : ПУСТО > спасибо",thanking
8045,"что вам больше всего понравилось в этом фильме: они сломали четвертую стену, что это было, Зигмунд тонкий и охватил почти все жанры, которые я могу придумать",statement
8046,за какую команду вы болеете в m l b : ПУСТО > я не слежу за ответом,other_answers
8047,"давайте посмотрим, знаю ли я это : ПУСТО > мне нравится волшебный домик на дереве",opinion
8048,он избавился от растений : ПУСТО > знать,back-channeling
8049,"первое, что приходит мне в голову, это то, что если вы посмотрите, как поет Миранда, это не то, что Колин Баллинджер просто высмеивает людей с ограниченными возможностями: нет > она забавная",comment
8050,что вы думаете : могу ли я получить дешевый > нет,neg_answer
8051,разве это не интересно : ПУСТО > давайте поговорим о чем-нибудь другом,command
8052,узнавать о вас больше - это весело : что > halo,opening
8053,"""вы говорите о фильме """"Шесть дней и семь ночей"""", вышедшем в 1998 году с Харрисоном Фордом в главной роли Куинна Харриса : ПУСТО > нет""",neg_answer
8054,просто скажи стоп : ПУСТО > давай поговорим о смерти,command
8055,"""многие получатели отправили жалобы на шоу, поскольку со всех них был взиман """"налог на подарки"""" в размере 6-7 тысяч долларов : ПУСТО > да""",back-channeling
8056,спасибо : ПУСТО > стоп,closing
8057,я бы хотел когда-нибудь завести собственного маленького робота : ПУСТО > поговорим о коровах,command
8058,кто ваш любимый автор : ПУСТО > я не знаю,other_answers
8059,о чем вы хотите поговорить : ПУСТО > какой ваш любимый фильм,open_question_opinion
8060,кто ваш любимый футболист : ПУСТО > пока,closing
8061,вы когда-нибудь смотрите документальные фильмы : ПУСТО > нет,neg_answer
8062,что только что произошло : ПУСТО > я залез к тебе в штаны,statement
8063,о чем нам следует поболтать : ПУСТО > могу я тебя завести,yes_no_question
8064,я стараюсь держать вас в курсе : действительно > это ваш ответ,statement
8065,кто ваш любимый актер или актриса : ПУСТО > выиграть,opinion
8066,"о чем бы вы хотели поговорить : ПУСТО > пока, Фелиция",opinion
8067,"и я люблю читать, когда не болтаю в чате : кто я такой, прочитав > книгу для этого",statement
8068,вы хотите больше таких : ПУСТО > alexa stop,closing
8069,"не могли бы вы, пожалуйста, еще раз четко произнести название фильма : ПУСТО > человек-репо",opinion
8070,"как вы думаете, кто должен стать mvp НБА в этом году : ПУСТО > больше нет лет",complaint
8071,вы хотите поговорить о другой видеоигре : ПУСТО > да,pos_answer
8072,на какой позиции труднее всего играть в бейсболе : ПУСТО > я не люблю бейсбол,other_answers
8073,"какую песню вы предпочитаете для караоке и почему : ПУСТО > все, что мне нравится",opinion
8074,насколько вы поклонник Бена Аффлека : ПУСТО > десять,opinion
8075,"какая ваша любимая часть в этой книге : ПУСТО > Алекса, останови это",closing
8076,"и я люблю читать, когда я не в чате : ПУСТО > дети",abandon
8077,хотите поболтать о психологии : ПУСТО > да,pos_answer;command
8078,можем ли мы поговорить на какие-нибудь другие темы: я имею в виду > я действительно люблю книги,opinion
8079,вы так не думаете : ПУСТО > да,pos_answer
8080,займитесь спортом и поговорите с кем-нибудь : ПУСТО > хороший совет,appreciation
8081,"тебе не кажется, что это круто : да > это действительно круто",appreciation
8082,вы хотите услышать последние новости гимнастики : спасибо > есть футбол,command
8083,о чем бы вы хотели поговорить : какие есть малоизвестные праздники > это жало,comment
8084,"возраст не имеет значения, если вы не любитель сыра или вина ура : ПУСТО > ура",thanking
8085,"""я рекомендую приключения и романтику с классическим фильмом Уэса Андерсона """"Королевство восхода луны"""", доступным на hulu : хорошо > спасибо""",thanking
8086,"возможно, я это видел: что это было > ваза",abandon
8087,я ответил на ваш вопрос: да > очень,appreciation
8088,вы хотите продолжить разговор о политических новостях или о каких-либо других новостях : ПУСТО > да,pos_answer;command
8089,"""фильм 2017 года """"тебя никогда на самом деле не было здесь с Джо"""", сыгранный Хоакином Фениксом : нет > совсем нет""",neg_answer
8090,"1940 : ПУСТО > не могли бы вы, пожалуйста, сделать лицо со шрамом",yes_no_question
8091,"знаете ли вы, что : ПУСТО > я не",neg_answer
8092,они тоже пугают моих создателей : ПУСТО > кто создал тебя,open_question_factual
8093,вы когда-нибудь были в зоопарке : ПУСТО > да пару раз,pos_answer
8094,вам нравится путешествовать : ПУСТО > нет,neg_answer
8095,ты хочешь сказать мне свое имя : ПУСТО > стоп,closing
8096,"вы предпочитаете фильмы или телевидение: но в большинстве случаев > просто в зависимости от того, как я себя чувствую",opinion
8097,можете ли вы рассказать мне больше об этом : ПУСТО > нет,neg_answer
8098,о чем ты хочешь поговорить : ПУСТО > умеешь ли ты говорить сексуально,yes_no_question
8099,какой фильм вам нравится : ПУСТО > какой ваш следующий любимый фильм,open_question_opinion
8100,о чем ты хочешь поговорить : ПУСТО > меня зовут Иден,statement
8101,вы хотите продолжить разговор о фильмах : ПУСТО > да,pos_answer;command
8102,"""знаете ли вы, что тема джокера из """"Темного рыцаря"""" (2008) включала скрежет бритвенных лезвий по струнам пианино и постукивание карандашами по столам, чтобы создать ощущение неловкости и напряжения: ПУСТО > круто""",appreciation
8103,как зовут вашу кошку : ПУСТО > Люси,statement
8104,хотели бы вы узнать больше : ПУСТО > да,pos_answer
8105,что бы это было : ПУСТО > ищу его вдохновение,opinion
8106,кто ваш любимый исполнитель : ПУСТО > играйте в кантри девяностых,dev_command
8107,какой у вас питомец : ПУСТО > заткнись,closing
8108,какая книга вам нравится : ПУСТО > кулинарные книги Алека,opinion
8109,вы хотите поговорить о другой видеоигре : ПУСТО > да,pos_answer;command
8110,"как насчет фильмов : да > как насчет того, чтобы поговорить о фильмах",command;yes_no_question
8111,хотели бы вы услышать больше : ПУСТО > да,pos_answer;command
8112,"вы хотите поболтать о чем-то другом : да > давайте поговорим о капитане Америке, первом мстителе",command
8113,хотели бы вы услышать больше : ПУСТО > да,pos_answer;command
8114,"дайте мне знать, если вы хотите поговорить о чем-то другом : ПУСТО > что вы делаете, чтобы начать сейчас",open_question_factual
8115,"интересно, есть ли какая-то особая причина, по которой это место является местом отдыха вашей мечты: ПУСТО > Канзас в нашей космической крови",opinion
8116,"я буду рад помочь, если вы предоставите информацию о местоположении: ПУСТО > любимый фильм",command
8117,"но я не уверен, что у меня есть ответ на это : о > что ты делаешь",complaint
8118,хотели бы вы поговорить об этом сейчас : да > нет,neg_answer
8119,они тоже пугают моих создателей : ПУСТО > хорошо,back-channeling
8120,о просмотре чужого телефона : нет > не совсем,neg_answer
8121,они тоже пугают моих создателей : вау > это круто,appreciation
8122,вы хотите услышать больше : нет > вы разбираетесь в политике,command
8123,"тебе не кажется, что это круто : ПУСТО > да",pos_answer
8124,смотрели ли вы какие-нибудь фильмы в последнее время : ПУСТО > нет,neg_answer
8125,это самая красивая визуализация бесконечно сложной математики : ПУСТО > имеет ли это какое-либо отношение к животным,yes_no_question
8126,"""другие возможные переводы включают """"держись крепко"""" или просто """"держи это"""" : ПУСТО > нет""",neg_answer
8127,можем ли мы поговорить о каких-то других темах : ПУСТО > нет,neg_answer
8128,какая ваша любимая песня этого исполнителя : EMPTY > мне нравится happy you're от marshmello,opinion
8129,о чем бы вы хотели поговорить : ПУСТО > я не знаю,other_answers
8130,просто скажите стоп : ПУСТО > пауза,command
8131,"и я думаю, что любая причина, по которой есть столик для Майкла Джексона : ПУСТО > ты хочешь залезть на мой столик, раздеться и раздвинуть ноги",yes_no_question
8132,стрелок : ПУСТО > неважно,other
8133,"вы думали, что этот фильм был очень оригинальным: да > я так думаю",pos_answer;opinion
8134,вы предпочитаете фильмы или телевидение : ПУСТО > хорошо,hold
8135,можете ли вы рассказать мне об этом подробнее : нет > вы сказали это,statement
8136,"и я люблю читать, когда я не в чате : Джона да > ты должен прочитать книгу, затаив дыхание",opinion
8137,"не могли бы вы, пожалуйста, еще раз произнести название книги : ПУСТО > коттедж на утесе",opinion
8138,вы хотите поболтать о чем-то другом : ПУСТО > уверен,pos_answer;command
8139,вам это показалось интересным : ПУСТО > да,pos_answer
8140,"как называется ваш любимый фильм : ПУСТО > я бы сказал, что это сложный фильм",opinion
8141,разве это не интересно : ПУСТО > очень интересно,pos_answer
8142,"ты хочешь сказать мне свое имя : пожалуйста > я не хочу слышать, как ты что-то говоришь",command;complaint
8143,или это должно произойти просто естественно : ПУСТО > да,pos_answer
8144,ты хочешь сказать мне свое имя : меня зовут Пол > риф со мной,nonsense
8145,"недостатком этого является то, что песня может стать утомительной : ПУСТО > да",back-channeling
8146,му : ПУСТО > скажи мне еще что-нибудь,command
8147,можете ли вы рассказать мне об этом подробнее : ПУСТО > давайте поговорим,command
8148,как тебя зовут : ПУСТО > да,back-channeling
8149,"интересно, видел ли я это тоже : ПУСТОТА > форма воды",opinion
8150,но это в моей натуре : ПУСТО > хорошо,hold
8151,вы когда-нибудь были в зоопарке : ПУСТО > да,pos_answer
8152,"хотите, чтобы я продолжал говорить об этом событии : нет > это все",comment
8153,вот что это значит для меня : ПУСТО > вау,back-channeling
8154,у вас когда-нибудь было домашнее животное : ПУСТО > да,pos_answer
8155,смотрели ли вы недавно какие-нибудь фильмы : ПУСТО > давайте поговорим о путешествии на Аляску,command
8156,они тоже пугают моих создателей : ПУСТО > да,back-channeling
8157,любые мысли : ПУСТО > нет,neg_answer
8158,"кто ваш любимый актер или актриса : ПУСТО > думаю, я был бы Томом Хэнксом",opinion
8159,"что вы думаете : ПУСТО > я думаю, что она превосходна",opinion
8160,вы уже знаете об этой новости : ПУСТО > да,pos_answer
8161,"не могли бы вы повторить название книги, пожалуйста : ПУСТО > сейчас я не могу вспомнить",statement
8162,о чем вы хотите поговорить : ПУСТО > давайте поговорим о фильмах,command
8163,"давайте посмотрим, знаю ли я это : ПУСТО > спермант, потому что вы этого не сделали",opinion
8164,о чем бы вы хотели поговорить: я очень сильно повредил ногу > можете ли вы помочь мне почувствовать себя лучше,yes_no_question
8165,вы боитесь каких-либо животных : ПУСТО > нет,neg_answer
8166,"""узнавать о вас больше - это весело : ПУСТО > я читаю """"дзен"""" и """"искусство обслуживания мотоциклов"""".""",statement
8167,хотели бы вы продолжить разговор о музыке : ПУСТО > да,pos_answer;command
