,speaker,text,code
178949,A,"Uh, I don't know,",h
178950,A,there's a lot of air pollution.,sv
178951,B,Yeah.,b
178952,A,"Um, I think industries and companies provide a lot of it",sv
178953,B,Uh-huh.,b
178954,A,"and, with, uh, I guess with the oil burning over in Kuwait and stuff, that would have a lot of air pollution in it.",sv
178955,B,"Uh, puts a whole,",%
178956,B,"yeah,",%
178957,B,"gets a whole new picture to what real air pollution can be,",sv
178958,B,"but, uh, that stuff going on over there.",sv
178959,B,"What, what, uh, what part of Pennsylvania are you in?",qw
178960,A,"Um, I'm north of Pittsburgh,",sd
178961,A,so.,%
178962,B,"Okay,",bk
178963,B,"okay,",b
178964,B,"so, it's, it's amazing too, you know, with that, with the oil wells burning over there, that's the exact same stuff that's coming out of cars every day, just in, uh, just in a little different grade, I guess.",sv
178965,A,Yeah.,b
178966,B,"But, uh, in Dallas, we've got, we've just, uh, brought in a whole new set of requirements on inspections and things like that for cars, because, uh, people just don't use mass transit and stuff in Dallas.",sd
178967,B,"Everybody loves their car,",sv
178968,B,"and you see an awful lot of, uh, one person vehicles on the road on, during rush hours.",sd
178969,B,That seems to be our biggest problem down here.,sv
178970,B,"Um, you know, there's, uh, there's a lot of industry around,",sd
178971,B,"but, uh, it's not, it's",%
178972,B,any pollution that industry's dumping around here is not going into the air.,sv
178973,B,It's typically water type situation.,sv
178974,A,Yeah.,b
178975,A,"Um. We have a couple, we have like a steel mill and a couple refineries and stuff,",sd
178976,A,"and I know there's a lot of air pollution going in there,",sv
178977,A,"and like they, they get fined whenever they do the air pollution",sd
178978,B,Uh-huh.,b
178979,A,"but the fine is nothing, you know,",sv
178980,B,"Yeah,",b
178981,B,"it's, it's,  like, like two hours of output or something like that.",sv
178982,A,it's like nothing to them.,^2
178983,A,"Yeah,",b
178984,A,"yeah,",b
178985,B,"That's true,",ba
178986,B,that's true.,ba
178987,A,Uh-huh.,b
178988,B,"Yeah,",b
178989,B,"I, a, uh, I grew up in South Dakota,",sd
178990,B,"so I was never, I was never exposed to anything of, of the, of the sort.",sd
178991,A,Uh-huh.,b
178992,B,"Um, there were always E P A people and what not were always telling us that, uh, farm chemicals and what not were destroying our water system and all that",sd
178993,A,Uh-huh.,b
178994,B,"but we just, we just never saw the results.",sd
178995,B,"There was, there was dust in the air during planting seasons and what not,",sd
178996,B,"but that, that was all we ever saw,",sd
178997,B,"and then five years ago I moved to Dallas,",sd
178998,B,"and I suddenly started to understand what burning eyes, and all that stuff is about that I'd always heard about.",sd
178999,B,"It, uh, it's, it gets, it's real depressing.",sd
179000,B,"In the morning sometime you can tell if it's a good day or a bad day by, uh, how far out from downtown, uh, you can be on the road and still not see it.",sd
179001,A,"Oh, my God",ba
179002,B,"And, uh, yeah,",%
179003,B,"I mean, it's not,",%
179004,B,"I don't think Dallas is considered, uh, a real bad place for air pollution,",sv
179005,B,"but, you, you can tell, you can tell the differences in the days, when it's, when the haze is kind of yellowish gray instead of just being a, a foggy, misty color",sd
179006,A,Uh-huh.,b
179007,B,"and, uh, it, it's a little, it's a little disappointing sometimes you start to realize what you're breathing.",sd
179008,A,"Uh, yeah,",b
179009,A,"but, I don't know what they can do to really prevent it, you know.",sd
179010,A,"Like, how,",%
179011,A,what can they do about the oil burning over in Kuwait?,qh
179012,A,"What, you know,",%
179013,A,"I mean they fine the industries,",sd
179014,A,"but you know, that doesn't seem to stop them there",sv
179015,B,Right.,b
179016,A,I don't know what else they can do.,sd
179017,B,Right.,b
179018,B,"It, it's that there really isn't a whole lot.",sv
179019,B,"It's one of those, uh, it's one of those things that if they do a little bit and, uh, and, you know, every little bit does help,",sv
179020,B,I do believe that.,h
179021,B,"Um, but I also believe that the earth is a kind of a self-regulating system,",sd
179022,B,"and, uh, it will clean itself up, eventually.",sv
179023,B,"It,",%
179024,B,"the whole idea is not to, not to push the limit too hard, I guess",sv
179025,A,Uh-huh.,b
179026,B,"let the, you know, let the natural, natural systems take care of the problem as much as possible.",sv
179027,A,"Yeah,",b
179028,A,"I, I,",%
179029,A,"yeah,",b
179030,A,"I just don't understand, you know, what else anyone can do about it.",sd
179031,A,"I don't think it's something that people really think about, either.",sv
179032,B,Uh-huh.,b
179033,A,"You know, it's, I mean, it, it should probably be a big issue, you know, because it's, it's doing a lot of damage,",sv
179034,A,"but I,",%
179035,A,"it's something, you know,",sv
179036,A,"I don't think many people really think about it, because it's nothing they,",sv
179037,A,I don't think we really have too much control over it.,sv
179038,B,Right.,b
179039,B,"And it's one of those things,",sv
179040,B,"it, it's so hard to measure what, what the damage is",sv
179041,A,Uh-huh.,b
179042,B,"it's kind of like, oh,",sv
179043,B,"I guess it's kind of like, kind of like cigarette smoking, you know.",sv
179044,B,"It, it could go on for years and years until they start to see some results and people can actually, actually say, Yeah, it's, it's, it's doing, doing some damage and something's got to be done.",sv
179045,A,Uh-huh.,b
179046,B,"Um, there's, you know, there's a lot of things like that.",sv
179047,B,"It,",%
179048,B,"you can, uh, you can pound on something for a long time before it finally breaks,",sv
179049,B,"but until it breaks, you don't really know that there, you were doing anything to it.",sv
179050,A,"Yeah,",b
179051,A,exactly.,ba
179052,B,"But, uh,",%
179053,A,"Well, I really don't know too much else about it.",sd
179054,B,"Yeah,",b
179055,B,"well, that's, that's,",%
179056,B,"I think we both agree it's, it's one of those deals that, uh,",sv
179057,B,I just think there's a lot of other problems right now,sv
179058,A,Uh-huh.,b
179059,B,"and, uh, we've done a lot to take care of it.",sv
179060,A,Yeah.,b
179061,B,"And, uh,",%
179062,A,"Yeah,",b
179063,A,"we have tried,",sv
179064,A,"I mean, you know, and, um, I, I know where, you know, where a couple of the mills that have,",sd
179065,A,"I know they put things on their stacks, you know, to filter the smoke, and do all kinds of things,",sd
179066,A,"but, I mean, every now and then it breaks, you know,",sd
179067,A,"and and you just have smoke going out into the air for a day or two, until you can get it fixed.",sd
179068,B,"Oh, sure.",b
179069,B,Sure.,b
179070,A,"and so, so, you know, it's something we, we have tried to help.",sd
179071,B,"Oh, there's no doubt about it.",ba
179072,A,Yeah.,b
179073,B,"I don't know if you ever happened to see some of the like, Twenty Twenty and what not about Rumania and East Germany when they first got pictures out of there about how some of their systems had been running for twenty and thirty years",sd
179074,A,Uh-huh.,b
179075,A,Uh-huh.,b
179076,B,"and, uh, you know, they had absolutely no regulations, no controls whatsoever,",sd
179077,B,"and they had destroyed entire forests and what not, just because the air was so polluted.",sd
179078,B,"That's, that's the kind of things that, uh, you don't see in this country,",sv
179079,B,"and that's, that's why I think that, you know, it's,",sv
179080,B,"I don't know if you can ever do enough,",sv
179081,B,"but, uh, I think it's all relative to the, to the time and place,",sv
179082,B,"and I think right now it's, it's pretty much under control.",sv
179083,A,"Yeah,",b
179084,A,"okay,",%
179085,A,well.,%
179086,B,All righty.,fc
179087,A,Uh-huh.,fc
179088,A,It's been nice talking to you.,fc
179089,B,"Well, you bet.",fc
179090,A,"Okay,",fc
179091,A,bye-bye.,fc
179092,B,Bye.,fc
179093,A,"Well Amy it's been, uh, kind of overcast today and cloudy.",sd
179094,B,Yeah.,b
179095,A,"We have,",%
179096,A,"our,",%
179097,A,"I have a son in kindergarten,",sd
179098,A,"he was having a kite day,",sd
179099,B,"Oh, boy.",b
179100,A,"and I was really worried about it raining because it has, there's been some dark clouds",sd
179101,A,"and it's been, um, and it's been pretty rainy looking.",sd
179102,B,Yeah,b
179103,B,I've been trying to put weed spray on the lawn for the whole week,sd
179104,B,"and you can't put it on if it's suppose to rain within forty-eight hours,",sd
179105,A,Uh-huh.,b
179106,B,"and so I keep hearing the forecast it's going to rain, it's going to rain, it's going to rain,",sd
179107,B,but it really hasn't rained,^2
179108,A,"I know it just has that,",sd
179109,B,I know.,sd
179110,A,"I,",%
179111,A,"it looks,",sd
179112,A,"several times in the last couple of weeks it has looked rainy that day and not, not done anything.",sd
179113,B,Yeah.,b
179114,B,Yeah.,b
179115,A,And we have a lot of trees in our yard,sd
179116,A,"and I probably,",sd
179117,A,"they're pretty old, big tall trees,",sd
179118,B,Uh-huh.,b
179119,B,"Yeah,",b
179120,B,yeah.,b
179121,B,"Well, I get tired with the",sd
179122,B,"I have two preschoolers, a three year old and a two year old,",sd
179123,A,Uh-huh.,b
179124,B,"and if it's not nice and they can't go out, it's really the pits",sd
179125,A,"Oh, I bet.",ba
179126,B,"But I appreciate it when they can at least go play in the backyard for an hour or something, you know.",sd
179127,A,Yeah.,b
179128,B,Yeah.,b
179129,A,That makes a big difference,sv
179130,B,Yeah.,b
179131,A,"but I, uh,",%
179132,A,we're kind of new to Plano,sd
179133,A,and I'm working on a carnival that's going to be in a couple of weeks for our school,sd
179134,A,"and I'm thinking that this has been pretty, you know, rainy season,",sd
179135,A,"and it's been kind of scary,",sd
179136,A,"it's kind of been cloudy every day,",sd
179137,A,"and I thought, well, I'm just not anxious to have worry about the weather.",sd
179138,B,Yeah.,b
179139,B,Yeah.,b
179140,B,"Well, my three and half year old, he really wants to have the pool out in the backyard you know any day,",sd
179141,A,"Well, yeah.",b
179142,B,I mean all Winter long he's been wanting a pool in the backyard.,sd
179143,B,"So, I'm hoping, you know, that,",sd
179144,B,"it just seems like the weather around here goes so quickly from being Winter to, you know, muggy, and hot,",sd
179145,B,and it's just you never really have like nice cool sixty-five or seventy degree weather with sunshine you know?,sd
179146,A,Uh-huh.,b
179147,B,"I really miss that,",sd
179148,B,"I'm from Chicago originally,",sd
179149,B,"and I miss the seasons that, you know, that we used to get up there that you just don't have down here.",sd
179150,A,"Well, I know in, um,",%
179151,A,I'm from Missouri,sd
179152,A,and we always had pretty nice four seasons,sd
179153,A,"and, and you know,",%
179154,A,"we have some extreme weather in each season,",sd
179155,B,Yeah.,b
179156,A,"but, uh, I like that",%
179157,A,"and we moved here from Houston in, in, uh, July",sd
179158,A,"and everyone kept saying, oh, you're going up north it's not going to be so hot,",sd
179159,A,"it's not going to be so humid,",^q
179160,B,Oh,b
179161,A,"Yeah,",b
179162,A,that has just not been the case.,sd
179163,B,"Oh, really",b
179164,A,"It has been,",sd
179165,B,yeah.,b
179166,B,It's pretty hot here during the Summer gosh.,sd
179167,A,"Oh it was extremely hot,",aa
179168,A,"I thought I was going to die,",sd
179169,A,"my car, I thought it was going die last Summer",sd
179170,A,"but,",%
179171,B,Do have air conditioning in your car,qy
179172,B,"or,",%
179173,A,"Well, the air conditioning was broke,",sd
179174,A,"but broken,",%
179175,A,"I guess it just couldn't handle, the stress, and the heat, the record heat,",sv
179176,B,Yeah.,b
179177,A,"and, you know, I was worried about every time we came to an intersection the car started idling rough, you know, because of the extreme heat.",sd
179178,B,Yeah.,b
179179,B,Yeah.,b
179180,B,Yeah.,b
179181,B,"I know, my husband doesn't have air conditioning in his car and he, when he comes home from work, you know, during the Summer he's just he feels like he's burning like he's been baking for an hour",sd
179182,A,Uh-huh.,b
179183,A,"Oh, I know.",ba
179184,B,Gosh.,ba
179185,A,"That's really awful,",ba
179186,A,"but, but I, uh, understand that this is kind of typical for this time of year that rainy season.",sd
179187,B,Yeah.,b
179188,B,"What I hate is,",%
179189,B,"I hate having to water so much around here you know,",sd
179190,A,Uh-huh.,b
179191,B,we never used to have to water our lawns,sd
179192,A,No.,b
179193,B,you know in Chicago it was always enough rain here and there,sd
179194,A,Sure.,b
179195,B,so here if you don't water it just looks awful.,sd
179196,A,Brown.,sd
179197,B,"I just hate to spend the money just going down the drain and watering grass, you know.",sd
179198,A,Yeah.,b
179199,A,"That is, that is awful and it, it takes time",sv
179200,A,"and the, the kids, they,",sd
179201,A,you have to water your lawn,sv
179202,A,"and they want to go out and run in it and get all muddy, You know,",sv
179203,B,Yeah,b
179204,A,so you're going do I want a a green lawn or a muddy feet in the house.,qh
179205,B,"Yeah,",b
179206,B,we have a dog too,sd
179207,B,"so that adds to it you know, traipse in and out with whatever the weather is like out there",sd
179208,A,"Oh, no",ba
179209,B,"so,",%
179210,A,"Well, I don't know,",^h
179211,A,"do,",%
179212,A,"the nice thing I'm looking forward to is, uh, not having a hurricane season.",sd
179213,B,"Oh, yeah,",b
179214,B,"because Houston was really hurricane alley, wasn't it,",qy
179215,B,weren't there a lot of hurricanes there?,qy
179216,A,"Yes,",ny
179217,A,"we always had, uh, big concern about hurricanes,",sd
179218,A,and they're close enough to the coast,sd
179219,A,"and, you know, you had to have a supply like, uh, emergency supply on hand all the time during the hurricane season, you always have to think, you know, what's the weather doing,",sd
179220,B,"Oh, boy.",ba
179221,B,"Yeah,",aa
179222,B,"that would be,",sd
179223,B,Gosh.,b
179224,B,Keep the weather radio close by and stuff like that?,qy^d
179225,A,Right.,na
179226,A,"And do we have enough, you know, um, food storage, and enough, uh, batteries and all the kinds of things.",sd
179227,B,Yeah.,b
179228,B,"Yeah,",b
179229,B,"really, every time I store batteries, I wind up going to use them and they're dead",sd
179230,B,they've been stored so long.,sd
179231,A,That's right.,ba
179232,B,"Oh, boy.",ba
179233,A,"So,",%
179234,B,"Well, now this is a little bit of relief, although they still have warnings all the time around here for, you know, tornado season hurricanes and stuff,",sd
179235,A,Uh-huh.,b
179236,B,"so, I,",%
179237,A,"Well I, yeah, I don't really like tornadoes either,",sd
179238,B,Yeah.,b
179239,A,"but, uh, at least there isn't,",sd
179240,A,"we I feel like I got rid of something,",sd
179241,A,"hurricanes,",sd
179242,A,"so, not too much of that.",sd
179243,B,Yeah.,b
179244,B,"Well, I've been worried about mostly with having little kids now with taking them out in the Summer and getting them burnt up,",sd
179245,B,I mean I have to keep the sun screen on them just constantly when they go outside because they say it's just so dangerous for little ones to get a bad sunburn,sd
179246,A,Yeah.,b
179247,A,"and it is,",%
179248,B,"so,",%
179249,A,"and, I just, I can't believe the, the record temperatures that have, were here last Summer that,",sd
179250,B,Yeah.,b
179251,B,a hundred and ten degrees,sd
179252,B,"and,",%
179253,A,"oh, it was just unbelievably hot.",sd
179254,B,"And I can't stand to be outside at all when it's like that,",sd
179255,B,"I just don't even want to go out, you know, of the house to get the mail even",sd
179256,B,leave me in the air conditioning.,ad
179257,A,That is pretty bad.,aa
179258,B,"We had our air conditioning broke, break last last Summer.",sd
179259,B,The switch got something wrong with the switch,sd
179260,B,"and we had to call somebody out to fix it, because I couldn't take it more than a few hours without it on.",sd
179261,A,"Oh, I know.",ba
179262,A,I can't imagine.,ba
179263,B,Yeah.,b
179264,A,"Even,",%
179265,A,"well, that would,",%
179266,A,"it is just pretty bad,",sv
179267,A,"but I guess, um, I guess the weather hasn't changed too much from here to Houston",sv
179268,A,"and, But it is,",%
179269,B,Yeah.,b
179270,A,like you say coming a little bit further up north. where you have some pleasant weather everyday where you can feel like you just want to open your windows,sd
179271,B,"Yeah,",b
179272,B,yeah.,b
179273,B,Yeah.,b
179274,A,"and,",%
179275,B,"Yeah,",aa
179276,B,that's really nice,ba
179277,B,"I hate having to leave the house you know, closed up all the time.",sd
179278,A,Uh-huh.,b
179279,B,Yeah.,b
179280,A,And get some fresh air in the house,sd
179281,A,"and, it feels good",sv
179282,A,"but, but, I guess,",%
179283,B,Yeah.,b
179284,B,"Well, have you been here during the real heavy, heavy rains?",qy
179285,B,"I mean I can't remember what time of year,",sd
179286,B,"I think it's usually this time of year when we get some, just torrential down pours.",sv
179287,A,No,nn
179288,B,Gosh,ba
179289,A,"but I remember,",%
179290,B,flooding.,sd
179291,B,"Our neighbors had flooding, so badly it was like a foot deep in their house last year.",sd
179292,A,"Oh, no.",ba
179293,B,"They had to replace all their carpeting and everything,",sd
179294,B,it was miserable.,sd
179295,A,"Now, that sounds awful.",ba
179296,B,Yeah.,aa
179297,B,That would not be fun.,sv
179298,A,"Now, I have seen those.",sd
179299,A,"I have driven around in the neighborhoods and seen those little flood gauges that will be at little yellow signs,",sd
179300,B,Uh-huh.,b
179301,A,"it's, you know, has it like from one foot to four foot",sd
179302,A,and I thought I would never buy a house with a flood gauge down the street.,sd
179303,B,"Oh, really.",b
179304,B,"Oh, gosh,",b
179305,B,no kidding.,ba
179306,B,"Talk about asking for trouble, huh?",qh
179307,A,"Yeah,",aa
179308,A,that would be awful.,sd
179309,B,"Yeah,",b
179310,B,yeah.,b
179311,A,"Well, I've got some kids out on the trampoline I need to go look and see what they're doing.",fc
179312,B,"Okay,",fc
179313,B,"well, have a good day.",fc
179314,A,"Well, you too.",fc
179315,B,Thanks.,fc
179316,B,Bye-bye.,fc
179317,A,Bye-bye.,fc
179318,A,"So, what is your latest experience with painting?",qo
179319,B,"Well, I don't,",%
179320,B,I haven't done any painting since I was a child,sd
179321,B,"and my father would be painting and I'd ask him if I could, you know, take a turn or something,",sd
179322,B,"but, uh,",%
179323,A,Uh-huh.,b
179324,B,when we bought our home it was recently updated.,sd
179325,B,"They did that, maybe improvements, so they could sell it and things,",sd
179326,B,so we didn't have to do any painting.,sd
179327,A,Right.,b
179328,B,"And the condominium we moved in before, my husband went over and painted,",sd
179329,B,"but I,",%
179330,B,"the experience that I've had is that, um, whatever time he gave, said, Oh, it would take me about, just about four hours, because it was only about like eleven or twelve hundred square feet over there,",sd
179331,B,"and he said, Oh, it's going to be just about four hours.",sd
179332,B,"Well, he was gone the whole day,",sd
179333,B,"and he said, Well, all I got done was the taping around",sd
179334,A,Isn't that amazing?,bh
179335,A,"It, it looks so easy just slapping paint on.",sd
179336,A,I had an addition put on,sd
179337,B,Uh-huh.,b
179338,A,"and, um, we, and I decided, because my inner room looked so dingy, because I put these beautiful French doors in",sd
179339,B,Uh-huh.,b
179340,A,"and, so I decided, okay, I'll just, you know, have them paint this little room, you know, a little ten by ten dining area.",sd
179341,B,Uh-huh.,b
179342,A,It took four days.,sd
179343,A,And even the painter couldn't give me a good estimate.,sd
179344,A,"He said, Well, I'll be done this afternoon, you know",sd
179345,B,Uh-huh.,b
179346,A,"and pretty soon, before you know it, you know, he's run into so many problems,",sd
179347,A,"and it's just,",%
179348,A,"there's nothing there to be a problem I thought,",sd
179349,A,"but, um, it just took him so much longer,",sd
179350,A,and and he was there to paint the French doors also.,sd
179351,B,Uh-huh.,b
179352,A,"Um, and if you've ever painted French doors, which my husband just finally said he wasn't going to do because it looked so formidable,",sd
179353,B,Yeah.,b
179354,A,"Um, then, then just",ad
179355,A,"we, we got this painter,",sd
179356,A,"and I just called him because I got a little ad out of the, you know, the adcose or whatever in the mail, and, uh, you know, just got this painter person over here.",sd
179357,A,"And he said, Yeah, I can finish it in a day.",sd
179358,A,"Oh, right.",ba
179359,A,so the whole project basically took a week,sd
179360,B,"Oh, I know,",ba
179361,B,it's just awful.,sd
179362,A,Funny.,sd
179363,A,And I go what makes you a professional? You know?,sd
179364,A,"How much, you know, more do you know than I know about this whole situation,",^q
179365,A,"but he just kept painting on those French doors, you know,",sd
179366,A,"and each little, um paint stroke, you know, the paint wasn't going on right is what it was.",sd
179367,B,Pane.,^2
179368,B,Uh-huh.,b
179369,A,"So he had to redo them like three times before I was happy with them, before he was happy, you know, that they even looked halfway decent,",sd
179370,A,"and so it's just been painting, yeah,",sd
179371,B,Um.,%
179372,A,"I mean, hire a professional,",sd
179373,A,but that doesn't guarantee anything,sv
179374,B,"No,",aa
179375,B,"and it really,",%
179376,B,"like you said, always takes way longer than anyone, um, is able to guess, because I know my husband he, he painted, when he,",sv
179377,B,"it was just the preparation time was so long. That when he actually got down to the painting part, he, it was like ten times longer than he already thought he would be done,",sd
179378,A,Right.,b
179379,B,"and, and, uh, he did part of the, in the, at night because we were trying to hurry up and get it ready so we could move in,",sd
179380,B,"and, um, and he didn't notice until the next morning that the shades of paint between the two paint cans, he had finished one can off and started another one.",sd
179381,A,"Oh, no.",ba
179382,B,"And then we went in there, you know, one was,",sd
179383,B,"they were white,",sd
179384,B,but one had more blue to it.,sd
179385,A,"Oh, and that can make a difference, too.",sv
179386,B,Uh-huh.,b
179387,A,"I mean, and they bring the, uh, you know, little samples",sd
179388,B,Uh-huh.,b
179389,A,"and you've got like maybe, five hundred,",sd
179390,A,"well that's an exaggeration,",sd
179391,A,"but there are just so many tints upon tints upon tints,",sd
179392,A,"and you don't know what you to want to, put up there,",sv
179393,A,"and by the time it's on, I, I",sd
179394,A,"selected a, what I thought was white,",sd
179395,A,"and it was like you said, you know, it was blue blue cast to it.",sd
179396,B,Uh-huh.,b
179397,B,Uh-huh.,b
179398,A,And it looked awful on,sv
179399,A,So that was the next problem.,sd
179400,A,He had to redo that too.,sd
179401,A,I,%
179402,B,Yeah.,b
179403,A,"This was a,",%
179404,A,"and it was a major project getting the money together to do it too, by the end, of the whole project,",sd
179405,B,Right.,b
179406,A,"but, you know, we worked something out, because he was kind of apologetic that it took so long.",sd
179407,A,"He really came over here to paint, I think, because he kept offering to paint the outside of my house",sd
179408,A,I don't think he did the interiors very well,sv
179409,B,"Oh, boy.",ba
179410,A,"And, yeah.",%
179411,B,"Well, I don't recall my parents having that much trouble",sd
179412,A,No,b
179413,B,"I mean, you know, they painted our rooms all the time,",sd
179414,B,"and we had a, a wooden,",sd
179415,B,"we hardly,",sd
179416,B,"we just had brick on like as accent on a certain area of our home growing up,",sd
179417,A,Uh-huh.,b
179418,B,and so he had to paint the outside all the time.,sd
179419,B,"and, um, I just don't think, you know, that there was that big problem",sd
179420,A,It wasn't a big deal for them.,sd
179421,B,"No,",b
179422,A,I don't know.,%
179423,B,"but to us, you know,",%
179424,B,"we're going, oh, we're so glad we have a brick home, all we have is like trim around the windows or something,",sd
179425,B,and,%
179426,A,I think my husband's really glad about that,sd
179427,B,"No, uh no painting to have to do.",sd
179428,A,For sure.,ba
179429,B,"I, I don't know that",%
179430,B,"like, uh, say, we're freshly graduated from school and things,",sd
179431,B,so we haven't gotten to the point where we're hiring professionals to do too much of our needs.,sd
179432,A,"You just, you just get in there and do it yourself.",sd
179433,B,"We've been trying,",sd
179434,A,Yeah.,b
179435,B,"you know, we've done that the whole time we were in school. Like, trying to repair our own cars,",sd
179436,A,Uh-huh.,b
179437,B,"and, so I, I want to get to the point where I could feel like I could just hire someone",sd
179438,A,Yeah.,b
179439,A,"Well, it's, it's not that easy.",sv
179440,A,"It's like, it's, uh,",sv
179441,A,"I don't even know if I, you know, I would not even recommend this person again to anybody.",sd
179442,A,I don't know.,h
179443,B,Uh-huh.,b
179444,A,"A,",%
179445,A,I guess you,%
179446,A,"I, I don't know if you get into the mind set where you just say, Well, I'll accept something, or you just really have to get on their back, I mean, about things and, and working with what they say are professional painters.",sv
179447,B,Uh-huh.,b
179448,A,"I mean,",%
179449,A,"I tell you what, the fumes that the, the paint gives off makes you wonder what these people do",sv
179450,B,That's true.,ba
179451,A,"I mean the fumes are amazing,",sd
179452,A,"and I, I don't think I could stay sane, you know and working with all that.",sd
179453,B,No.,b
179454,A,"So, I mean, I know it's not lead based any more, paints,",sd
179455,A,"but, my goodness",ba
179456,B,"But, still, it's harmful,",^2
179457,B,"and they have to live with that every day in, in their clothes and everything.",sd
179458,A,"I,",%
179459,A,"well, yeah,",%
179460,A,"I, think so",sv
179461,A,"Oh, it does.",ba
179462,B,"The only painting job that was really painless for us was in this condominium that the, um, association that manages it, they have to take care of like the structural damage.",sd
179463,B,"there was a roof leak,",sd
179464,B,and that was not something that we had to pay for.,sd
179465,B,"So they sent their painters in to, to repaint a corner of the ceiling and then, you know, repaint the whole ceiling, in a certain room.",sd
179466,A,Oh.,b
179467,A,Yeah.,b
179468,B,"But they came in, and, um, they came in and did it and left in just no time at all,",sd
179469,B,"and I think it's because they, you know, they were accustomed to working in that environment, in those particular condominiums,",sd
179470,B,"and I don't, I didn't watch them,",sd
179471,B,"but I couldn't imagine that they came in and painted it, the whole ceiling, you know, just within a couple of hours.",sv
179472,A,Right,b
179473,B,"And, uh",%
179474,A,"Well, maybe there are some professionals out there",sd
179475,A,It makes you wonder,sv
179476,B,Uh-huh.,b
179477,A,"Really, it does, uh, for all that.",sv
179478,B,Um.,%
179479,A,"Well, um, I hope you have a nice day today.",fc
179480,B,"Well, you too,",fc
179481,A,And you take care.,fc
179482,B,"I guess it's getting to be lunch time,",fc
179483,B,I need to go take care of the kids,fc
179484,B,"but,",fc
179485,A,Okay.,fc
179486,B,You have a good day.,fc
179487,A,Okay.,fc
179488,A,"Bye, Kay.",fc
179489,B,Bye.,fc
179490,A,Well a lot of women are as knowledge about football as I am.,sv
179491,A,"Can I guess your favorite team, if you had one, might be the Steelers.",qy
179492,B,"Yes,",ny
179493,B,uh-huh.,ny
179494,A,"Well, I can understand that.",sd
179495,A,"I, you know, I kind of like the Cowboys, too.",sd
179496,B,Do you?,qy
179497,A,They've had some great games in the past.,na
179498,B,"Uh-huh,",b
179499,B,"I, I always enjoy watching the the, Dallas and Pittsburgh together. You know.",sd
179500,A,"Uh-huh,",b
179501,A,me too.,aa
179502,A,"It wasn't nearly as much fun when Bradshaw was playing for you guys, I'll tell you.",sv
179503,A,"He lives in the Dallas area now, as a matter of fact.",sd
179504,B,Does he really?,qy
179505,A,"Well, actually, it's probably closer to Fort Worth,",sd
179506,A,"but it's, it's in the same area.",sd
179507,A,"He bought, uh, bought a big horse farm out in a little town called Roanoke, Texas.",sd
179508,B,Uh-huh.,b
179509,A,But he pops up on the Dallas scene quite often.,sd
179510,A,"As a matter of fact, there was some talk about trying to get him involved with the team management in some sort of a coaching job.",sd
179511,B,"Oh,",ba
179512,B,I wonder if he'd ever do that.,qy^d
179513,A,"I don't know,",no
179514,A,he'd be good at it.,sv
179515,A,"He's such a motivator, he,  primarily, you know, with the quarterbacks.",sv
179516,B,Yes.,aa
179517,B,Uh-huh.,b
179518,A,That would be his specialty.,sv
179519,A,"I wished, I wished they could work something,",sv
179520,A,I really like him.,sd
179521,A,I really do.,sd
179522,B,Uh-huh.,b
179523,B,Well what about the Houston Oilers.,qo
179524,B,Do you like them?,qy
179525,A,"Yeah,",ny
179526,A,"okay,","fo_o_fw_""_by_bc"
179527,A,I'd love to see Dallas and Houston play in a Super Bowl.,sd
179528,A,That would be really great.,sv
179529,B,Uh-huh.,b
179530,A,"That may not ever happen,",sv
179531,A,I don't know.,h
179532,A,"Uh, Houston has had some wonderful talent, you know, down through the years",sv
179533,A,and in the earlier years they really had some super teams.,sv
179534,B,Uh-huh.,b
179535,B,"And Warren Moon,  is, is proving himself quite well right now.",sv
179536,A,That's right.,ba
179537,A,"He certainly is,",aa
179538,A,he's very good.,sv
179539,B,Uh-huh.,b
179540,A,He's very good.,sv
179541,B,"He's one of the few, uh, Black quarterbacks that there are.",sv
179542,A,That's right.,aa
179543,A,"Randall Cunningham was with Philadelphia, I guess last year,",sv
179544,A,but he's no longer with the team.,sd
179545,A,"So, you're right,",sv
179546,A,"there are very few Black quarterbacks, or at least that are starting anyway.",sv
179547,B,Uh-huh.,b
179548,A,How do you think the Steelers are going to do this year.,qo
179549,A,You have any idea.,qy
179550,B,"I don't know,",no
179551,B,"I hope they, they do better.",sv
179552,B,"They, they",%
179553,B,during the past couple of years they've been doing a little bit better.,sv
179554,A,Uh-huh.,b
179555,B,"But, uh, I think they still have a little, I think they're still such a, a young team I think they still have a little bit to go before they reach the potential,  that it did when ever Bradshaw was playing.",sv
179556,A,Yeah.,b
179557,A,"Oh, yeah,",b
179558,A,that was just such super team.,sv
179559,B,"Or, if they even reach that potential again, you know, they may never reach that again.",sv
179560,A,Yeah.,b
179561,A,"Well that's a tough,",ba
179562,A,"it would be tough to do,",sv
179563,A,it really would.,sv
179564,B,Uh-huh.,b
179565,A,"They have such a super team for years, that won what, four Super Bowls?",qy^d
179566,B,"Yeah,",ny
179567,B,four in a row.,sd
179568,A,Four in a row.,sd
179569,A,I don't know if that could ever be duplicated again or not.,sd
179570,B,"Oh, I don't know.",sd
179571,A,Yeah.,b
179572,B,Shooting for one for the thumb now is what they were saying.,sd
179573,A,That's right,ba
179574,A,"And,",%
179575,B,"But basically everyone that was on the team then is gone now,",sd
179576,B,so.,%
179577,A,That's right.,ba
