,en,ru
3216,Hey guys A game on my ps3 is saying that its data is corrupted and I have to reinstall the data. I did that and the error still comes up. The game is borderlands whenever I go into arid badlands. ;  ; I wanted to ask if the option 3 on safe mode (restore files that are corrupted) will delete anything. Will it delete my saves how do I get out of it when its done what will it do? I'm such a cautious person so i always worry. thanks,"Эй, ребята, игра на моей ps3 сообщает, что ее данные повреждены, и я должен переустановить данные. Я сделал это, и ошибка все еще появляется. Игра borderlands всякий раз, когда я отправляюсь в засушливые пустоши. ; ; Я хотел спросить, удалит ли что-нибудь опция 3 в безопасном режиме (восстановление поврежденных файлов). Удалит ли он мои сохранения, как мне выйти из этого, когда все будет готово, что он будет делать? Я такой осторожный человек, поэтому всегда волнуюсь. спасибо"
3217,Soon I'm getting a kitten by the time I get her she will be nine weeks what is the best type of food for her also what treats should i give her? ;   ; ; ;Thanks x,"Скоро у меня будет котенок, к тому времени, когда я ее заберу, ей исполнится девять недель, какой корм для нее самый лучший, а также какие лакомства я должен ей давать? ; ; ; ;Спасибо x"
3218,:(,:(
3219,"My best friend and I have been going to the same school since kindergarten. We are both seniors now. This past summer he broke up with his girlfriend because he wanted to focus on the college process. I was also very good friends with his girlfriend and had developed strong feelings for her since the beginning of Junior year. Honestly the girl was greatly in love with him and he didn't want much more then the physical benefits. I kept my feelings to myself and tried to move on several times but it did not work. Coming back to school this year brought back all of the feelings but i felt like i needed to stay loyal to my friend.  ; ;About three weeks ago I was completely honest with the girl and told her how I truly felt. How happy she truly made me by just talking and being around her. We both knew this already but I was never honest with her. She essentially responded that it truly made her happy to talk to me but she was in a state of emotional fuckedupness so she didn't know how she felt about anything..  ; ;For the past three weeks we have been talking constantly everyday hanging out after school we went to see a movie this weekend and she facetimes me and all that.. but I am still so unsure of how she feels. It is flirty talking from both ends. Yesterday coming back from the movie we were talking about the outcome of all of this and she said the last thing she wants is for us to stop talking and for me to get hurt. My best friend was her first true first boyfriend and his lack of feelings and decision to ""break up"" really messed her up. She said that I ""truly make her happy"" but she isn't sure if she can ""emotionally provide what I really want"".  ; ;This girl is what honestly makes me happy and no matter how many times I have tried to find someone else or move on I always come back to her. Being honest with her was the best thing I have even done but I just need advice on the future of all of this. I want to be with her so badly but I'm not sure if continuing this road of hanging out and talking will lead anywhere. I honestly don't believe that it has anything to do with me as much as she doesn't want to be hurt again in high school.. What should I do?.... Thanks","Мы с моей лучшей подругой ходим в одну школу с детского сада. Мы оба теперь старшеклассники. Прошлым летом он расстался со своей девушкой, потому что хотел сосредоточиться на учебе в колледже. Я также был очень хорошим другом с его девушкой и испытывал к ней сильные чувства с начала младшего курса. Честно говоря, девушка была сильно влюблена в него, и он не хотел ничего большего, кроме физических преимуществ. Я держал свои чувства при себе и несколько раз пытался двигаться дальше, но у меня ничего не получалось. Возвращение в школу в этом году вернуло все те чувства, но я чувствовала, что мне нужно оставаться верной своему другу.  ; ;Около трех недель назад я был полностью честен с девушкой и рассказал ей, что я на самом деле чувствовал. Каким счастливым она действительно сделала меня, просто разговаривая и находясь рядом с ней. Мы оба уже знали это, но я никогда не был честен с ней. По сути, она ответила, что ей действительно было приятно поговорить со мной, но она была в состоянии эмоционального замешательства, поэтому не знала, что она чувствует по поводу чего-либо..  ; ; Последние три недели мы постоянно разговаривали, каждый день тусовались после школы, мы ходили в кино на этих выходных, и она встречалась со мной лицом к лицу и все такое... но я все еще так не уверен в том, что она чувствует. Это кокетливый разговор с обоих концов. Вчера, возвращаясь из фильма, мы говорили о результатах всего этого, и она сказала, что последнее, чего она хочет, это чтобы мы перестали разговаривать и чтобы мне было больно. Мой лучший друг был ее первым настоящим бойфрендом, и его отсутствие чувств и решение ""расстаться"" действительно расстроили ее. Она сказала, что я ""действительно делаю ее счастливой"", но она не уверена, сможет ли ""эмоционально обеспечить то, чего я действительно хочу"".  ; ;Эта девушка - это то, что, честно говоря, делает меня счастливым, и независимо от того, сколько раз я пытался найти кого-то другого или двигаться дальше, я всегда возвращаюсь к ней. Быть честным с ней было лучшим, что я когда-либо делал, но мне просто нужен совет относительно будущего всего этого. Я так сильно хочу быть с ней, но я не уверен, что продолжение этого пути тусовок и разговоров к чему-нибудь приведет. Честно говоря, я не верю, что это имеет ко мне какое-то отношение, так как она не хочет, чтобы ей снова причинили боль в старшей школе.. Что мне следует делать?.... Спасибо"
3220,I know that a lot of people are atheist here but I'm really not comfortable with some of the things going on in my house that I think are paranormal. This is my second night alone and just last night my front door shot wide open and the security alarm went off. The police came but there were no signs of intruders. I do not want something like that to happen again tonight because I don't want to bother them. I do have a pretty big dog to protect me but I'm afraid of not knowing what's coming. Things like this happen to me all the time when no one else is around just things that I can't explain. Now I'm afraid that there actually is someone in my house and I have to go another six days feeling like this. I am an adult but the only reason I am at home with my parents is that I hate the feeling of being physically alone. My dog is even acting up in random outburst and barks at nothing. What should I do?,"Я знаю, что многие люди здесь атеисты, но мне действительно не по себе от некоторых вещей, происходящих в моем доме, которые я считаю паранормальными. Это моя вторая ночь в одиночестве, и только прошлой ночью моя входная дверь широко распахнулась и сработала охранная сигнализация. Приехала полиция, но не было никаких признаков злоумышленников. Я не хочу, чтобы что-то подобное повторилось сегодня вечером, потому что я не хочу их беспокоить. У меня действительно есть довольно большая собака, которая защитит меня, но я боюсь не знать, что будет дальше. Подобные вещи случаются со мной постоянно, когда никого больше нет рядом, просто вещи, которые я не могу объяснить. Теперь я боюсь, что в моем доме действительно кто-то есть, и мне придется провести еще шесть дней в таком состоянии. Я взрослая, но единственная причина, по которой я нахожусь дома со своими родителями, заключается в том, что я ненавижу чувство физического одиночества. Моя собака даже капризничает в случайных вспышках гнева и лает ни на что. Что я должен делать?"
3221,So my iphone is a 4 and it is RREEAALLLYYY ugly! It is cracked and black and looks like a guys phone I cant do much about phone cases so how do I make the actual phone appealing? I want it to be more girly and actually look like its a teenage girls.,"Итак, мой iphone - 4, и он действительно уродливый! Он потрескавшийся, черный и выглядит как обычный телефон. Я ничего не могу поделать с чехлами для телефонов, так как же мне сделать сам телефон привлекательным? Я хочу, чтобы это было более по-девчачьи и действительно выглядело как для девочек-подростков."
3222,Strange. ;I thought that this was an issue for older people or women who've had sex/childbirth but I felt something round and an inch long in my vagina that's about a middle-fingers length in. I'm a young adult who's used a small cucumber or few in the past to do the job (always cleaned them well) but never had intercourse.  ;Some professional help would be helpful! I'd like to ask the community before/if I go to the doctors,"Странный. ; Я думала, что это проблема пожилых людей или женщин, у которых был секс / роды, но я почувствовала что-то круглое и длиной в дюйм у себя во влагалище, длиной примерно со средний палец. Я молодой человек, который в прошлом использовал маленький огурец или несколько штук для выполнения этой работы (всегда хорошо их чистил), но никогда не занимался половым актом.  ; Некоторая профессиональная помощь была бы полезна! Я хотел бы спросить сообщество, прежде чем / если я пойду к врачам"
3223,Quick question about turkey and chicken where could I buy them organically or whatever? I heard their both much better for you and to me it seems like it's the only type of meat I could throw in my body besides like wild salmon and what not I'm 16 and love eating meat but I think I'd rather go for clearskin than eating whatever I want been eating lot of veggies and fruits etc. had about mild-ish acne since about the 7th grade now am in 11th so eating right seems the way to go my scars seems like their fading slowly but if I didn't have the scars then my skin would look almost flawless only a few blemishes you know? Oh and what about gluten-free turkey? Thanks for any help  by the way! :],"Небольшой вопрос по поводу индейки и цыпленка, где я мог бы купить их органически или что-то еще? Я слышал, что они оба гораздо лучше для вас, и мне кажется, что это единственный вид мяса, который я мог бы употреблять в пищу, кроме дикого лосося и чего-то еще, мне 16 лет, и я люблю есть мясо, но я думаю, что предпочел бы чистую кожу, чем есть все, что захочу, ел много овощей. и фрукты и т.д. у меня были легкие прыщи примерно с 7-го класса, сейчас я в 11-м, так что правильное питание кажется правильным, мои шрамы, кажется, медленно исчезают, но если бы у меня не было шрамов, то моя кожа выглядела бы почти безупречно, всего несколько пятен, понимаете? О, а как насчет индейки без глютена? Кстати, спасибо за любую помощь! :]"
3224,Basically a debit card that could act as a gift card but you could require that people only buy clothing or only buy food or toys or whatever.,"По сути, дебетовая карта, которая могла бы действовать как подарочная карта, но вы могли бы потребовать, чтобы люди покупали только одежду или только еду, игрушки или что-то еще."
3225,I have tried giving my bird apples. And pomegranates but it just ignores the fruit and eats its regular food all the time.it tried spray millet the first time I put it in the cage ;Another question ;Will spray millet be a good treat to feed your parakeet when taming,"Я пробовала давать своей птице яблоки. И гранаты, но он просто игнорирует фрукты и ест свою обычную пищу все время time.it попробовала пшено-опрыскиватель, когда впервые посадила его в клетку; Еще один вопрос; Будет ли пшено-опрыскиватель хорошим лакомством для кормления вашего попугая при приручении"
3226,There's this guy nic who is going out with Megan and they are both my friends but recently Megan has started to get to know another guy (Sam) and now I think she likes Sam more than nic she has met Sam out of college where as she has never met nic outside of college. Should I tell nic what is happening if so how? ; ;This is all because before nic was going out with Megan we would have good banter and flirt but I don't want to do that with him while he's going out with Megan however I have feeling for him and I think he has a small proportion of feeling for myself I would like to go out with him sometime after the brake up is this a good idea or not? Also if it is how should it happen as I wouldn't want to ask him out?  ; ;I hope you can help me with this dilemma.,"Есть парень Ник, который встречается с Меган, и они оба мои друзья, но недавно Меган начала знакомиться с другим парнем (Сэмом), и теперь я думаю, что Сэм нравится ей больше, чем Ник, она познакомилась с Сэмом вне колледжа, где, поскольку она никогда не встречала Ника вне колледжа. Должен ли я сообщить nic, что происходит, если да, то как? ; ; Это все потому, что до того, как Ник встречался с Меган, мы бы хорошо подшучивали и флиртовали, но я не хочу делать этого с ним, пока он встречается с Меган, однако у меня есть чувства к нему, и я думаю, что у него есть небольшая доля чувств ко мне, я хотел бы пойти встретиться с ним как-нибудь после торможения - это хорошая идея или нет? Также, если это так, как это должно произойти, поскольку я бы не хотела приглашать его на свидание?  ; ;Я надеюсь, что вы сможете помочь мне с этой дилеммой."
3227,so my  friend of 3yrs that i like has kept joking around about how he wants a woman that will take care of him and show him who's boss. so then after that i have been a lot more direct about what i want from him; i mean i practically tell him where we should go out what i think he should wear how i want him to treat me  and now he's acting weird. for one he is super sexed around me. i mean like constantly finding a reason to bring up penis' or dancing dirty on the club floor with me watever. it's weird cause he never usually acts like this with me. usually i am like madonna he won't even look at me dirty.  ; ;but he is acting really frustrated too and even like he wants to be a jerk but doesn't. cause he'll say things like'' wow u totally have this planned out already now i'm just here to be here.'' or ''ur plans are stupid'' but then he goes along with it and has a good time anyway. i just think he is reluctant to admit that i am a better planner then he is and that we have more fun when i do it.,"итак, мой 3-летний друг, который мне нравится, продолжает шутить о том, как он хочет женщину, которая будет заботиться о нем и покажет ему, кто здесь главный. итак, после этого я была намного более откровенна в том, чего я от него хочу; я имею в виду, я практически говорю ему, куда мы должны пойти, что, по моему мнению, он должен надеть, как я хочу, чтобы он относился ко мне, и теперь он ведет себя странно. во-первых, он суперсексуален рядом со мной. я имею в виду, например, постоянно находить повод поднять тему пениса или грязно танцевать со мной на танцполе клуба, когда угодно. это странно, потому что обычно он никогда так себя со мной не ведет. обычно я похожа на Мадонну, он даже не посмотрит на меня непристойно.  ; ; но он тоже ведет себя очень расстроенно и даже как будто хочет быть придурком, но не делает этого. потому что он скажет что-то вроде ""вау, ты уже все спланировал, теперь я здесь просто для того, чтобы быть здесь"". или ""твои планы глупые"", но затем он соглашается с это и в любом случае хорошо проводит время. я просто думаю, что он неохотно признает, что я лучше планирую, чем он, и что нам веселее, когда я это делаю."
3228,I'll forever be loyal to the Broncos and the Dallas Stars but more of a fan of baseball than any particular team. I did have a thing for the Rangers tho.,"Я навсегда останусь верен ""Бронкос"" и ""Даллас Старз"", но больше поклонник бейсбола, чем какой-либо конкретной команды. У меня действительно было что-то к Рейнджерам, хотя."
3229,"Okay so ; ;Over the past four years I've been severely bullied because I'm not good-looking I'm not smart and I am gay ; ;I wear glasses and stuff ; ;I've already been diagnosed with depression and anxiety ; ;But they went to see if I have something called ""APD"" I think it means 'Avoidance personality disorder'? ; ;Another thing that got me bad was I was played by a guy a few months ago and it's given me severe trust issues and yeah... I lost a lot of friends I did have and they've started bullying me as well  ; ;I do try my best to avoid social situations ;I can't speak to people a lot and I'm very socially awkward now. ;I can't eat around people and so on... ; ;What should I do? what should I say?","Итак, хорошо ; ; За последние четыре года надо мной жестоко издевались, потому что я некрасивый, я не умный и я гей ; ; Я ношу очки и все такое ; ; Мне уже поставили диагноз депрессия и тревога ; ; Но они пошли посмотреть, есть ли у меня что-то под названием ""APD "" Я думаю, это означает ""Расстройство личности избегания""? ; ; Еще одна вещь, которая меня расстроила, это то, что несколько месяцев назад меня разыграл парень, и это вызвало у меня серьезные проблемы с доверием, и да... Я потерял много друзей, которые у меня были, и они тоже начали издеваться надо мной; ; Я изо всех сил стараюсь избегать социальных ситуаций; Я не могу много разговаривать с людьми, и сейчас я очень неловок в обществе. ;Я не могу есть в присутствии людей и так далее... ; ; Что мне делать? что я должен сказать?"
3230,firstly I am not scard to talk to u i think its u gets all shy when i just look at u so reconsider ur words lol..,"во-первых, я не боюсь разговаривать с тобой, я думаю, что ты становишься такой застенчивой, когда я просто смотрю на тебя, так что пересмотри свои слова, лол.."
3231, , 
3232,"So ""Њ_ў‹Ѓч‹вД‹Ѓ»‹Ѓг"" means ""it's not a dream"" or just ""not a dream"" but what does ""Љ_Ґ‹ЃЬ"""" mean? The best I can come up with is ""something"" so does it mean altogether ""something that's not a dream""?","Так ""Њ_ў""Ѓч""вД""Ѓ""""Ѓг"" означает ""это не сон"" или просто ""не сон"", но что значит ""Љ_Ґ""ЃЬ"""" в смысле? Лучшее, что я могу придумать, - это ""что-то"", так означает ли это вообще ""что-то, что не является сном""?"
3233,I sprained my ankle some time ago and now it's healed. I don't feel constrained with my movement and I don't feel any pain. However I noticed that my ankles are now asymmetric. The one I had sprained is slightly larger (the part that sticks out - where the fibula is i think that's what it's called). It's not dramatically different. Most people probably wouldn't notice it but when you compare my two ankles side by side you can tell fairly easily though if you wouldn't point it out to someone they probably wouldn't notice. Should I get this checked out?,"Некоторое время назад я вывихнул лодыжку, и теперь она зажила. Я не чувствую стеснения в движениях и не чувствую никакой боли. Однако я заметила, что мои лодыжки теперь асимметричны. Та, которую я вывихнул, немного больше (та часть, которая торчит - кажется, там, где находится малоберцовая кость, так она называется). Это не сильно отличается. Большинство людей, вероятно, не заметили бы этого, но когда вы сравниваете две мои лодыжки рядом, вы можете довольно легко сказать, хотя, если бы вы не указали на это кому-то, они, вероятно, не заметили бы. Должен ли я это проверить?"
3234,I heard somewhere that you will be able to take the GED test at home at some point but i dont know if this is true or if it is when it will be available. does anyone know?,"Я где-то слышал, что в какой-то момент вы сможете сдать тест GED дома, но я не знаю, правда ли это и когда он будет доступен. кто-нибудь знает?"
3235,I sit with these girls in my form that are younger then me. I've sat with them for ages and they used to be nice but they're horrible and they laugh at me cus I don't get drunk on the weekend. They think I'm such a geek cus I spend all form time working and revising. I don't know anyone else and they're all wayy  younger then me. Shall I just sit there and ignore them - cus today they hardly said anything they just said 'you're late' and 'ohmm' in a really sarcastic way. Or shall I just move and sit somewhere else? BtwI liked the people I used to sit with before but they have left school now. Thanks,"Я сижу с этими девочками из моей группы, которые младше меня. Я сидел с ними целую вечность, и раньше они были милыми, но теперь они ужасны и смеются надо мной, потому что я не напиваюсь по выходным. Они думают, что я такой придурок, потому что я трачу все свое время на работу и пересмотр. Я больше никого не знаю, и все они намного моложе меня. Должен ли я просто сидеть там и игнорировать их - потому что сегодня они почти ничего не сказали, они просто сказали ""ты опоздал"" и ""оммм"" в действительно саркастической манере. Или мне просто подвинуться и сесть где-нибудь в другом месте? Кстати, мне нравились люди, с которыми я раньше сидел, но сейчас они бросили школу. Спасибо"
3236,http://youtu.be/Y8wqWcxYipo?t=4m50s ;Why did he keep it for so long he should have told us from the start :O  ;I'm going to visit his house tomorrow to get his blessinganyone wanna come?  ;Why does god always bring his prophets from the middle east we've had enough.,"http://youtu.be/Y8wqWcxYipo?t=4m50s ; Почему он хранил это так долго, он должен был сказать нам с самого начала : О ; Я собираюсь завтра навестить его дом, чтобы получить его благословение - кто-нибудь хочет прийти?  ; Почему бог всегда приводит своих пророков с Ближнего Востока, с нас хватит."
3237,I was sitting on my bed and when I got up I noticed I bled on the bed. I don't have sheets on the bed most the time so how does one remove period blood off of a bed?,"Я сидел на своей кровати, а когда встал, то заметил, что у меня на кровати течет кровь. Большую часть времени у меня на кровати нет простыней, так как же убрать с кровати месячные с кровью?"
3238,My crush ALWAYS smiles and makes direct eye contact w me in the hallways. I also needed science fair test subjects and be was the only one still raising his hand when everyone else ignored. He talks to me A lot and teases me playfully. He always stops talking when my friend walks in the room because she always starts talking to me.,"Моя пассия ВСЕГДА улыбается и устанавливает прямой зрительный контакт со мной в коридорах. Мне также нужны были подопытные на научной ярмарке, и я был единственным, кто все еще поднимал руку, когда все остальные игнорировали. Он много разговаривает со мной и игриво дразнит меня. Он всегда замолкает, когда моя подруга входит в комнату, потому что она всегда начинает разговаривать со мной."
3239,"Hi I can't boot to windows . Windows asks whether to boot normally safe mode etc then displays windows boot screen. During this a blue screen quickly appears and dissappears and the pc reboots. This process just repeats.Can't use ""boot normally"" or ""safe mode"".","Привет, я не могу загрузиться в Windows. Windows запрашивает, загружаться ли в обычном безопасном режиме и т.д., Затем отображает экран загрузки Windows. Во время этого быстро появляется и исчезает синий экран, а компьютер перезагружается. Этот процесс просто повторяется.Не удается использовать ""обычную загрузку"" или ""безопасный режим""."
3240,"My son (almost 2) was complaining earlier when he urinated and wanted me to change him immediately (the diaper was literally still warm). I didn't see any redness then but now i got him undressed for a bath and it was BRIGHT red. He's circumcised and it was just the shaft part not the tip or the skin around but his testicles also look a little red. He's been sick with flu-like symptoms for 2 weeks but he's been acting alright until today he boo hoo cried like he didn't feel good and asked to lay down and watch Spongebob. It doesn't look ""rashy"" just red and his lips have been brought red like that but not chapped no red tongue or ""cotton"" like anything so i don't think it's thrush. Any ideas? Thanks!","Мой сын (почти 2 года) ранее жаловался, когда мочился, и хотел, чтобы я немедленно сменила его (подгузник был буквально еще теплым). Тогда я не заметила никакого покраснения, но теперь я заставила его раздеться для ванны, и оно было ЯРКО-красным. Он обрезан, и это была только часть ствола, а не кончик или кожа вокруг, но его яички тоже выглядят немного красными. Он болел с симптомами, похожими на грипп, в течение 2 недель, но он вел себя нормально, пока сегодня он не заплакал, как будто ему было плохо, и попросил прилечь и посмотреть Губку Боба. Это не выглядит ""сыпью"", просто покраснело, и его губы вот так покраснели, но не потрескались, никакого красного языка или ""ваты"", как у чего-либо еще, так что я не думаю, что это молочница. Есть какие-нибудь идеи? Спасибо!"
3241,Ok so I'm just interested because it's been two nights and I've only had about a hours sleep and I'm still not tired at all! I have eaten less then usual I skipped breakfast and had no snacks the only things I drank were tea and water I just wondered why? I find sleeping hard anyway but this is strange as I'm usually exhausted by 10pm.,"Ладно, мне просто интересно, потому что прошло две ночи, а я поспал всего около часа и все еще совсем не устал! Я съел меньше, чем обычно, я пропустил завтрак и не перекусывал, единственное, что я пил, были чай и вода, я просто задавался вопросом, почему? Мне все равно трудно спать, но это странно, так как обычно я выматываюсь к 10 вечера."
3242, , 
3243,Im making this at mi house and want to do all the facegram and instabook that the kids do these days.,"Я делаю это в mi house и хочу сделать все фейсграммы и инстабуки, которые сейчас делают дети."
3244,It is my first time using birth control. ;I received a prescription for 11 available refills. ; ;Now what i want to know which may be silly is do i have to pay when i go to pick it up? Or will i be given it simply?,"Это мой первый раз, когда я использую противозачаточные средства. ;Я получил рецепт на 11 доступных заправок. ; ; Теперь я хочу знать, что может показаться глупым, так это должен ли я платить, когда иду за ним? Или мне это просто дадут?"
3245,The at home 10min hash where u press kehf between Saran Wrap an heat it to form the hash How much % THC is In that method?!?! And also would i make a room smell different then if u smoked high quality like shatter AND NO DOT SMOKE DRUG BULLSHIT I JUST WANT AN ASWER,"Домашний 10-минутный хэш, где вы нажимаете kehf между оберткой из сарана и нагреваете его, чтобы получился хэш, сколько % ТГК содержится в этом способе ?!?! И еще, смог бы я сделать так, чтобы в комнате пахло по-другому, тогда, если бы ты курил высококачественную дрянь типа shatter И NO DOT, КУРИЛ БЫ НАРКОТИЧЕСКУЮ ЧУШЬ, я ПРОСТО ХОЧУ ASWER"
3246,How do guys get side chicks? How is a girl ok with being a side chick? Are gfs ok with side chicks or they just dont know?,"Как парням удается заполучить цыпочек на стороне? Как девушка может смириться с тем, что она побочная цыпочка? GFS в порядке с побочными цыпочками или они просто не знают?"
3247,I built a PC with  ;Motherboard: Asus H81i-Plus ;Case: Cooler master Elite 120 ;CPU: Intel i5 4440 ;Ram:Ballistic 8gb of ram  ;PSU: EVGA 500 watt ATX ; ;I built the PC it worked then didn't turn on later that same day. I replaced the PSU and it still didn't want to turn on after pushing the power button their was no action (no fan spinning). Yet the motherboards light was green so I replaced the case thinking the power button was broken.(took a week) After I put all the parts together the PC turned on when I pressed the power button 5 shut downs and power ups later it didn't want to turn on anymore and I was pushing the power button all day no response it turned on once then went back to being off. I sent for a replacement Motherboard (took 2 weeks) the new motherboard and all the parts and I still get the problem the motherboards light is on but refuses to power up I did turn it on once or twice that die but after shut down couldn't get it to turn on again its been 4 weeks and I haven't been able to use my computer for a full day. Can the CPU or Ram be causing this?,"Я собрал ПК с ; Материнская плата: Asus H81i-Plus ; Корпус: Cooler master Elite 120 ; Процессор: Intel i5 4440 ;Оперативная память: 8 ГБ оперативной памяти Ballistic ;Блок питания: EVGA 500 Вт ATX ; ;Я собрал ПК, он работал, но позже в тот же день не включился. Я заменил блок питания, но он по-прежнему не хотел включаться после нажатия кнопки питания, никаких действий не последовало (вентилятор не вращался). Тем не менее, индикатор материнской платы горел зеленым, поэтому я заменил корпус, думая, что кнопка питания сломана.(заняло неделю) После того, как я собрал все части вместе, компьютер включился, когда я нажал кнопку питания, 5 выключений и включений питания позже, он больше не хотел включаться, и я нажимал кнопку питания весь день, никакого ответа, он включился один раз, а затем снова выключился. Я отправил за заменой материнской платы (заняло 2 недели) новую материнскую плату и все детали, и у меня все еще возникает проблема: индикатор материнской платы горит, но отказывается включаться, я включал ее один или два раза, когда она умирала, но после выключения не мог заставить ее включиться снова, прошло 4 недели. и я целый день не мог пользоваться своим компьютером. Может ли это быть причиной процессора или оперативной памяти?"
3248,I bought Samsung galaxy S3 i9300 and I am simply shocked to see the sim card is very small as I was unaware of this situation. Now I am wondering how am I supposed to use my old sim card and most importantly I am especially worried about my foreign sim card when I go to my country. ; ;I really do not know what to do:(,"Я купил Samsung galaxy S3 i9300, и я просто потрясен, увидев, что sim-карта очень маленькая, поскольку я не знал об этой ситуации. Теперь мне интересно, как я должен использовать свою старую sim-карту, и, самое главное, я особенно беспокоюсь о своей иностранной sim-карте, когда я еду в свою страну. ; ; Я действительно не знаю, что делать:("
3249, , 
3250,So background info : My gpa is pretty good but I took the SAT during the beginning of junior year before I even took Pre-cal OR the PSAT so my score is not all that great. Then I went to college in Canada where they don't even look at SAT so I never retook them. ; ;I'm finishing up my second year in college (but still in freshman standing) and I want to transfer back to the US... All the colleges I am researching recommend sending test scores even as a transfer student. So is it a good idea to retake it or?? thanks!,"Итак, справочная информация: Мой средний балл довольно хорош, но я сдавал SAT в начале младшего курса еще до того, как сдал Pre-cal ИЛИ PSAT, так что мой результат не так уж велик. Затем я поступил в колледж в Канаде, где они даже не смотрят на SAT, поэтому я никогда не пересдавал их. ; ; Я заканчиваю свой второй год в колледже (но все еще на первом курсе) и хочу перевестись обратно в США... Все колледжи, которые я исследую, рекомендуют присылать результаты тестов даже в качестве студента-переводчика. Так это хорошая идея - пересдать его или?? Спасибо!"
3251,Please give me links of what to buy and instructions!!  ;I need help :S  ;I have a macbook pro laptop  ;I'm a student so I can't spend alot :(  ;I mainly want to back up files like documents music and pictures.  ; ; ;Thank you for any help and tips!,"Пожалуйста, дайте мне ссылки на то, что купить, и инструкции!!  ; Мне нужна помощь :S ; У меня ноутбук macbook pro ; Я студент, поэтому не могу много тратить :( ; В основном я хочу создавать резервные копии таких файлов, как документы, музыка и картинки.  ; ; ;Спасибо вам за любую помощь и советы!"
3252,In used to be very happy with the battery on my Galaxy note 3  but in the last few days started draining extremly quickly. My father has the same phone and the same problem. Our phones were bought about 2 months ago,"Раньше я был очень доволен батареей в моем Galaxy note 3, но в последние несколько дней она начала очень быстро разряжаться. У моего отца такой же телефон и такая же проблема. Наши телефоны были куплены около 2 месяцев назад"
3253,It's weird but true.   Mountain Dew commercials feature NASCAR drivers and extreme sports while Sprite commercials feature basketball and rap music (and that little Thirst guy).  Is there any reason they do this?  One might say both are being racist and both are turning off potential customers with such slanted ads.,"Это странно, но это правда.   В рекламе Mountain Dew представлены гонщики NASCAR и экстремальные виды спорта, в то время как в рекламе Sprite представлены баскетбол и рэп-музыка (и этот маленький жаждущий парень).  Есть ли какая-то причина, по которой они это делают?  Можно было бы сказать, что оба ведут себя расистски, и оба отталкивают потенциальных клиентов такой наклонной рекламой."
