Title,Description,Category,Top,URL,Label
whats going to happen on December 21st 2012 to America?, ,Weather,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20121114181536AAQMiF6,0
Crush for 4 years Healthy?,Say you were seen as friends for at least 5-6 years and only realised you've had a crush on that person for 4 of those years.  ; ;Normally a crush is a passing phase depending on the person. (1 day 1 week 1 month etc.) ; ;As you grow up together (age 19 - 20) by the time you surpass the puppy love - I would assume that your feelings might become deeper and less superficial. ; ;Do you think love grows overtime? (Where you can see the others faults and accept them) ;[These faults can be just general acceptance the way he/she is.] ; ;If so do you believe someone would ever have a chance dating your 'friend of so many years' ; ;Thanks,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20121114233236AAYm1PL,1
what if you dont believe in God?,youre pretty much calling yourself a smart monkey and all monkeys are stupid and dangerous,Religion & Spirituality,Society & Culture,https://answers.yahoo.com/question/index?qid=20121115235811AA0A7Yo,1
does the witcher 2 have alot of adult seens?,i'm really wanting this game but if there are of sex seens i won't get it.,Video & Online Games,Games & Recreation,https://answers.yahoo.com/question/index?qid=20121120064519AABB6vY,0
How will you atheist survive in the anarchy after the rapture?, ,Religion & Spirituality,Society & Culture,https://answers.yahoo.com/question/index?qid=20121120172040AAack3N,1
what does my dream mean ?,I cant remember it all but i do remember walking past a street i know in real life and seeing my boy friend then walking along to see a woman walking towards me and from a distance it looked like she had a penguin and a duck but turnd out to be a dog and a duck she then sets the dog on the duck i run up to the dog to try help this poor duck but the dog eat it whole i told the woman and she was amazed then the dog started to be sick then i was sick then i saw my boyfriend agean he was patting my back this dream is really weird i know but there has to be a meaning can you please help me ?x,Words & Wordplay,Education & Reference,https://answers.yahoo.com/question/index?qid=20121120193819AA21EBW,1
How is this haircut called?,Hello ;I'd love to ask how is this haircut called. I have only one bad picture. It is basically High and Tight but all the way to back. Or mohawk with wider and short top. ; ;Here is the picture: http://oi48.tinypic.com/iqk505.jpg ; ;Please help me!,Hair,Beauty & Style,https://answers.yahoo.com/question/index?qid=20121122090500AAIDH7N,0
Question about Power Ranger?,How will the US do Gokaiger.  They don't have the rangers from before it came to US.  I mean when they did Forever Red they didn't even have all the red rangers and Gokaiger turns into the first ever power rangers as will.  If the US starts putting in the very first power rangers the US kids will be confused.  Are they planning on doing their own things like Mighty Morphing Power Rangers?,Other - Television,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20121123175856AADfw6c,1
I like a guy with a girlfriend?,I like this guy who I met 2 months ago and I know he has a girlfriend and they're kind of serious like I can tell they've been dating at least a year (I'm a junior in highschool that's serious to us). But I don't know I like him too much to stop and I feel like he likes me too. We flirt a lot but nothing that would be like worth someone telling his girlfriend about or anything and for a project I had to film my life and he was in the video and almost all my friends that went through my camera and saw it told me it seemed like he liked me just based on the way he looks at me. Ive been asked several times if were dating when people see me walk with him. WHAT DOES ANY OF THIS MEAN AND WHAT SHOULD I DO,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20121125222022AAHpD0h,1
home remedies for IBS relief?,about a year ago i was diagnosed with IBS. the doctor put me on amitriptyline for it (some how depression meds help) well i just ran out of refills and only way i can get more is go to the doctor. well thats gunna cost me an arm and a leg since i dont have insurance and right now me and my husband dont have jobs. I know people are going to tell me to watch what I eat but inall reality nothing helps. i can watch what I eat but end up with the same symptoms. I can wake up in the morning having not eaten yet and still feel the same so it really doesnt matter. im looking for some kind of remedy to sooth my stomache from the brick like feeling in it and stop me from being so nauseas. I had to go for a year like this before i got in to the doctor and I really dont want to have to live like that again...its seriously torture :( last night i felt so bad i cried myself to sleep while my husband waited on me hand in foot. it seriously makes me just waant to lay in bed all day and i cant do that someone plz help me,Alternative Medicine,Health,https://answers.yahoo.com/question/index?qid=20121127132602AAujKg5,0
When do We use 'Someone & Somebody'?, ,Words & Wordplay,Education & Reference,https://answers.yahoo.com/question/index?qid=20121204010606AAvZjoJ,0
Ever felt an instant connection with someone?,Has anyone ever felt an instant connection with anyone? Like what happened? And how did it feel when you first met them? :),Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20121207095638AAAwbHa,1
Are there laws prohibiting civilians from building and launching a rocket into space?, ,Astronomy & Space,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20121208125957AAINV8O,0
my older sister is been with A LOT of guys... 10 points!!!?,ok so shes 15 and she's not a virgin and been with like 10 guys and idk y but it's bothering me a lot and i want her to stop. im thinking of telling my parents about it but i dont want her to be mad at me. idk what to do and i dont want her to get pregnant or have stds. idk what to do. help? should i tell or no. (im 13),Adolescent,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20121208204317AAbCWIo,1
What all size tire can go on a 1996 chrysler cirrus?,I have a 1996 chrysler cirrus and I have 195/65 15 on it but its to small for me. I want to know what is the biggest size it can get for my car. Like what size will not fit it?,Chrysler,Cars & Transportation,https://answers.yahoo.com/question/index?qid=20121209095545AA8liWm,0
Laser resurfacing questions?,Hi I was considering getting laser resurfacing soon. But the only problem is I'm still in High School. So how long does the healing process take and am I allowed to go outside or wear makeup? And the reason I'm doing this is because I had severe acne and I have deep pores from it.,Skin Conditions,Health,https://answers.yahoo.com/question/index?qid=20121209193543AACuo9R,0
What is wrong with me?,"I hate myself so much. I won't eat in school or walk across the hall because i know people will be staring and thinking about how fat i am. I am disgusting i won't let anyone take pictures of me and i put bags on my lap to cover my body up. I'm 139 lbs and 5""5 (fat i know) I am constantly thinking about how I'm sitting pulling my jumpers down just in an attempt to make myself look thinner. It's so draining i have even cut myself a few times. ; ;i also won't sing and i hate talking in front of people especially people i don't know. People want to practice speaking in other languages with me but i refuse because I'm scared people will laugh and think i am rubbish. I used to be so happy i am 14 now and i want the happiness back. I hate living like this it's horrible and i can't tell anyone because they would think i am being dramatic and making it all up. ; ; Is this just a phase? Please tell me it is i can't cope with this much longer...",Mental Health,Health,https://answers.yahoo.com/question/index?qid=20121210132043AACKL4n,1
Could I be signed as a runway model with the measurements 34-29-34?,I'm 13 ;I know I need to lose weight on my waist(any tips on that?) ;But I'm 5 6 and I just turned 13 ;Do you think I could still get signed with a good agency? ;Thanks,Fashion & Accessories,Beauty & Style,https://answers.yahoo.com/question/index?qid=20121211191010AAEp72P,0
Jason Witten or Greg Olsen?,Whom should I start tomorrow?,Fantasy Sports,Sports,https://answers.yahoo.com/question/index?qid=20121215120719AA3zHtK,1
Im afraid to go back to school after Sandy Hook Shooting!?,I live in a different stateand didn't know anyone who diedbut I am terrified to go to school tommorow?,Primary & Secondary Education,Education & Reference,https://answers.yahoo.com/question/index?qid=20121216123639AAhZBKI,1
Is High-Carbon Steel strong or weaker than normal steel?,just wondering,Engineering,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20121216144234AAg6ZuR,0
Just brought a stray kitten into my sunroom. Is there any way to help her calm down?,I take care of three stray cats:  Baby Daddy Half Tail and Little Baby Kitten. ;Baby Daddy is a seasoned outdoor car and most likely the father of Half Tail and Little Baby Kitten..  Plus he's the father of two of my cats (we took in a stray Dolly who was pregnant last year.)  Half Tail is very meek; we were planning to make her come inside for the winter but we haven't seen her in a week.  I'm hoping she's just in heat.  :( ; ;Little Baby Kitten is of course just a baby.  So we decided to take her in tonight.  We have five other cats and a Saint Bernard so we decided to put her in the sunroom for tonight.  I calmed her down briefly by giving her wet food; she let me pet her but was more timid than usual.  (It took me a while to butter her up outside but she made great progress.) ; ;Now she's just pacing around the room meowing... Clearly very distressed.. :( ; ;I want to keep her inside because it's getting colder and colder outside.  (We live in the north-east.) ; ;Any advice on how to ease her adjustment?  I thought it'd be easier because she's still young.,Cats,Pets,https://answers.yahoo.com/question/index?qid=20121217151917AA0Lufq,0
Why are people getting over excited at the 21/12/2012?,Come on nothings happened yet and it's based on a 5000 year old Myan legend,Other - Society & Culture,Society & Culture,https://answers.yahoo.com/question/index?qid=20121219073740AAXb3aM,1
Please help? I deleted ATI catalyst install manager!?,I was cleaning out my laptop (dell windows 7) and I uninstalled ATI catalyst install manager and now in my Screen Reslutions it only lets me pick 1027x768 800x600. The computer looks like it is widescreen. I tried doing a system restore but but after it gos through all the steps of the system restore it says it didnt work. I also did the screen reslutions>advance settings>list all modes and the only ones that show up are the same Any idea how i can get the ATI graphic diver back? or get the system restore to work or get the screen to normal? please help?,Other - Computers,Computers & Internet,https://answers.yahoo.com/question/index?qid=20121219181633AAQEgei,0
Opinion: What do you Think is the Toughest Challenge Aboriginal Canadians will Face in the Future?,"My Civics teacher gave us this question to think about for class discussion and I'd like to hear what other people think.  There is no single ""correct"" answer so try to be honest with your thoughts. :)",Other - Society & Culture,Society & Culture,https://answers.yahoo.com/question/index?qid=20121220215036AAChVoJ,1
My parents have a filter for porn are there any websites that I can get on with the filter ?, ,Spam & Bulk Mail,Yahoo! Products,https://answers.yahoo.com/question/index?qid=20121222224112AAsBfPb,0
Don't you think this is one of the funniest insults to a football team?,"I took a date to a Ravens game and she asked who the Ravens were playing. I told her the Houston Texans and she responded "" Houston Texans?! Never heard of 'em."" I cracked up and understood because at the time they had only been around a couple of seasons.",Football (American),Sports,https://answers.yahoo.com/question/index?qid=20121226063450AAAPk1V,1
I have had pain infront of my left ear going up into my temple and into my cheek bone for weeks now but since?,I started this horrible cold it seems to be alot worse. The pain is also in my left frontal sinus near my nose. Absolutly nothing has helped. Ice/heat antibiotics sudafed. Anyone have this pain before? It almost feels better when I am standing and alot worse when I sit or lay down. I feel like the center of the pain is deep inside like above the roof of my mouth even.,Pain & Pain Management,Health,https://answers.yahoo.com/question/index?qid=20121227111730AAJJs3N,0
Christians you must read this now and do not second guess?,We are here. So is he now in the church the one who prophesies lies. He is in the Vatican now. I have not his name. Do NOT debate on this website and preach in your actions and your lives and less form your lips. WW III Is pending. You MUST UNITE THE CHURCH ONCE MORE!  You MUST BELIEVE IN THE IMMACULATE CONCEPTION and the testaments of the once children form Medjugorje. Fast on Wednesday and Friday small amounts of  bread and water rest on Sunday and you MUST pray the entire rosary each day form no on because it will make the trials less difficult and more will be saved. Go now and live as a vision of the living Christ. I am the true one of the two. You need to hurry and believe my words. Ask the lord for guidance on weather I am honest and you will know. ; ;Ones who do not believe you have no excuse and little time. I do not want this position but I have it none the less an you must repent as soon as possible.  ; ;And LOVE do not pass a hurting or helpless person without lending your hand.,Religion & Spirituality,Society & Culture,https://answers.yahoo.com/question/index?qid=20121227231937AALgPTe,1
Skateboarding help ledges and stairs?,when ever i want to ollie up a ledge or down some stairs i have trouble.. when i ollie up ledges i dont know what to look at when im about to go up should i look at my board or the ledge.. and when i ollie stair sets should i look at my board or the stairs,Other - Outdoor Recreation,Sports,https://answers.yahoo.com/question/index?qid=20121228015128AAC4oxr,1
Anyone know any movies that have cooking cooks diners or restuarants in them?, ,Movies,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20121229145101AATq36t,0
Sony ps3 home casino?,So sony expects us to use real Money to buy chips and all u get is stupid rewards as far as I can tell? This is just another money maker for them which is now promoting gambling from a  younger age isn't it ?,PlayStation,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20121231005353AAgclYc,1
Why does my phone keep turning off ?,i have charged my phone fully and it keeps turning off by itself i put it on an extra charge and then it turns on with  a full battery then it just turns off and my parents won't let me out without my phone !,Cell Phones & Plans,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20121231040019AAxqBOk,0
I'm in the beginning process of building a pc these are the specs what do you think?,I‰ЫЄve been considering building my own desktop figuring as it‰ЫЄs the cheaper option rather than buying one prebuilt. ;Heres what seems good to me. ;Processor: Intel Core i5-3570K  ; ;Note: I believe this would be better than the newer i7 to save 100 bucks as I wont be doing any hard core editing/gaming that the i5 couldn‰ЫЄt handle what do you think about that?  ; ; ;CPU Cooler: Corsair H80 Liquid CPU Cooler ;Note: From my research liquid cooling is a true pain in the dick and pretty expensivemessy and you need to get a bunch of parts but it's also better then a fan and should help cpu performance.  This ones a fully contained unit though and it only cost about 80 dollars. ; ;Graphics Card: EVGA GTX 680 Superclocked.  ;Should handle any game out there pretty well plus its the superclocked edition its overclocked right out o' the box. ; ;Motherboard: Gigabyte GA-Z77X-UD3H ;Note: not sure if you said not to get ram cuz you could get it for free or just to get it cheaper but this board can support 32gbs. I think the most I could need is 8.. What do you think? ; ;ram: corsair vengeance  ; ;Note : I would get 8gbs ; ;SSD: 128gb samsung 830 series ;Note: Older but very reliable and does as well as most new shit for a much cheaper price from what I've read. ; ;Hard Drive: 2tb western digital caviar black  ;note: I know you dont need both but this way I can store all of this shit I could possibly ever need plus I would just use the SSD for paging ; ;Power Supply: 750watt corsair tx750w modular power supply ; ;Tower: Fractal Design Define R4 Case ;Note: Chose this because so long as I made no fuck ups all of this should fit fine with eachother and into this case with good space for it all. Plus ports for usb and headphones and mics and such. ; ;Dvd Burner: I don‰ЫЄt know about this one ; ;Screen: Don‰ЫЄt know about this one either ; ;Note: Would use the SSD for paging and the Hard Drive for storing shit.  ; ;Also considering using two screens for the computer. ; ;End Notes: for a 1500 dollar budget I think this works out well and should be able to handle any games I throw at it. Any criticism/feedback would be welcomed.,Desktops,Computers & Internet,https://answers.yahoo.com/question/index?qid=20130101111901AAexDVP,1
Why don't I orgasm during sex?,I am 21 years old. Since I was 14 I have had 5 sexual partners. 3 being serious relationships. I have orgasmed during for play but never during intercourse. I am now currently in a 3 year long relationship. I have talked this over with my boyfriend gently not to make him feel like he's not pleasing me. Becaus be does. I just can't get off and don't know why. I believe he is proposing soon. And I'm scared this could be because he's not the right guy. Please help.,Women's Health,Health,https://answers.yahoo.com/question/index?qid=20130102184508AADXta8,0
How do you add a USB port to speakers(wall socket 100-240v)?,I have Logitech speakers that are useless now because it uses the old 30 pin apple connector... So I was wondering if its possible to solder on a USB port replacing the 30 pin so I can connect my new devices now. Thanks for any helpful non silly answers.,Other - Electronics,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20130103004429AAnkaNA,0
When is wwe main event taped?, ,Wrestling,Sports,https://answers.yahoo.com/question/index?qid=20130104180019AA6XjcI,0
temporary wal-mart money card?,hi I just got a new wal-mart money card and I was wondering if you could use the temporary one before you got the new one in the mail!?,Credit,Business & Finance,https://answers.yahoo.com/question/index?qid=20130105105519AAJzzFa,0
I think I'm bi. Please help!?,I have feelings for this girl at my school. I have nothing against being homosexual. I just wanted to know what I should do. I'm really confused. I found out that she likes me and we talk a lot. Should I tell my parents or wait? My brother closest friends and my crush all know about this. They have nothing against it and are happy that I came out to them. Help please. By the way- I'm a 13 year old girl.,Lesbian Gay Bisexual and Transgendered,Society & Culture,https://answers.yahoo.com/question/index?qid=20130105201916AADio2n,1
Birth Control help me with this maybe simple question?!?,My boyfriend and I agreed that I should go on birth control but the thing is he is going to be away for 6 months and I just started it (3 days in) on marvelon 28. If he is going to be away for 6 months can i stop and start it again a month before he comes back?,Women's Health,Health,https://answers.yahoo.com/question/index?qid=20130110125811AAHXCCA,0
What is the ideal weight range for me?,I'm 13 female and 4'11.,Diet & Fitness,Health,https://answers.yahoo.com/question/index?qid=20130113062847AA1iVC8,0
Erosion in Hot Springs National Park?,I was given an assignment to look up the erosion in Hot Springs National Park(historical and current)  but i can only find some Integrity erosion control. Any links would be helpful,Earth Sciences & Geology,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20130113094222AAbWCwU,0
How much does a box of 270 bullets cost at walmart today?, ,Corporations,Business & Finance,https://answers.yahoo.com/question/index?qid=20130115054646AAnM5RD,0
How long will my fake baby sleep for?,I have those fake babies for my class summative and I am wondering how long it sleeps for?,Newborn & Baby,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20130116045259AAoQtpa,0
Solve H: 4624 = h(1.065)^0?,H = 4624?,Mathematics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20130116131304AABAmt9,0
Werewolves and Vampires?,Can any TRUE believers fill me in on facts about these creatures. up to date REAL facts. i need/want to know the truth. And i want to know if im a werewolf or not personally. because i think i might just be one. i want to know how i can tell and how to control it. And tell me everything please. not just about werewolves but vampires too!,Mythology & Folklore,Society & Culture,https://answers.yahoo.com/question/index?qid=20130117150941AAPSjLg,1
What do you think of Tony Jaa?,I think he's superhuman! What do you guys think?,Martial Arts,Sports,https://answers.yahoo.com/question/index?qid=20130124103958AAZV04U,1
Do the Florida Keys have sea dunes?, ,Geography,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20130125053955AAVHdeI,0
How many 8oz bottles of water should someone drink per day? /Benefits of drinking a sufficient amount of water?,"If its even relevant i'm 5 foot 1"" 119 lbs 20 and exercise 1+ hr(s) 6 days a week. What are the benefits of drinking water? *Don't be rude.",Other - Food & Drink,Food & Drink,https://answers.yahoo.com/question/index?qid=20130127004742AAO07Aq,0
Will your vision get worse if you are short sighted and you wear long sighted glasses?, ,Other - Science,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20130127165618AArXm6o,0
Calculate the total variable cost per unit. Calculate the total fixed expense for the year?,Head-First Company plans to sell 5000 bicycle helmets at $75 each in the coming year. Product costs include: ;Direct material per helmet                   $30 ;Direct labor per helmet                            8 ;Variable factor overhead per helmet       4 ;Total fixed factory overhead            20000 ;Variable selling expense is a commission of $3 per helmet; fixed selling and administrative expense totals $29500,Other - Business & Finance,Business & Finance,https://answers.yahoo.com/question/index?qid=20130128181909AAmTqXe,0
What's with my hair?,I'm a 30 year old guy who has some hair questions... First one is when I was in my 20's I liked to experiment on my hair. A LOT... I used to dye it all kinds of crazy colors and such. I bleached it twice and as of now my hair is all natural. It started getting somewhat thin in the front and doesn't seem to grow as fast as it used to. But it seems to be getting better and a bit thicker. I'm trying grow it out this year to see what it does and I dont plan to apply any chemicals or any kind of dye to it. What ways are there to help it grow a bit faster? I would like to use only natural products and no chemicals whatsoever. Thanks very much. :),Hair,Beauty & Style,https://answers.yahoo.com/question/index?qid=20130129125025AAdAfGg,0
8.89 x 10^-6 mg = _____________ еµg?, ,Chemistry,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20130129194809AAEyvhY,0
I need some combined pill advice please.?,So I take the combined pill for 21 days then I have 7 days off (per usual) and I started on the pill again on Saturday although I forgot to take a pill on Wednesday. Now I read the instructions on what to do and it told me to either talk to my doctor or take Wednesdays pill and Thursday pill on the Thursday which I did but I'm still wondering if having sex on the Sunday before I forgot the pill could be effected/chances of me being pregnant.  ;The instructions did say Week 1 (which it is) could be a chance of it not being protected if I forgot a pill during the week and I had sex a few days before can anyone reassure me though or tell me if they've experienced a similar thing?,Other - Family & Relationships,Family & Relationships,https://answers.yahoo.com/question/index?qid=20130209151443AArWivJ,0
Should i go to the doctor?,I hit my hand the other day when I tried to hi 5 my sister and ended up hitting my already hurt hand on my oven. What should I do?,Pain & Pain Management,Health,https://answers.yahoo.com/question/index?qid=20130210123100AA3YkWY,0
"If u send a guy 2 pictures and he treads on about how different you look in person but ""none the less....?","gorgeous"" is he calling you ugly in pictures or in person?",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20130211114730AAggOOq,1
What happens when the Catholic god resigns but is still alive?,Now Catholics are going to have two gods? What will happen to the previous one? When he dies but Catholics have elected already a new god the previous is going to be buried with the other gods under the Vatican? or in a normal cemetery?,Religion & Spirituality,Society & Culture,https://answers.yahoo.com/question/index?qid=20130211144623AAUzPD2,1
What college degree or job involves music history and science?,I play the violin and I love music (with reason) and I history/social studies classes and science interests me a ton. I'm a sophomore in high school. What can I do with the 3 as far a college degree/career? Please and thank you!,Higher Education (University +),Education & Reference,https://answers.yahoo.com/question/index?qid=20130211162616AAOlnNu,0
In Missouri is it legal to have blue lights that light up your car's rear license plate?,I was thinking of replacing the yellow lights in the rear of my car that illuminate the license plate to a neon blue. Is it legal to us that color? I don't want to continually get pulled over.,Law & Ethics,Politics & Government,https://answers.yahoo.com/question/index?qid=20130212105632AAvAqAd,0
Bicycle Physics Question?,A bicycle is moving at a speed v = 2.68 m/s. If the radius of the front wheel is 0.450 m how long does it take for that wheel to make a complete revolution?,Physics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20130212153738AAvA2OJ,0
What can I use as an alternative to hairspray?,I shaved under my hair as a dare and I need to hairspray that and under my bangs to keep it down but I've ran out of hairspray and I can't get to a shop because of the snow >.<  ; ;Please help I have gymnastics soon and I don't want to make a show of myself since I'm bald underneath.,Hair,Beauty & Style,https://answers.yahoo.com/question/index?qid=20130213042656AAtPPxI,0
Recent natural disasters because of global warming?,Do you guys know of any natural disasters that happened recently due to global warming? ;If you do know about them could you also provide a link to the article thanks.,Global Warming,Environment,https://answers.yahoo.com/question/index?qid=20130214004508AAP5yub,0
Fourth year at high school but I'm still having trouble fitting in and making friends. What should I do?,Want to move maybe but if some advice works who knows what could happen. Scared to go into school and really glad when I get home but all I do is play my xbox,Primary & Secondary Education,Education & Reference,https://answers.yahoo.com/question/index?qid=20130214123225AAPDZaX,1
This girl texts me late at night?,So im watching 500 Days of Summer and its like 10:30 and she said her familys having a big party even thoughher friend was there?,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20130214214125AA04O5P,1
How do I make a YouTube video?,I've never made one before but I do have an account. I don't know of I can use iMovie on other places like my computer (not a Mac). What are some free programs and editing stuff I can use?  Thanks :),YouTube,Computers & Internet,https://answers.yahoo.com/question/index?qid=20130216191221AAMQKUG,0
Why won't he talk to me _Щч_?,Ok so we have talked every single day since some time in January and you know the all star nba thing is here and I'm like ok he's excited about that so he would pay attention more to that because it's exciting . (btw were talking like trying to see where things can go) so then he'll send me something we'll text a lil bit then he'll stop then last night he was in Ig and on the phone with someone and I texted him back earlier that day but never got a text back •А_•А_ and I wanna know should I not trip and just chill or is this bad •А_•А_,Friends,Family & Relationships,https://answers.yahoo.com/question/index?qid=20130217081449AAaHsCT,1
Help me solve for x and y?,Find the values of x and y if you know that b^x/b^y=b^5 and b^x+2/b^2y=b^4. ; ;I can't figure out any two numbers that work for x and y. Please explain how you figured it out. Thanks.,Mathematics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20130218180527AA9CxEg,0
my hotmail account doesnt exist apparently?,hello y!a this is an interesting errorthat popped up as I tried to log in to my Hotmail it says it doesn't exist I logged in a few hours ago successfully but now it says it doesn't exist any help would be appreciated,MSN,Computers & Internet,https://answers.yahoo.com/question/index?qid=20130219184026AADZLEi,0
It's impossible to impress this girl?,"First off this is going to sound like the craziest and weirdest question of all time. ; ;I'm 15 but friends with 12 year olds. I'm not currently in school but i'll be eventually. Seeing as the kids are the only friend's available i took em in. Thing is i met this 9 year old kid and in the present day we act like brothers. On a saturday me him and 3 other guys slept over at his house and here comes the sick part.  ; ;I like his sister not just the casual ""think she's cute"" thing the kind of ""care about her a lot"" situation. We rarely talk though because we almost never come to my friend's house. The weirdest thing is i forgot to mention she's 12. I know i know 15 y/o liking a 12 y/o? Yeah not normal. But i wish i could just talk to her but let me explain why i can't: ; ;Because she's my friend's sister and that they're the only friends i have at the moment they always run scream and play silly games like ""Zombies"" or ""Possession""...like hide-and-seek except it's dark and you wear red goggles as a light. I feel like i'm in a too-immature-group to talk to his sister. I don't want my friend to know how i feel and plus there'a at least 4 other guys she could fall for besides me.  ; ;Be honest am i screwed? Or do you guys have any ideas that could help me? Thanks.",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20130219185739AANJ8tZ,1
how long should i wait to stretch my ears again?,i just put my 14g in last night my ears are a little red and barely swollen. i want to go up to a 00g maybe 5/8th's. but how long should i wait in order to go up to my 12g? 1 week? 2 weeks? thanks a lot whoever is out there answering me it sure will help.,Other - Skin & Body,Beauty & Style,https://answers.yahoo.com/question/index?qid=20130221085042AAHd7xs,0
what is pancha puranam?, ,Religion & Spirituality,Society & Culture,https://answers.yahoo.com/question/index?qid=20130221122052AAOwOgy,0
How long does it take a person to read a 600 page book?,Took me four days. Is that fast? People tell me it is...,Books & Authors,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20130222120800AAZE0wK,0
HEEEEEEELLLLLLPPPPPP PLEASE??:)?,Liked this boy for ages we grew up going to the same church and sunday school we're both too old for sunday school but i still help for my dofe volunteering whilst he doesnt he hasnt been to church in a while either its only really his mum who goes now and him and his mum&dad used to go. I liked him for ages but i never see him anymore he goes to a different school and so he has different friends etc. sometimes i see him in town because we live in the same town but we dont really talk ive talked to him about 3 times maybe? but i really want to get to know him better but how can i when i never see him? even though i havent seen him in about 2 months i havent even lost interest in him which i should because all my other crushes i had i lost interest in? what should i do? seems impossible to get to know him!help?,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20130225102927AAshcUg,1
what is the value of a 1961 hausske 3 piece sofa?,i have a 1961 hausske fruitwood 3 piece lokpuf white bone self platform still has plastic on it lookin to sell need to know the value its in mint cond,Other - Home & Garden,Home & Garden,https://answers.yahoo.com/question/index?qid=20130226110222AAkQVYi,0
Are the fake Scotch&Soda shirts made in China?,I know most casual brands are available in knockoffs markets but I don't know about the latest one like Pepe and Scotch&Soda... Is there a specialist about the fake brands in China?  ; ;Thank you,Other - Business & Finance,Business & Finance,https://answers.yahoo.com/question/index?qid=20130226134943AAIVKQ8,0
Where can I find NFL payroll info?, ,Football (American),Sports,https://answers.yahoo.com/question/index?qid=20130227201547AApMYds,0
Should I Take Math Senior Year?,Right Now I'm a Junior and am taking Algebra II (my 3rd year of math). I want to major in Theater and Elementary Education which doesn't require a lot of math and I'm not a big math person but I know it looks good for college. What should I do?,Primary & Secondary Education,Education & Reference,https://answers.yahoo.com/question/index?qid=20130301193549AAkgjB7,1
2 versions of yahoo messenger.How do I remove the old one?,I would think the older version would automatically disappear but it hasn`t it.,Other - Yahoo! Messenger,Yahoo! Products,https://answers.yahoo.com/question/index?qid=20130303083857AAHFSEY,0
What do you wear to a wedding?,My boyfriends friends are getting married at the start of June and I've been invited to the wedding. It's the first wedding I've ever been to so I don't have a clue what to wear! I know I want to wear a dress anyway! But what sort of colours are appropriate. I've seen one I like but not sure if it too casual and another two cocktail dresses but not sure if they're too fancy for a wedding guest?,Weddings,Family & Relationships,https://answers.yahoo.com/question/index?qid=20130305004802AAh8Cpp,1
Honda 400ex wont turn over HELP!!!!!!!!?,I have a 1999 honda 400ex when i push the start button it tries to start just wont fire off i had a guy who works on them tell me it was the starter and another guy tell me it was the battery. I don't know any thing about atv but i have replaced the spark plug starter solenoid battery and cdi box still nothing so any help would be nice thanks...,Maintenance & Repairs,Cars & Transportation,https://answers.yahoo.com/question/index?qid=20130305082056AAE45H4,0
How can you find out what the supporting beams are in your house?, ,Maintenance & Repairs,Home & Garden,https://answers.yahoo.com/question/index?qid=20130308114755AA1zsR5,0
What is the reason of our sadness and bordom in our life?,thanks.,Philosophy,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20130310032609AA8LmuH,1
Where can I watch Free Anime?,I want to watch this anime (Rosario + Vampire) Season 1 + 2 but I can't find the episode what website can I go + it has to be/  ;-In English (SUBTITLES TOO)  ;-Good Quality  ;-Legal  ;-And free!,Comics & Animation,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20130310124657AAHrrWI,0
What are some songs I would like?,What are some songs I would like based on these: ; ;Black Cat    Mayday Parade ;Somebody told me   the Killers ;Return the favor     All time low ;Dance dance      fall out boy ;Holiday       green day ;Street fight      hedley ;narcissist     hedley ;Jamie all over     mayday parade ;Radioactive      imagine dragons ;Bleeding out     imagine dragons ;Plug in baby    muse ;Feeling good   muse ;miserable at best    mayday parade ;reckless and the brave    all time low ;mr. brightside     the killers ;I dont care     fall out boy ;decode       paramore ;your love is a lie     simple plan ;astronaut       simple plan ;seven nation army      the white stripes ;wake me up when september ends     green day ; ;I would also apprectiae names of bands that are simillar. Thx,Rock and Pop,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20130310141004AA4QW1u,1
