,Title,Description,Category,Top,URL,Label
2586,"В настоящее время я нахожусь в сети 02 и хочу сменить свой номер, возможно ли это?","Мой бывший муж продолжает звонить и писать мне эсэмэски и, по сути, просто не позволяет мне жить дальше.  Итак, я хочу сменить свой номер, позволят ли мне это сделать?  Я слышал, что они могут запросить справочный номер полиции, чтобы показать, что вы сообщали о неприятных звонках и т.д.?  Это не та дорога, по которой я хочу идти.  Только смени мой номер!  Спасибо",Cell Phones & Plans,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20110912045330AAkHG0P,0
2587,"Я слишком мала, чтобы выносить своего ребенка до срока?","Справочная информация : ; ;до беременности я в своей жизни не набирала даже 100 фунтов. Я НИКОГДА не набирал вес за последние 5 лет, и могу вам сказать, что колебался между 95-97 фунтами. У меня очень быстрый метаболизм. До беременности в моем животе, по моим прикидкам, было буквально 5% жира. Если какой. Если бы я измерила свою талию, я уверена, что она была бы на высокой отметке 20. Мой рост 4 футов 11 дюймов, я на шестом месяце беременности и весю всего 98 фунтов. Я обеспокоен тем, что, возможно, я слишком мал, чтобы нести его всю дорогу до декабря. Кто-нибудь слышал об этом?",Pregnancy,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20110913092524AA88MqB,0
2588,Я ХОЧУ СДЕЛАТЬ СВОЕ УДОСТОВЕРЕНИЕ ЛИЧНОСТИ?,Хорошая возможность для работы в сфере авиалиний. Рыночные предложения,Other - Yahoo! Products,Yahoo! Products,https://answers.yahoo.com/question/index?qid=20110913220444AAfXo7R,1
2589,Как сделать Тейлор Свифт макияж для школы?,"У меня от природы светло-каштановые волосы, так что это цвет моих бровей, но я крашу свои волосы в более насыщенный красновато-каштановый цвет. Я немного похожа на Тейлор Свифт, если не считать волос. У меня действительно точно такие же глаза, как у нее, и я немного похожа на нее, но у меня губы тоньше. Как я могу сделать свой макияж так, чтобы он был похож на ее, но не был слишком нарядным для школы? Спасибо!",Makeup,Beauty & Style,https://answers.yahoo.com/question/index?qid=20110914172124AAUieCK,0
2590,"Хорошо, мне нужна небольшая помощь с тестированием этой девушки?","Итак, я получил # этой девушки от своего друга, потому что мне нужно было задать ей вопрос о домашнем задании. (Я действительно любил, но мне также вроде как нравится эта девушка).  Поэтому я спросил ее о?. Проблема в том, что она так и не ответила, но мой телефон так и не сообщил, что сообщение было доставлено... Теперь я знаю, что, поскольку у меня есть verizon, если я отправлю текст кому-то, у кого есть AT & T, он не скажет, что оно доставлено, даже если это так. Теперь вопрос в том, предполагаю ли я, что у нее есть AT & T, и она просто не ответила, или по какой-то причине она так и не получила сообщение (это случалось со мной несколько раз, когда я отправлял сообщение, и они просто никогда его не получали, но получали те, которые я отправлял позже, как будто это было просто потеряно в пространство).",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20110915162551AAVJxKq,1
2591,У меня есть приятель-афроамериканец....?,"Которого я нанял помогать мне по дому, например, подстригать газон, заменять черепицу, красить и т.д. ; ; Он работает за исключительную плату 45 долларов в час. ; ; Вы думаете, это дурной тон?",Other - Cultures & Groups,Society & Culture,https://answers.yahoo.com/question/index?qid=20110915191041AAFSH9M,1
2592,Королевское блюдо из сахарной пасты в Лондоне?,Я буду в Лондоне в конце сентября. Где я могу купить сахарную пасту Regalice в Лондоне?,Cooking & Recipes,Food & Drink,https://answers.yahoo.com/question/index?qid=20110916093813AAPU3DQ,0
2593,Деанджело Уильямс или Уиллис Макгахи (без Морено) на этой неделе в Fantasy?,"Они оба указаны как ""Вероятные"" на вторую неделю и имеют примерно одинаковые прогнозы. Дай мне знать, что ты думаешь!",Fantasy Sports,Sports,https://answers.yahoo.com/question/index?qid=20110916170422AACfEyf,1
2594,"Кто считает женщин pro life красивее, чем женщин pro choice? Почему?","На тесте с принудительным выбором мне пришлось бы пойти с женщинами из pro life.  Женщины, выступающие за жизнь, безусловно, красивее и сексуальнее ‰ЫТ они излучают жизненную силу в отличие от унылых и банальных избранниц.  Майкл Корен лучше всего выразил это после того, как группа студентов Королевского университета в Кингстоне, Онтарио, пригласила его выступить по проблеме абортов: ; ;‰ЫП Что было наиболее очевидным...был контраст между студентами, выступающими за жизнь, и студентами, выступающими за аборты. Первые были привлекательными, с ясными глазами, полными сострадания. Последние тупые злые им так не хватает человечности и это надо сказать intelligence....At в конце лекции две молодые женщины подошли поговорить со мной. Они не были грубыми, но одна из них, некрасивая и пухленькая девушка, казалась такой несчастной и так старалась не улыбаться. Как будто она считала, что самодовольное презрение ко всем разногласиям было каким-то утонченным или зрелым. Я жалел ее.‰Ыќ ; ;http://www.winnipegsun.com/comment/columnists/michael_coren/2010/02/04/12742056-qmi.html",Other - Society & Culture,Society & Culture,https://answers.yahoo.com/question/index?qid=20110916194449AAUpLH6,1
2595,мучаешься из-за другого места?,"привет, я ви-Джей Мехта, мне нравится путешествовать в поисках нового места в мире и заглядывать во францию",Other - Canada,Travel,https://answers.yahoo.com/question/index?qid=20110916201218AAH2yMD,1
2596,"Бывший против меня - мне нужно знать, что правильно. Чего мне следует ожидать?","Мои первые по-настоящему серьезные отношения закончились плохо (родители вынудили меня расстаться не из-за меня, а потому, что они думают, что у него ОКР). Мой бывший парень одолжил кольцо, которое вызывает у меня сентиментальность (моя мама подарила его мне на окончание средней школы, лол) много лет назад, чтобы узнать мой размер кольца. Он всегда будет любить меня, и я всегда буду любить его, но мы оба знаем, что на самом деле никогда не будет той любви, которая была.  ; ;Время от времени мы разговаривали. Недавно он сказал мне, что скучал по мне. Я не знала, как реагировать, потому что уже год встречаюсь с кем-то другим. Мы не разговаривали около года, и вдруг он подошел ко мне у моего шкафчика неделю или около того назад. Он сообщил мне, что нашел мое кольцо, но не принес его мне. ; ;На следующий день я напомнила ему принести мое кольцо, но он так и не принес его мне.  ; ;Он действительно нашел это? Неужели ему просто нужен был предлог, чтобы поговорить со мной после стольких лет? Почему он просто не может принести мое кольцо? Он держит это на память обо мне? Хочет ли он этого настолько, что я продолжаю просить об этом? Я так растеряна, и я действительно хочу кольцо, но я все еще действительно хочу быть его другом, а он никогда не поддерживает со мной связь. Я скучаю по нему. Что я могу сделать. Разве это неправильно, что я так много думаю о нем, и я все еще люблю своего нынешнего парня? Я не хочу иметь серьезных отношений со своим бывшим, потому что считаю это неправильным. Что, если нам суждено было быть вместе? У меня все еще есть чувства к нему... пожалуйста, помогите.",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20110917203800AAN2m9J,1
2597,"сколько существует 5-значных чисел, которые включают цифру 5 и исключают цифру 8?","Я уже искал решение для этого, но ни у кого нет такого же ответа, как в моем учебнике. ;Предполагается, что это 23 816. ; ;Пожалуйста, помогите!",Mathematics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20110918124127AAMY11I,0
2598,Сравнения капитана промышленности и баронов-разбойников?, ,History,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20110919142916AAHJfZP,0
2599,Как получить серотонин!!?,"Привет всем, я страдаю тяжелой депрессией уже 6 лет. Так плохо, что мне иногда ужасно хочется покончить с собой! Как бы то ни было, я слышал об упражнениях и о том, как они могут повышать уровень серотонина в мозге и высвобождать эндорфаны, вызывая ощущение счастья. Что ж, вот уже 7 месяцев я усердно тренируюсь, хожу в спортзал 5 дней в неделю (по 2 часа в день) и в значительной степени тренируюсь изо всех сил, и независимо от того, сколько я тренируюсь, я не получаю никакого серотонина или психической пользы любого рода!! Это расстраивает меня до чертиков, потому что мое тело не делает того, что ему положено делать биологически. Факт в том, что если вы тренируетесь, вы должны получать серотонин (это факт!!) и я ничего не приобрел, так что, на самом деле, я чувствую себя точно так же, как и 7 месяцев назад! Кто-нибудь здесь знает, почему все эти тренировки, возможно, не помогают мне получать серотонин? И может ли кто-нибудь здесь дать мне несколько советов о том, как я мог бы получить серотонин!",Mental Health,Health,https://answers.yahoo.com/question/index?qid=20110921084619AAYPi07,0
2600,Закупорка в моем горле сохраняется уже почти месяц. Я немного обеспокоен. Есть какие-нибудь предложения?,"Такое ощущение, что в горле застрял какой-то комок, блокирующий его. Это не слишком затрудняет глотание, но иногда дыхание немного затруднено. Врач уверяет меня, что это не более чем незначительная инфекция, и я лечу ее теплой водой, смешанной с солью. Но это продолжается уже почти месяц, и я обеспокоен тем, что это может быть что-то более серьезное, надеюсь, не такое серьезное, как рак горла. Есть какие-нибудь комментарии??",Alternative Medicine,Health,https://answers.yahoo.com/question/index?qid=20110921210013AAC3Xiy,0
2601,Вопрос об изнасиловании....... ?,"мне 16, и меня изнасиловали 12 дней назад. на следующий день мое влагалище распухло и очень болело. моя задница тоже очень болела. на следующее утро я приняла 2 таблетки плана Б. следующие несколько дней у меня шла кровь, когда я вытирала, но не менструальная кровь. это было похоже на кровь из пореза. у меня также были головные боли, я не мог спать, чувствовал запор и судороги. моя моча была почти оранжевой в течение нескольких дней, но я всегда выпиваю около 5 стаканов воды в день. затем у меня начались месячные через 6 дней после той ночи, что было за 10 дней до того, как я должна была начаться. во время моих месячных было много темной свернувшейся жидкости. я не знаю, был ли на нем презерватив, я была очень пьяна и вообще не помню ту ночь. сейчас у меня закончились месячные, которые длились 5 дней, и теперь, когда я мочусь, выделяется светло-коричневая жидкость. я действительно не знаю, исходит ли это из моего влагалища или из писающей дырочки. это было последние 2 дня. все это может быть из-за таблеток плана Б, я слышал, что они вредны для вашего организма и имеют много побочных эффектов, но я не уверен, нормально это или нет. любая информация была бы признательна",Women's Health,Health,https://answers.yahoo.com/question/index?qid=20110922172953AADXPXr,0
2602,Нуждается ли армия в людях?,"Потому что я слышал ""да"" и ""нет"", поэтому я хочу получить еще несколько мнений.Спасибо!!",Military,Politics & Government,https://answers.yahoo.com/question/index?qid=20110925173918AAJnQsY,1
2603,"Что означает (извините за орфографию), я напишу это так, как это звучит: скажи ла через скажи ла ва. пожалуйста?", ,Languages,Society & Culture,https://answers.yahoo.com/question/index?qid=20110926144125AAQ791o,0
2604,каковы настоящие имена участников hollywood undead?,я знаю da kurlzz deuce danny J3T jdog funnyman charlie scene buiscutz я хочу знать их имена при РОЖДЕНИИ; спасибо!!,Celebrities,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20110929125204AAxSQ7V,0
2605,Почему мой пенис не растет?,"Ладно, сейчас мне около 16 с половиной, и мой пенис в эрегированном состоянии примерно на 4,7 дюйма. По-настоящему она не росла уже много лет. Я слишком нервничаю, чтобы даже разговаривать с девушками из-за этого, и я начинаю очень волноваться. Может ли врач определить, закончился ли его рост или что-то в этом роде? И если мне исполнится 21 или около того, а по-прежнему ничего нет, есть ли что-нибудь, чтобы улучшить это? Я знаю, что мне всего 16, но через 2 года я стану взрослой, и я хочу вести сексуальную жизнь, а это будет очень сложно с моим размером. Мне не хочется искать девушку, которая полюбит меня таким, какой я есть, сразу, я хочу набраться опыта, и ни одна девушка не захочет быть со мной. Меня даже не волнует, как я выгляжу, я ношу хорошую одежду и выгляжу довольно прилично, но я подхожу ""коротышке"", чтобы удовлетворить девушку...",Men's Health,Health,https://answers.yahoo.com/question/index?qid=20110929154049AAuKiEX,1
2606,Где бы я мог дешево купить наушники Bose MIE2?, ,Music & Music Players,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20110930144232AAIbG50,0
2607,Как мне заставить своего призрака появиться в the sims 3?,"Я читал ответы других людей, задававших этот вопрос, и, похоже, все говорят, чтобы ваши симы тусовались возле могилы посреди ночи. Я занимаюсь этим около пяти ночей, а призрак так и не появляется.",Video & Online Games,Games & Recreation,https://answers.yahoo.com/question/index?qid=20110930204953AArFWNv,0
2608,"Ребята, я нравлюсь этому парню или нет?","Я попросил его повеситься, и он сказал ""да"". но он не назвал мне время или день, это часть совещания.... ; я: мы должны повеситься или что-то в этом роде :) ; он: да, должен ; я: я так думаю; он: хаха, что ты имел в виду ; я: умм, просто повесься или посмотри фильмы или что-то еще; он: да, ок, круто; я: охк.. так когда? ; он: на самом деле не уверен, хм.. ; я: ну, это здорово; он: я точно знаю, ха-ха ; я: хорошо, мы скоро будем, я думаю ; он: да, круто. ; похоже, к концу он передумал. я видела его на выходных, и он обнял меня, и я заметила, что он немного расстроен. но если ты понравишься моему парню, он попробует потанцевать с тобой и поцеловать тебя, да? и еще он бы сначала поговорил со мной, верно? даже несмотря на то, что он всегда отвечает мне... что мне следует делать....",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20111003021710AAktARp,1
2609,Почему наша культура просыпается так рано?,"Я так устал просыпаться так чертовски рано. Я не могу заснуть раньше 12 или 1 часа ночи, и мне приходится бодрствовать в 6 много дней в неделю. Я так устала от этого. Почему наша культура не спит? Почему мы должны жертвовать чем-то, в чем нуждается наше тело? Как кому-то удается засыпать так рано, чтобы наверстать упущенное?",Other - Society & Culture,Society & Culture,https://answers.yahoo.com/question/index?qid=20111004163638AASiwvM,1
2610,"у меня есть этот код, не мог бы кто-нибудь, пожалуйста, помочь?",/рассчитайте и выведите половину моих сбережений ;сбережения общественного класса ;{ ;,Programming & Design,Computers & Internet,https://answers.yahoo.com/question/index?qid=20111006131147AA58GTh,1
2611,Что это - судьба или просто совпадение?,"Я надеялся увидеть этого парня, который мне нравится, на днях в этом заведении, которое действительно далеко от того места, где мы живем. Я не знаю, но я просто ожидала этого, я даже не знала, что он собирается.  И я увидел его там, место огромное, и с того места, где я сидел, я мог прекрасно его видеть, также в заведении разные залы, и мы были @ one в одно и то же время.  Как будто ты всегда надеешься встретить кого-то, кто тебе понравится, но в тот день все было по-другому ; ; Что ты думаешь?",Philosophy,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20111008181448AAAqFPQ,0
2612,форма 1099 c отчет о неуместных вопросах подачи?,"Я потерял свою форму 1099 c, могу ли я по-прежнему подавать свои налоги без точной цифры?",United States,Business & Finance,https://answers.yahoo.com/question/index?qid=20111013202239AAGt6zx,0
2613,"Рассчитайте изменение внутренней энергии для системы, которая поглощает 256 Дж тепла и выполняет 160 Дж работы на su?", ,Physics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20111015082804AAkGSdQ,0
2614,RHH: Обычный или Andre 3000?,BQ Большой L или обычный? ; BQ Обычный или Важный ; BQ Макавели прошел мистера Вудкока Диллу?,Rap and Hip-Hop,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20111015100139AAUI7JZ,1
2615,Как мне приостановить работу кого-либо на Youtube?,"Я задавал этот вопрос ранее, но я думаю, что название вопроса на последнем 1 было слишком большим, но в любом случае я спрошу снова : ; ; ; ХОРОШО, этот человек на YouTube преследовал меня, потому что я игнорировал его, потому что он назвал меня своим другом (он мне никогда по-настоящему не нравился, потому что все, что он делал был жаловаться другим людям на свою жизнь) так что он начал вызывать у меня ПМС, полный ненависти и оскорблений, и все стало еще хуже, что я заблокировала его, но он все еще может говорить обо мне за моей спиной или говорить со мной на чьем-то другом канале, и я действительно устала от его незрелости, о которой я сообщила его, но он никогда не был отстранен или что-то в этом роде, так что я снова сообщил о нем, но он все еще не был отстранен или что-то в этом роде, я, возможно, сообщал о нем раз 5, и он все еще на YouTube, меня серьезно тошнит от этого сопляка, и я просто хочу уйти с YouTube навсегда.",YouTube,Computers & Internet,https://answers.yahoo.com/question/index?qid=20111015171551AAAjrcy,0
2616,"если победят толпы ""оккупай""...будет ли наше правительство еще более либеральным?", ,Politics,Politics & Government,https://answers.yahoo.com/question/index?qid=20111015184139AAjEKQ9,1
2617,Как мне не активировать IOS 5 на Ipone 4?,"у меня есть iPone 4, но я не использую его в качестве телефона, только ipod. у меня нет sim-карты, которую можно вставить. сегодня я подключил его к своему компьютеру и установил на него ios 5. когда все это было сделано, на экране появилось сообщение вставить активную sim-карту для активации iphone. у меня нет sim-карты. как мне выйти из этого, это заставляет меня вводить язык, страну и т.д., Затем запрашивает sim-карту, и нет никакого способа выйти из этого. пожалуйста, помогите!!!!",Cell Phones & Plans,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20111016140027AAetkIX,0
2618,Почему на Хэллоуин взрослым женщинам нравится одеваться распутно?, ,Gender & Women's Studies,Social Science,https://answers.yahoo.com/question/index?qid=20111017105610AAi4vTe,1
2619,"Мои закладки yahoo исчезли вчера. Я могу зайти на страницы yahoo, но не могу установить панель инструментов yahoo.?",Есть какие-нибудь предложения? Я использую 64-разрядную версию Windows 7,Yahoo! Toolbar,Yahoo! Products,https://answers.yahoo.com/question/index?qid=20111022040631AAPU0h8,0
2620,ЧТО ЗНАЧИТ ГЕРПЕС!??????????,"ЧТО ОЗНАЧАЕТ ГЕРПЕС, КАК вы ИМ ЗАРАЗИЛИСЬ?КАК ЭТО ЛЕЧИТЬ????  ЧТО ЭТО ТАКОЕ, НОРМАЛЬНО ЛИ ПОЛУЧАТЬ",Words & Wordplay,Education & Reference,https://answers.yahoo.com/question/index?qid=20111022183453AAdt3bq,0
2621,В жаркой / сухой среде воду в бассейне необходимо регулярно пополнять. Что происходит с недостающей водой?, ,Chemistry,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20111024124708AAhN0J7,0
2622,"какова теплота реакции для C2H4(g) + 6HCl(g) -> 2CHCl3(G) + 4H2(g), учитывая это (ЗАКОН ГЕССА?)?","2C(s) + 2H2(g) -> C2H4(g) dH= 52,3кДж ; ;H2(g) + Cl2(g) -> 2HCl(g) dH= -184,6кДж ; ;C(s) +0,5 H2(g) + 3/2 Cl2(g) -> CHCl3(g) dH= -103,1 кДж ; ; ; ;СПАСИБО ЗА ПОМОЩЬ",Chemistry,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20111025094425AAEu4L2,0
2623,"Нормально ли приглашать девушку на свидание, если ты не совсем уверен, что нравишься ей в ответ?","Она много разговаривает со мной (только лично, у нас нет номеров друг друга), и я много помогаю ей с домашним заданием.  Я планирую пригласить ее на свидание, но я не могу сказать, нравлюсь ли я ей или она просто думает обо мне как о друге.  Я знаю ее всего около 3 месяцев.  Должен ли я пойти на это?",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20111028194913AAqIWEW,1
2624,"Леди, что вы думаете о парне, наряжающемся Божьей коровкой?","Я хочу знать, как ты относишься к парню, который переоденется божьей коровкой на Хэллоуин. Также, как бы отнеслись к моему костюму в магазине? и последнее средство для макияжа и прически: у меня длинные волосы. благодарю вас.",Fashion & Accessories,Beauty & Style,https://answers.yahoo.com/question/index?qid=20111028210421AAsjFm1,1
2625,Как я могу снять лак с ногтей с помощью жидкости для снятия лака?, ,Other - Beauty & Style,Beauty & Style,https://answers.yahoo.com/question/index?qid=20111030060008AAcfUsT,0
2626,ищете 4 хороших сайта для подростков?!?,"Мне нужно их много, и мы хотели бы, чтобы они были самодельными и не для шитья, а для поделок 12-17-летней давности.",Hobbies & Crafts,Games & Recreation,https://answers.yahoo.com/question/index?qid=20111030075725AASugSF,0
2627,Почему мой CSS-код не работает?,"Я создаю веб-сайт для школы, и когда я публикую его, кажется, что ни один браузер не может просмотреть код style.css. Когда я открываю проект локально (неопубликованный), браузер может нормально видеть весь сайт, но когда я его публикую, он выглядит незаконченным. ; ; Это сайт.  ; ;http://astro.temple.edu /~tuc45268/ ; ; ;Это код: ; ; ;html body { ;выравнивание текста по центру; ;} ;p {выравнивание текста по левому краю;} ; ;body { ;",Programming & Design,Computers & Internet,https://answers.yahoo.com/question/index?qid=20111031052000AA0csx1,0
2628,"Как бы я записал наклон линии, параллельной и перпендикулярной Y =4/ 3x - 1?","Может кто-нибудь, пожалуйста, разобрать это во всех деталях и очень просто для моего понимания, пожалуйста ??!! У нас есть ужасные примеры, которые не помогают мне понять это. 10 баллов!",Homework Help,Education & Reference,https://answers.yahoo.com/question/index?qid=20111101113357AAPAc5j,0
2629,как я могу быть хорошим спринтером и бегуном на длинные дистанции одновременно?,"должен ли я пробежаться трусцой в течение 20 минут, а затем спринтовать в течение 2 минут",Running,Sports,https://answers.yahoo.com/question/index?qid=20111101183556AAJFoh7,0
2630,"Что мне делать, если нам с моей лучшей подругой нравится один и тот же парень?.. И мы оба нравимся ему одинаково?","Мне действительно нужна помощь с этим делом. Я не могу уснуть, потому что я действительно не хочу, чтобы эта ситуация разрушила нашу дружбу. Дело в том, что он мне нравился уже 3 года, а ей он нравился, скажем так, всего несколько лет... Месяц? Он мне действительно нравится. Я могла бы быть как бы влюблена в него. Мы учимся в 8 классе, так что, очевидно, в этом нет ничего ОСОБЕННОГО, но мне действительно нужна помощь. Другой наш лучший друг (нас трое) - его бывшая. Это действительно сложно. Моя лучшая подруга, которой он нравится, хотя и говорит так, будто она умерла бы без него. Это просто не похоже на правду. То, что мы оба ему нравимся - В равной степени, - делает все еще хуже. Он кокетничает в нашем классе, так что, конечно, мы оба иногда склонны ревновать. Он всегда улыбается и смеется вместе со мной, не говоря уже о том, что всякий раз, когда мы общаемся в текстовом чате fb или о чем-то еще, он сначала обращается ко мне. Но с ней у них идет эта война тычков, и это сводит меня с ума. В школе они только и делают, что тычут друг друга. -. - Это меня так сильно раздражает. Он все время обнимает меня, но никогда не обнимает ее. Так что, судя по тому, как он себя ведет, я ему нравлюсь немного больше. Но меня это не беспокоит. Меня беспокоит, как продлится наша дружба. Пожалуйста, помогите мне! Я не могу уснуть, эта тема не выходит у меня из головы с тех пор, как она сказала мне, что он ей нравится! Большая любовь к тем, кто помогает <3",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20111102004457AA97M6A,1
2631,Как подразнить парня (небрежно)?,"Он мне нравится, я нравлюсь ему, нам 15 и 16... он хочет, чтобы я дразнила его, ха-ха, и я тоже этого хочу. Всякий раз, когда он говорит что-нибудь наводящее на размышления (поверх текста) Я подыгрываю этому, а потом говорю ""нет"" или типа ""ты тупой. :)"" (..мы в любом случае немного грубы друг с другом). Он знает, что у меня не будет никакого секса, но он говорит, что я всегда ""убиваю его"", когда заканчиваю разговоры таким образом, как я это делаю, так как же это закончить, но при этом все равно дразнить? И какие еще есть способы подразнить его? Спасибо :) и я знаю, что не стоит дразнить парня - хотя он этого хочет, и не волнуйся, я не пройду мимо поддразнивания. Все, что угодно, поможет, даже если это для отправки текстовых сообщений. О, и он не сделает ничего, что, по его словам, наводит на размышления, он чрезвычайно уважителен.",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20111102131855AAxp6zD,1
2632,как я могу решить эту проблему до завтра (действительно срочно)?,"я прохожу прослушивание на большую певческую роль в пьесе, на которую претендуют многие люди. единственная проблема: у меня действительно болит горло и хриплый голос - сегодня днем я едва мог говорить. что, черт возьми, я собираюсь делать? прослушивания состоятся завтра и ни в какой другой день. моя температура была 40 градусов по Цельсию, и я даже не знаю, разрешат ли мне мои родители вообще ходить в школу. я действительно хочу этого, и я не хочу, чтобы какая-то дурацкая болезнь помешала этому. я пробовала сладости для горла, лекарство от кашля, много пила, но ничего не помогает. помочь?",Singing,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20111102134503AAqSuBc,1
2633,": Сколько акров нужно, чтобы получилась миля? Хорошо, я хочу знать, сколько здесь сельской пустынной земли.?","Ваш открытый вопрос: сколько акров нужно, чтобы получилась миля? ; ; Хорошо, я хочу знать, сколько это сельской пустынной земли.Его длина две мили, так сколько же здесь акров?",Renting & Real Estate,Business & Finance,https://answers.yahoo.com/question/index?qid=20111102145041AA5lB1D,0
2634,Пенис моей собаки отсутствовал уже 5 часов. Является ли это серьезной проблемой?, ,Dogs,Pets,https://answers.yahoo.com/question/index?qid=20111103200844AAaeVSn,0
2635,Кто-нибудь может помочь мне с некоторыми базовыми вопросами по электронным таблицам и базам данных?,"1.)Как мне определить среднее максимальное минимальное значение диапазона значений в электронной таблице и базе данных? ; ;2.)Как мне создать запрос? О чем я могу запросить? ; ;3.) Чем отличаются базы данных и электронные таблицы? ; ;4.) Какие формулы я использую для получения результатов в электронной таблице, которые: ;a. добавляют (или умножают) две записи в ячейках; b. добавляют (или умножают) три записи в ячейках;c. добавьте (или умножьте) диапазон записей ячеек;d. подсчитайте количество ячеек в диапазоне, содержащих число;e. подсчитайте количество непустых ячеек в диапазоне;f. подсчитайте количество пустых ячеек в диапазоне;g. подсчитайте ячейки в диапазоне удовлетворяющий определенным критериям ; ;Спасибо, ребята!",Software,Computers & Internet,https://answers.yahoo.com/question/index?qid=20111104173015AAcxqPb,0
2636,"Как мне сказать ей, что я чувствую?","Мне нравится эта девушка из моего класса, и она у меня есть на неделю или две. Как мне сказать ей, что я чувствую?Кстати, мне 13",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20111105163944AAqbWZy,1
2637,"Проблема с химией! помогите, пожалуйста!?","Соединение было разложено на 14,5 грамма углерода и 85,5 грамма хлора. В другом эксперименте его молярная масса была определена равной 166,0 г. Какова молекулярная формула этого соединения? ; ;Пожалуйста, покажите работу, оооочень большое спасибо!",Chemistry,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20111107165337AA86nk4,0
2638,какое отношение платья в западном стиле имеют к прогулам на востоке?,"возрос ли уровень прогулов в Пакистане из-за того, что студентки начали носить одежду западного стиля? если да, пожалуйста, предоставьте конкретные случаи и примеры. ; спасибо!",Other - Society & Culture,Society & Culture,https://answers.yahoo.com/question/index?qid=20111107223339AAq0Qry,0
2639,"Blu-Ray ""Кошмар перед Рождеством""?","Кто-нибудь знает, где найти (онлайн) ""Кошмар перед Рождеством"" ТОЛЬКО на Blu-Ray?  ; Все, что я видел в Wal-Mart, Amazon и т.д., - это либо Blu-Ray + DVD Blu-Ray + Цифровая копия, либо Blu-Ray 3D & DVD, или что-то в этом роде. ; Я не против покупки на Ebay или Half.com если кто-нибудь сможет найти его там, я просто хочу, чтобы он был совершенно новым, потому что это для подарка. Большое спасибо.",Movies,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20111108111049AAiAHlL,0
