en,ru
After you delete photo's from your camera is it possible to find them some how?,"После того, как вы удалите фотографии со своей камеры, возможно ли их как-нибудь найти?"
I have to wait for an update to get English back on my Mac?,"Я должен ждать обновления, чтобы вернуть английский на мой Mac?"
I cannot study! Please Help!?,"Я не могу учиться! Пожалуйста, помогите!?"
motivate my brother to become better at hockey?,мотивировать моего брата становиться лучше в хоккее?
Geometry HW Help PLEASE RESPOND QUICKLY?,"Геометрия HW Помощь, ПОЖАЛУЙСТА, ОТВЕТЬТЕ БЫСТРО?"
good occupation for me?,хорошее занятие для меня?
Is it OK to participate in my gym class while doing a 24 hour fast?,Можно ли посещать мои занятия в тренажерном зале во время 24-часового голодания?
Getting into MTG any advise?,"Как попасть в MTG, есть какие-нибудь советы?"
Need name for clothing line?,Нужно название для линии одежды?
should i go to a indoor shooting range?,должен ли я пойти на стрельбище в помещении?
Im confused about a girl pls help?,"Я запутался в девушке, пожалуйста, помогите?"
whats a good hook for my albert einstein essay???10 points for best essay?,какая хорошая зацепка для моего эссе об Альберте Эйнштейне??? 10 баллов за лучшее эссе?
PLEASE HELP ME IS THIS NORMAL WITH A C SECTION??? IM WORRIED?,"ПОЖАЛУЙСТА, ПОМОГИТЕ МНЕ, ЭТО НОРМАЛЬНО ПРИ КЕСАРЕВОМ СЕЧЕНИИ??? Я ВОЛНУЮСЬ?"
what are the specific examples of variation within species?,каковы конкретные примеры вариации внутри вида?
Flying for the first time on a Jet?,Впервые летите на реактивном самолете?
Will my 3 sim card work in a phone that usually uses an o2 sim card?,"Будет ли моя 3-sim-карта работать в телефоне, который обычно использует o2 sim-карту?"
Can your please help me with this please:)??for school(poem)?,"Не могли бы вы, пожалуйста, помочь мне с этим, пожалуйста :)?? для школы (стихотворение)?"
what type of doctor specialized in height?,какой тип врача специализировался на росте?
Frequent fatigue  dizziness ?,Частая усталость головокружение?
Why did my professor snap at me when I asked her where she was interviewing?,"Почему мой профессор набросилась на меня, когда я спросил ее, где у нее собеседование?"
i have a eating something healthy phobia something???HELP?,"у меня есть фобия есть что-то полезное, что-то???ПОМОГИТЕ?"
Problem with music video on my phone?? help D: ten points best answer?,Проблема с музыкальным видео на моем телефоне?? справка D: лучший ответ из десяти баллов?
who were the spanish ancestors?,кем были испанские предки?
Which college is better for Criminal Justice?,Какой колледж лучше подходит для уголовного правосудия?
Should I get an Xbox for my birthday?,Должен ли я получить Xbox на свой день рождения?
How to increase my i.q?,Как увеличить мой i.q?
Guy problem.. what to do next? did i miss my chance?,Проблема с парнем.. что делать дальше? неужели я упустил свой шанс?
When people say they don't want to get married...?,"Когда люди говорят, что не хотят жениться...?"
Why do DNA comparisons provide the most direct evidence of evolutionary relationships?,Почему сравнение ДНК дает наиболее прямое доказательство эволюционных взаимосвязей?
how much percent of my ethnicities am i?,к какому проценту моей этнической принадлежности я отношусь?
fat loss vegetarian diet?,вегетарианская диета для похудения?
does he like me back? please help me?,"нравлюсь ли я ему в ответ? пожалуйста, помогите мне?"
Can the popular guys like me?,Могу ли я понравиться популярным парням?
where can i get free roms emulators?,где я могу получить бесплатные эмуляторы rom?
Bought a new laptop and transferred music over as well as adding more but ipod won't sync to this laptop?,"Купил новый ноутбук и перенес музыку, а также добавил еще, но ipod не синхронизируется с этим ноутбуком?"
Was this showing guts or was it creepy/stalker-ish?,Было ли это проявлением мужества или это было жутко / по-сталкерски?
My skin color is blacked?,Мой цвет кожи затемнен?
Why do you believe in hell as in a literal place of torment and pain and suffering?,"Почему вы верите в ад как в буквальное место мучений, боли и страданий?"
Girl bear with me but I want to buy your old socks. Willing to give some of them up for me?,"Девочка, потерпи меня, но я хочу купить твои старые носки. Готов отказаться от некоторых из них ради меня?"
Are ALL pregnancys different by the same mother?,ВСЕ ли беременности у одной и той же матери разные?
I think I have a slight crush on my teacher and I don't know how to act normal around him help?,"Я думаю, что слегка влюблена в своего учителя, и я не знаю, как вести себя нормально рядом с ним, помогите?"
Why Yahoo Russia top contributor list is inaccurate?,Почему список лучших участников Yahoo Russia является неточным?
What protects you from the hatred you have toward certain other people?,"Что защищает вас от ненависти, которую вы испытываете к определенным другим людям?"
I really like his girl but I don't think she's interested any more?,"Мне действительно нравится его девушка, но я не думаю, что ей это больше интересно?"
What grade is an 18/40?,Какая оценка - 18/40?
"What does ""duration of your menstural cycle"" mean?","Что означает ""продолжительность вашего менструального цикла""?"
What do you think of gateway characters?,Что вы думаете о персонажах gateway?
Why are ugly people shunned?,Почему некрасивых людей избегают?
im pregnant and i am 13!?,"я беременна, и мне 13!?"
Could WWE make a tribute for undertaker after wrestlemania?,Может ли WWE отдать дань уважения гробовщику после рестлмании?
How do i take the bottle away from my 1 year old?,Как мне забрать бутылочку у моего годовалого ребенка?
TRAPEZIM DEFG SHOWS DE EQUAL 10 CM DG 13CM & GX EQUAL 5CM. ANGLE EFX & ANGLE DXF ARE RIGHT ANGLES. CALCULATE?,"ТРАПЕЦИЕВИДНЫЙ ДЕФГ ПОКАЗЫВАЕТ DE РАВНЫМ 10 СМ, DG 13 СМ И GX РАВНЫМ 5 см. УГОЛ EFX И УГОЛ DXF - ЭТО ПРЯМЫЕ УГЛЫ. ВЫЧИСЛЯТЬ?"
Had this ever happen to anyone before what does it feel like?,"Случалось ли такое с кем-нибудь раньше, на что это похоже?"
Why do i feel bad about pressing domestic violence charges on my ex boyfriend?,"Почему я чувствую себя неловко из-за того, что выдвигаю обвинения в домашнем насилии против своего бывшего парня?"
just got kicked out what should I do?,"только что меня выгнали, что мне делать?"
This girl is avoiding me now. Did I do something wrong?,Эта девушка теперь избегает меня. Я сделал что-то не так?
Why can I no longer change my screen resolution using Nvidia display settings?,Почему я больше не могу изменить разрешение экрана с помощью настроек дисплея Nvidia?
Van persie vs rooney who is the best.?,"Ван Перси против Руни, кто лучший.?"
i need to get from penn station new york to jfk airport?,мне нужно добраться с Пенсильванского вокзала в Нью-Йорке до аэропорта Кеннеди?
My leopard gecko swallowed my striped gecko alive when one tank broke and i combened them?,"Мой леопардовый геккон проглотил моего полосатого геккона живьем, когда один бак сломался, и я их расчесал?"
where to find blackout blinds like the ones in europe?,"где найти плотные жалюзи, подобные тем, что продаются в Европе?"
Whats the buzz about the new weight loss diet called 17 Day Diet ? Anybody tried it? Does it really work?,"Что за шумиха вокруг новой диеты для похудения под названием ""17-дневная диета""? Кто-нибудь пробовал это? Действительно ли это работает?"
booth rental and taxes?,аренда стенда и налоги?
How to deal with losing a loved one? ?,Как справиться с потерей любимого человека? ?
"if a girl say that i`m a "" cutie and sweetie ""?","если девушка скажет, что я ""милашка и конфетка""?"
How to be happy with life & self?,Как быть довольным жизнью и самим собой?
Ideas for my 15th birthday? (Girl)?,Идеи на мой 15-й день рождения? (Девушка)?
What religion is practiced in China?,Какая религия исповедуется в Китае?
Fan capacitor connected to 230V power supply?,Конденсатор вентилятора подключен к источнику питания 230 В?
ONKYO HT-S580 home theatre system?,Система домашнего кинотеатра ONKYO HT-S580?
Would you mind commenting my new poem please?,"Не могли бы вы прокомментировать, пожалуйста, мое новое стихотворение?"
Do you have the REBELLIOUS SPIRIT??? YOUR ZODIAC SIGN?,Есть ли у вас БУНТАРСКИЙ ДУХ??? ВАШ ЗНАК ЗОДИАКА?
Does he like me more than a friend or not? Shy guys or anyone help?,"Нравлюсь ли я ему больше, чем друг, или нет? Застенчивые парни или кто-нибудь помогает?"
how do i get the personal contact landline directory in abu dhabi?,как мне получить справочник стационарных телефонов для личных контактов в Абу-Даби?
we were dating for 4 month after 3 month he became a little cold on the relationship stopped seeing me for a?,"мы встречались 4 месяца, через 3 месяца он стал немного холоден в отношениях, перестал встречаться со мной на некоторое время.?"
Why does food get stuck in my throat?,Почему еда застревает у меня в горле?
Does anyone else hate twitter and social media?,Кто-нибудь еще ненавидит Twitter и социальные сети?
Itunes Artist's Help?,Помощь исполнителя Itunes?
what means to act with someone?,что значит действовать с кем-то?
Was the Subprime Mortgage loan idea designed as Creating a CRISIS?,Была ли идея низкокачественного ипотечного кредита задумана как создание КРИЗИСА?
What games can the Geforce 8400gs play?,В какие игры может играть Geforce 8400gs?
I dont know what to do since she said that to me!!!! i need help esp. from girls....please share ur ideas pls?,"Я не знаю, что делать с тех пор, как она сказала мне это!!!! мне нужна помощь, особенно от девочек.... пожалуйста, поделитесь своими идеями, пожалуйста?"
what do you think about TITANIC SONG http://www.youtube.com/watch?v=sJuIB5KdDAY?,"что вы думаете о песне ""ТИТАНИК"" http://www.youtube.com/watch?v=sJuIB5KdDAY ?"
Why do the los angeles clippers have green sweatbands if their colors are blue red and white?,"Почему у ""Лос-Анджелес Клипперс"" зеленые спортивные повязки, если их цвета - синий, красный и белый?"
why is john cena hated so much ?,почему Джона Сину так сильно ненавидят?
What's your opinion on 'tattoo sleeves'' on a professional level?,"Каково ваше мнение о ""татуировочных рукавах"" на профессиональном уровне?"
what are the effects of cold working on metals?(think of black and bright mild steel)?,каково воздействие холодной обработки на металлы?(подумайте о черной и яркой мягкой стали)?
What was the name of that T.V. show?,Как называлось то телевизионное шоу?
Writing a log file output for C?,Запись выходных данных файла журнала для C?
i need ap calculus help...can you explain how to get these answers and show work please?,"мне нужна помощь в ap calculus ... не могли бы вы объяснить, как получить эти ответы, и показать работу, пожалуйста?"
Pageant Tips ? Please and Thank you!?,"Советы по конкурсу? Пожалуйста, и спасибо вам!?"
Toronto has reported it's second Murder this month in a 4M population I guess we need to relax our Gun laws?,"Торонто сообщил о втором убийстве за этот месяц с населением в 4 миллиона человек. Полагаю, нам нужно ослабить наши законы об оружии?"
Intel Core i7 Normal Temperature..?,Intel Core i7 нормальной температуры..?
What should I do to figure out where I came from with ethnic heritage? Please read?,"Что мне следует сделать, чтобы выяснить, откуда у меня этническое наследие? Пожалуйста, прочтите?"
For Christians is the man who will be the Antichrist already chosen?,"Для христиан уже выбран человек, который станет Антихристом?"
I have a Ruger Blackhawk break barell rifle and i put about 4 led pellets in the barrel.?,"У меня есть винтовка Ruger Blackhawk break barell, и я вставляю в ствол около 4 светодиодных гранул.?"
why can't I access my orange account?,почему я не могу получить доступ к своей учетной записи orange?
What would you like to ask?My leopard gecko is always in his humid hide?,Что бы вы хотели спросить?Мой леопардовый геккон всегда в своей влажной шкуре?
Bet with my friend to lose 20kgs(40 pounds) in 2 months?,"Поспорили с моим другом, что я сброшу 20 кг (40 фунтов) за 2 месяца?"
Thoughts on the name Leila? ?,Мысли по поводу имени Лейла? ?
Fake eyelashes Are the reusable?,Накладные ресницы можно использовать повторно?
What is the song that has violin music with a woman singing kinda sounding like cascada and its a pop song?,"Что это за песня, в которой есть скрипичная музыка и поет женщина, немного похожая на cascada, и это поп-песня?"
Did you ever name your bike?,Ты когда-нибудь давал название своему велосипеду?
Help please I'm not sure why I'm the way I am?,"Помогите, пожалуйста, я не уверен, почему я такой, какой я есть?"
Can I be charged for shoplifting if seen on camera with someone who was caught?,"Могу ли я быть обвинен в магазинной краже, если меня засняли на камеру с кем-то, кто был пойман?"
AM I PREGNANT! Help! I need guidance?,Я БЕРЕМЕННА! Помогите! Мне нужно руководство?
What nationality was Ngatikaura Ngati?,Какой национальности был Нгатикаура Нгати?
Is it possible to pass a lie detector test ?,Можно ли пройти тест на детекторе лжи?
Men why do u tease and u dont give it up?,"Мужчины, почему вы дразнитесь и не сдаетесь?"
do i have to find a job beofre i obtain a workers permit at 17?,"должен ли я искать работу до того, как получу разрешение на работу в 17 лет?"
I tried chat with one of my friend in college (girl) at facebook but.........?,"Я попробовал пообщаться с одной из моих подруг по колледжу (девушкой) на facebook, но.........?"
I have no talents and nothing to be passionate about!!!!!!!!!?,У меня нет талантов и нечем увлечься!!!!!!!!!?
signatures to use on a phone for a couple?,подписи для использования на телефоне для пары?
What is the Mass of Photon?,Какова масса фотона?
did the iraq war start by 9/11?,началась ли война в Ираке 11 сентября?
How do I handle this issue with my boyfriend?,Как мне решить эту проблему со своим парнем?
Can scar tissue go through mitosis?,Может ли рубцовая ткань проходить через митоз?
what differences in mind set etc does a very successful person have from a normal person?,какие отличия в мышлении и т.д. есть у очень успешного человека от нормального человека?
How old must one be to purchase a pocketknife in California? ?,"Сколько лет должно быть человеку, чтобы купить перочинный нож в Калифорнии? ?"
How do you say 1932 in french?,"Как вы скажете ""1932"" по-французски?"
"' If evil exists then God doesn't "" Arguements For and Against?","""Если зло существует, то Бог не "" Аргументы за и против?"
smoking pot alone with a girl?,курить травку наедине с девушкой?
how long into a new relationship did you sleep with your partner?,как долго в новых отношениях вы спали со своим партнером?
am i under weight for my height?,недостаточно ли у меня веса для моего роста?
Conservatives: Are you for a flat tax for all?,Консерваторы: Вы за единый налог для всех?
cheap reptile supplies?,дешевые принадлежности для рептилий?
LIST OF 100 VERBS with their different forms (V1 V2 V3 V4 V5)?,СПИСОК ИЗ 100 ГЛАГОЛОВ с их различными формами (V1 V2 V3 V4 V5)?
A particle projected with velocity u strikes at right angles a plane passing through point of projection and?,"Частица, проецируемая со скоростью u, ударяется под прямым углом о плоскость, проходящую через точку проекции, и?"
does anyone know if hospitals can drug test Junior (under 18) volunteers?,"кто-нибудь знает, могут ли больницы тестировать на наркотики младших добровольцев (до 18 лет)?"
Windows 7 build 7601 this copy of windows is not genuine?,Windows 7 build 7601 эта копия Windows не является подлинной?
Was our eyes meeting a moment ? ?,Наши глаза встретились на мгновение? ?
If I was going to work at an investment bank...?,Если бы я собирался работать в инвестиционном банке...?
can i meetmy true love?,могу ли я встретить свою настоящую любовь?
What is gene splicing?,Что такое сплайсинг генов?
Hi Friends Please give your suggestion about Honda Unicorn.. and that bike plus points?,"Привет, друзья, пожалуйста, дайте свое предложение по поводу Honda Unicorn .. и этого велосипеда с плюсами?"
why wont he engage we are perfect for each other. we have our own apartment vehicle and jobs what is?,"почему бы ему не заняться этим, мы идеально подходим друг другу. у нас есть собственная квартира, транспортное средство и рабочие места, что это такое?"
Why are they trying to hook me up?,Почему они пытаются меня подцепить?
howtolongonclubpenguin?,как долго в клубе пингвин?
Is this a thing to argue about?,Стоит ли об этом спорить?
Why do progressives hate and deny that National Socialism = Nazism?,"Почему прогрессисты ненавидят и отрицают, что национал-социализм = нацизм?"
How long should your hair be in order to use a flat iron?,"Какой длины должны быть ваши волосы, чтобы пользоваться утюжком?"
Windows Explorer isn't responding while Hibernate or Sleep?,Проводник Windows не отвечает во время гибернации или спящего режима?
Why didn't mesoamericans have beards?,Почему у мезоамериканцев не было бород?
teens do u like jersey shore ?,"подростки, тебе нравится Джерси-шор?"
What is a name that can be used with the nickname Cora?,Какое имя можно использовать с ником Cora?
My ipad 3 screen wont turn on?,Мой экран ipad 3 не включается?
WDYT of these names for twin girls?,Какое из этих имен для девочек-близняшек?
Would men find it attractive if a pretty girl worshipped him and would do anything he asked her to?,"Нашли бы мужчины привлекательным, если бы симпатичная девушка боготворила его и делала бы все, о чем он ее попросит?"
STRAIGHT MEN: How would you feel if a gay guy had a crush on you?,"НАТУРАЛЫ-МУЖЧИНЫ: Как бы ты себя чувствовала, если бы в тебя влюбился гей?"
How did Switzerland become so successful? and who was the president that made it happend?,"Как Швейцария стала такой успешной? и кто был президентом, благодаря которому это произошло?"
What do you think about Christians and war?,Что вы думаете о христианах и войне?
Birth control pills? ?,Противозачаточные таблетки? ?
how do I say this words/sentences in spanish?,как мне произнести эти слова / предложения по-испански?
Do you agree with what this GOP House leader has admitted?,"Согласны ли вы с тем, что признал этот лидер Республиканской партии в Палате представителей?"
Is this okay to clean my Navel piercing with?,Можно ли этим почистить мой пирсинг в пупке?
Do I have to gain weight to get big arms and huge abs?,"Нужно ли мне набирать вес, чтобы получить большие руки и огромный пресс?"
virgin mobile question about data?,вопрос virgin mobile о данных?
I need some healthy lunch ideas!?,Мне нужны какие-нибудь идеи для здорового обеда!?
"Why do parents frown on keeping their ""challenged"" kids in adaptive homes?","Почему родители не одобряют содержание своих ""проблемных"" детей в адаптивных домах?"
If I am allergic to sulfa drugs should I avoid....?,"Если у меня аллергия на сульфаниламидные препараты, следует ли мне избегать....?"
My name is LaShanae how do i write that in Japanese letters?,"Меня зовут Лашанае, как мне написать это японскими буквами?"
Since I'm not worth anything what should I do with myself?,"Поскольку я ничего не стою, что мне с собой делать?"
Skin tag on my anus?!?,Кожная метка на моем заднем проходе?!?
Are the Marines portraits photoshopped?,Портреты морских пехотинцев отфотошоплены?
How to apply for Canada and USA for permanent residence ?,Как подать заявление на постоянное проживание в Канаде и США?
Has there ever been a mortal individual that has lived in a whale's stomach like tales proclaim?,"Был ли когда-нибудь смертный индивидуум, который жил в желудке кита, как утверждают легенды?"
What time does direct deposit go through from Disney to Chase? ?,В какое время осуществляется прямой перевод средств из Disney в Chase? ?
also looking for Ukrainian Recipe books written in English  where can I find them.?,"также ищу украинские книги рецептов, написанные на английском языке, где я могу их найти.?"
can someone with a glasses prescription of -8.50 see at 3/60 without glasses?,"может ли кто-нибудь, у кого рецепт на очки составляет -8,50, видеть при 3/60 без очков?"
how do i run a graphics card?,как мне запустить видеокарту?
Why do people hate One Direction?,Почему люди ненавидят One Direction?
How to better introduce a cat to dogs?,Как лучше познакомить кошку с собаками?
Do you guys have any faith?,"У вас, ребята, есть хоть какая-то вера?"
Why do girls get jealous?,Почему девушки ревнуют?
Do you think it is wise?,"Как вы думаете, это мудро?"
Gee Gee Gee Gee Baby Bay?,"Гы-гы-гы-гы, Бейби Бэй?"
where can I find a mobile home dealer in south florida?,где я могу найти дилера по продаже мобильных домов в Южной Флориде?
Does 6day constipation cause dark brown/black stool and nausea? Please help?,"Вызывает ли 6-дневный запор темно-коричневый/черный стул и тошноту? Пожалуйста, помогите?"
Bladder? help please! embarrassing. women only ?x?,"Мочевой пузырь? помогите, пожалуйста! смущающий. только для женщин?x?"
Why on earth do girls get hair around their nipples?,С какой стати у девочек растут волосы вокруг сосков?
Remember a TV show from the late 80's early nineties similar to say Quantom Leap?,"Помните телешоу конца 80-х - начала девяностых, похожее, скажем, на Quantom Leap?"
How do I make a professional DVD with previews and other things?,Как мне сделать профессиональный DVD с превью и другими вещами?
QUICK ! PLEASE HELP nail polish?,"БЫСТРО! ПОЖАЛУЙСТА, ПОМОГИТЕ лаком для ногтей?"
Embarrassing Problem!!!?,Досадная проблема!!!?
GUYS: Do you facebook stalk the girl you like?,"ПАРНИ: Вы преследуете девушку, которая вам нравится, на Facebook?"
What should i say to him?,Что я должен ему сказать?
Is.it possible to teach myself to do a hand stand at age 15?,Is.it возможно ли научить себя делать стойку на руках в 15 лет?
What is the song on the Olympic Commercial for the Gymnastics?,Какая песня звучит в олимпийской рекламе спортивной гимнастики?
How do you feel about forehead headband?,Как вы относитесь к повязке на лоб?
Does birth control give you mood swings ?,Вызывает ли контроль над рождаемостью у вас перепады настроения?
How do you know if your betta is stressed or happy?,"Как вы узнаете, испытывает ли ваша бетта стресс или счастлива?"
Pain in my chest !!!!?,Боль в моей груди!!!!?
Do these names fit well in a sibset?,Хорошо ли эти имена вписываются в sibset?
Why do girls like foot massages?,Почему девушкам нравится массаж ног?
Having hate is a sin?,Иметь ненависть - это грех?
what is the name of the first soccer game in 3d?,как называется первая футбольная игра в 3d?
Does any pc dvd writter fit/work on any pc? ?,Подходит ли какой-либо компьютер для записи DVD-дисков / работает ли он на любом ПК? ?
Changing My Tampon?!?,Меняю свой тампон?!?
what questions does youtube ask?,какие вопросы задает youtube?
Did I have a miscarriage?,Был ли у меня выкидыш?
in which city of Israel are located the ruins of the old samaria?,в каком городе Израиля расположены руины старой Самарии?
Another Avatar movie? Another Hunger Games one?,"Еще один фильм ""Аватар""? Очередные ""Голодные игры""?"
"What exactly does this mean ""The only two non-silvery metals are gold and copper.""?","Что именно это означает: ""Единственными двумя несеребряными металлами являются золото и медь"".?"
Knowledge(not job) required?,Требуются знания (не работа)?
Is it possible to simultaneously be a student and an independent contractor?,Возможно ли одновременно быть студентом и независимым подрядчиком?
What's the best way to lose weight?,Какой самый лучший способ похудеть?
Ego of a fat chick body of a hot chick?,"Эго толстой цыпочки, тело горячей цыпочки?"
Biology; Circle the letter of each way that fats are used in living things?,Биология; Обведите кружком букву каждого способа использования жиров в живых организмах?
If you liked me and I asked you out on date would?,"Если бы я тебе понравился и я пригласил бы тебя на свидание, ты бы?"
Chance of getting pregnant? ?,Шанс забеременеть? ?
Regarding population control...good or bad?,Что касается контроля над населением... хорошо это или плохо?
Help solve the differential equation cosy *y^1 = 3siny(5cos^3 x - 3cos x) (image of problem text included)?,Помогите решить дифференциальное уравнение cosy *y ^ 1 = 3siny(5cos ^ 3 x - 3cos x) (изображение текста задачи прилагается)?
Why is it that people take the mic of my because im smart ?,"Почему люди берут мой микрофон, потому что я умный?"
Hindi/ urdu name for a farewell event?,Название на хинди/ урду для прощального мероприятия?
Why do we have to be so politically correct nowdays?,Почему мы должны быть такими политкорректными сейчас?
If Jesus was born in Israel why does he have a Mexican name?,"Если Иисус родился в Израиле, почему у него мексиканское имя?"
what autumn dress would match cow girl boots?,какое осеннее платье подойдет к сапогам для девочки-коровы?
Cheating on your girlfriend?,Изменяешь своей девушке?
If I pay for domain hosting with Wordpress will it still display ads?,"Если я заплачу за хостинг домена с помощью Wordpress, будет ли на нем по-прежнему отображаться реклама?"
I need to make my laptop faster/ run better.?,"Мне нужно сделать так, чтобы мой ноутбук работал быстрее / качественнее.?"
How do you treat others ?,Как вы относитесь к другим?
Since my investments + 401(k) have more than doubled since Recession lows why should I vote Romney vs. Obama?,"Поскольку мои инвестиции + 401(k) выросли более чем вдвое с минимумов рецессии, почему я должен голосовать за Ромни против Обама?"
What are some causes of WWI?,Каковы некоторые причины Первой мировой войны?
i need help keeping myself on track?,"мне нужна помощь, чтобы оставаться на верном пути?"
How do I modify the content within the apps on MY Yahoo page?,Как мне изменить содержимое приложений на моей странице Yahoo?
How do you answer this system by substitution?: x = 3y - 3z + 8; z = 4x + 5y - 14; 3y + 2z = 14?,Как вы отвечаете на эту систему подстановкой?: x = 3y - 3z + 8; z = 4x + 5y - 14; 3y + 2z = 14?
HelP me fine the importance of specialize cells in humans?,Помогите мне разобраться в важности специализированных клеток у людей?
This November will Americans rise up against the Obama Adminstration's policies of tyranny and genocide?,Восстанут ли американцы в ноябре этого года против политики тирании и геноцида администрации Обамы?
Could he like me? Please coment! :c?,"Могу ли я ему понравиться? Пожалуйста, приходите! :c?"
Linux ubuntu not wanting to run windows programs at all in any way shape or form.?,Linux ubuntu вообще не хочет запускать программы Windows ни в какой форме.?
Girl just randomly starts talking to me?,Девушка просто случайно начинает со мной разговаривать?
my baby wants to stand??????,мой малыш хочет встать??????
what are some good colleges in texas to attend for a buisness education?,какие хорошие колледжи в Техасе можно посетить для получения делового образования?
"How much do I have to weigh to fit into a size 4 if I'm 5'9"".5?","Сколько я должен весить, чтобы влезть в размер 4, если мой рост 5'9"".5?"
Got my friend a birthday present. picture included!?,Купил своему другу подарок на день рождения. картинка прилагается!?
Having trouble accurately measuring penis girth?,Возникли проблемы с точным измерением обхвата пениса?
How bad is Obama when he blames every one for his failures?,"Насколько плох Обама, когда он обвиняет всех в своих неудачах?"
Before toothpaste was ever invented how people kept their mouths hygiene?,"Как люди соблюдали гигиену полости рта до того, как была изобретена зубная паста?"
What would you name a fairy a pixie an elf a troll and an ogre?,"Как бы вы назвали фею, пикси, эльфа, тролля и людоеда?"
I breathed in some exhaust fumes from my car and now my throat is burning should i be concerned?,"Я вдохнул немного выхлопных газов из своей машины, и теперь у меня горит горло, стоит ли мне беспокоиться?"
What is a good Canadian Minecraft server host?,Что такое хороший канадский хостинг сервера Minecraft?
What is the science behind the Kobe Earthquake in Japan in 1995?,Какая наука стоит за землетрясением в Кобе в Японии в 1995 году?
My MacBook won't read my SD Card??? HELP!?,Мой MacBook не читает мою SD-карту??? ПОМОГИТЕ!?
cool but catchy website name?,"классное, но запоминающееся название веб-сайта?"
Gift ideas for my boyfriend?,Идеи подарков для моего парня?
If the y-intercept of f(x)=a(x-3)(x+2) is 3 find a?,"Если y-перехват f(x)=a(x-3)(x+2) равен 3, найдите a?"
why is non violence the biggest removal of mankind referring to Gandhi?,"почему ненасилие является самым большим достижением человечества, ссылаясь на Ганди?"
How do I not mess this up I really like her?,"Как мне все это не испортить, она мне действительно нравится?"
At what age should I start using Anew Clinical eye lift pro (dual eye system) ?,В каком возрасте я должен начать использовать Anew Clinical eye lift pro (система dual eye system)?
Just a point of authority.....? if the King of the Universe says it it's okay for you to say it?,"Просто точка зрения авторитета.....? если это говорит Король Вселенной, это нормально, что ты это говоришь?"
What is the most loyal dog to get what breed?,"Какая собака самая преданная, какую породу можно приобрести?"
why is hollywood in california?,почему Голливуд находится в Калифорнии?
How to figure out A simple math problem?,Как решить простую математическую задачу?
How can I get thinner?,Как я могу похудеть?
Which is better Sony Cannon or JVC camcorders?,Что лучше видеокамеры Sony Cannon или JVC?
Mexico Criminal Justice System vs United States System?,Система уголовного правосудия Мексики против системы Соединенных Штатов?
Has anyone moved to Israel from America? What is your experience?,Кто-нибудь переехал в Израиль из Америки? Каков ваш опыт?
PLEASE I'D DO ANY THING JUST READ IT PLEASE!!!!!!?,"ПОЖАЛУЙСТА, Я БЫ СДЕЛАЛ ВСЕ, ЧТО УГОДНО, ПРОСТО ПРОЧТИТЕ ЭТО, ПОЖАЛУЙСТА!!!!!!?"
HOW MANY PEOPLE ARE UNEMPLOYED IN INDIA?,СКОЛЬКО ЛЮДЕЙ БЕЗРАБОТНЫХ В ИНДИИ?
help?????????????????????......?,помогите?????????????????????......?
How do you feel about Mayor Bloomberg still running the NYMarathon through sayyy Staten Island?,"Как вы относитесь к тому, что мэр Блумберг все еще проводит полумарафон через, скажем, Стейтен-Айленд?"
What are some good indie bands?,Какие есть хорошие инди-группы?
Help with probability?!?,Помогите с вероятностью?!?
how do i get internet on my nintendo 3ds?,как мне подключиться к Интернету на моем nintendo 3ds?
whats going to happen on December 21st 2012 to America?,что произойдет 21 декабря 2012 года с Америкой?
Crush for 4 years Healthy?,Влюбленность на 4 года здорова?
what if you dont believe in God?,"что, если вы не верите в Бога?"
does the witcher 2 have alot of adult seens?,"много ли в ""Ведьмаке 2"" просмотров для взрослых?"
How will you atheist survive in the anarchy after the rapture?,"Как вы, атеист, выживете в анархии после вознесения?"
what does my dream mean ?,что означает мой сон?
How is this haircut called?,Как называется эта стрижка?
Question about Power Ranger?,Вопрос о Могучем рейнджере?
I like a guy with a girlfriend?,Мне нравится парень с девушкой?
home remedies for IBS relief?,домашние средства для облегчения СРК?
When do We use 'Someone & Somebody'?,"Когда мы используем ""Кто-то & Somebody""?"
Ever felt an instant connection with someone?,Вы когда-нибудь чувствовали мгновенную связь с кем-то?
Are there laws prohibiting civilians from building and launching a rocket into space?,"Существуют ли законы, запрещающие гражданским лицам строить и запускать ракету в космос?"
my older sister is been with A LOT of guys... 10 points!!!?,моя старшая сестра была со многими парнями... 10 баллов!!!?
What all size tire can go on a 1996 chrysler cirrus?,Какие шины всех размеров могут устанавливаться на chrysler cirrus 1996 года выпуска?
Laser resurfacing questions?,Вопросы по лазерной шлифовке?
What is wrong with me?,Что со мной не так?
Could I be signed as a runway model with the measurements 34-29-34?,Могу ли я быть подписана как модель для подиума с размерами 34-29-34?
Jason Witten or Greg Olsen?,Джейсон Уиттен или Грег Олсен?
